"","Row.ID","Place.ID","Place.Name","Use.Code","Use.Level","Acreage.1986","Acreage.1995","Acreage.2002","Acreage.2007","Acreage.2012","Acreage.2015","Place.Total.Area","description"
"94",758,107,"Egg Harbor City",1,"1",860.8,868.6,919.2,956.3,"1,040.1",1055.9,7288.9,"URBAN"
"95",764,107,"Egg Harbor City",11,"2",557.6,553.7,557.4,577.4,"573.0",586.7,7288.9,"Residential (Total)"
"96",765,107,"Egg Harbor City",12,"2",107.3,105,105.1,121.3,"148.5",150.7,7288.9,"Commercial and Services"
"97",766,107,"Egg Harbor City",13,"2",32.7,35.3,42.3,43.8,"45.4",45.4,7288.9,"Industrial"
"98",767,107,"Egg Harbor City",14,"2",87.7,90.9,92.8,95.2,"105.0",109.4,7288.9,"Transportation/Communication/Utilities"
"99",768,107,"Egg Harbor City",16,"2",9,9,8.8,7.4,"10.5",10.2,7288.9,"Mixed Urban or Built-up Land"
"100",769,107,"Egg Harbor City",17,"2",44.4,49.9,64,62.8,"76.1",70.6,7288.9,"Other Urban or Built-up Land"
"101",791,107,"Egg Harbor City",1100,"3",10.1,0,0,0,".0",0,7288.9,"Residential (Other)"
"102",792,107,"Egg Harbor City",1110,"3",10.2,10.2,12.7,12.6,"12.6",15.8,7288.9,"Residential (High Density or Multiple Dwelling)"
"103",793,107,"Egg Harbor City",1120,"3",325.9,326.5,340.6,345.5,"341.4",352.2,7288.9,"Residential (Single Unit, Medium Density)"
"104",794,107,"Egg Harbor City",1130,"3",99.8,100.4,86.2,111.7,"112.1",112.9,7288.9,"Residential (Single Unit, Low Density)"
"105",795,107,"Egg Harbor City",1140,"3",111.6,116.6,118,107.7,"107.0",105.9,7288.9,"Residential (Rural, Single Unit)"
"106",796,107,"Egg Harbor City",1200,"3",107.3,105,105.1,121.3,"148.5",150.7,7288.9,"Commercial and Services"
"107",797,107,"Egg Harbor City",1300,"3",32.7,35.3,42.3,43.8,"45.4",45.4,7288.9,"Industrial"
"108",798,107,"Egg Harbor City",1400,"3",87.7,90.9,82.4,76.5,"78.6",78.3,7288.9,"Transportation"
"109",803,107,"Egg Harbor City",1600,"3",9,9,8.8,7.4,"10.5",10.2,7288.9,"Mixed Urban or Built-up Land"
"110",804,107,"Egg Harbor City",1700,"3",44.4,49.9,56.6,55.4,"68.3",62.8,7288.9,"Other Urban or Built-up Land"
"111",857,108,"Egg Harbor Twp",1,"1",8646.5,9850.8,12080.8,13963.8,"14,505.0",14595.6,48342.8,"URBAN"
"112",863,108,"Egg Harbor Twp",11,"2",4142.9,4891,5856.9,7221.4,"7,523.2",7604.2,48342.8,"Residential (Total)"
"113",864,108,"Egg Harbor Twp",12,"2",636.5,830.3,912.2,1060.2,"1,146.8",1169.4,48342.8,"Commercial and Services"
"114",865,108,"Egg Harbor Twp",13,"2",226.8,328.9,430.6,422.3,"420.2",404.7,48342.8,"Industrial"
"115",866,108,"Egg Harbor Twp",14,"2",1258.4,1316.2,1609.7,1890.2,"2,018.2",2054.3,48342.8,"Transportation/Communication/Utilities"
"116",867,108,"Egg Harbor Twp",15,"2",0,0,0,0,"7.3",7.3,48342.8,"Industrial and Commercial Complexes"
"117",868,108,"Egg Harbor Twp",16,"2",3.5,3.5,3.4,5.1,"6.1",6.2,48342.8,"Mixed Urban or Built-up Land"
"118",869,108,"Egg Harbor Twp",17,"2",2155.5,2202.6,2259.1,2263.6,"2,228.2",2177.6,48342.8,"Other Urban or Built-up Land"
"119",894,108,"Egg Harbor Twp",1100,"3",90.7,0,0,0,".0",0,48342.8,"Residential (Other)"
"120",895,108,"Egg Harbor Twp",1110,"3",378.6,433.2,453,475.6,"470.4",471.2,48342.8,"Residential (High Density or Multiple Dwelling)"
"121",896,108,"Egg Harbor Twp",1120,"3",1339.2,1544.7,2133.7,2965.5,"3,178.8",3228.1,48342.8,"Residential (Single Unit, Medium Density)"
"122",897,108,"Egg Harbor Twp",1130,"3",1066.9,1410.6,1608.2,2026.2,"2,047.9",2061.2,48342.8,"Residential (Single Unit, Low Density)"
"123",898,108,"Egg Harbor Twp",1140,"3",1265.6,1500.5,1662,1754.2,"1,826.2",1843.7,48342.8,"Residential (Rural, Single Unit)"
"124",899,108,"Egg Harbor Twp",1150,"3",2,2,0,0,".0",0,48342.8,"Mixed Residential"
"125",900,108,"Egg Harbor Twp",1200,"3",636.5,830.3,912.2,1060.2,"1,146.8",1169.4,48342.8,"Commercial and Services"
"126",901,108,"Egg Harbor Twp",1300,"3",226.8,328.9,430.6,422.3,"420.2",404.7,48342.8,"Industrial"
"127",902,108,"Egg Harbor Twp",1400,"3",1191.4,1249.2,374,386.8,"444.9",460.9,48342.8,"Transportation"
"128",911,108,"Egg Harbor Twp",1500,"3",0,0,0,0,"7.3",7.3,48342.8,"Industrial and Commercial Complexes"
"129",912,108,"Egg Harbor Twp",1600,"3",3.5,3.5,3.4,5.1,"6.1",6.2,48342.8,"Mixed Urban or Built-up Land"
"130",913,108,"Egg Harbor Twp",1700,"3",2151.4,2198.5,2147.4,2156.2,"2,121.5",2070.9,48342.8,"Other Urban or Built-up Land"
"131",976,109,"Estell Manor City",1,"1",820.1,1060.4,1227.4,1419.2,"1,484.5",1500.5,35319.6,"URBAN"
"132",982,109,"Estell Manor City",11,"2",511.9,711.2,819.4,1005,"1,060.6",1073.5,35319.6,"Residential (Total)"
"133",983,109,"Estell Manor City",12,"2",16.2,19.5,22,25.1,"26.0",26,35319.6,"Commercial and Services"
"134",984,109,"Estell Manor City",13,"2",2.2,2.2,2.2,2.2,"2.2",2.2,35319.6,"Industrial"
"135",985,109,"Estell Manor City",14,"2",174.7,182.4,218.6,217.7,"222.0",222.7,35319.6,"Transportation/Communication/Utilities"
"136",986,109,"Estell Manor City",17,"2",25.8,55.4,66.2,70.3,"74.2",76.7,35319.6,"Other Urban or Built-up Land"
"137",1010,109,"Estell Manor City",1100,"3",6.8,0,0,0,".0",0,35319.6,"Residential (Other)"
"138",1011,109,"Estell Manor City",1110,"3",0,0.1,0.1,0.1,".1",0.1,35319.6,"Residential (High Density or Multiple Dwelling)"
"139",1012,109,"Estell Manor City",1130,"3",40.4,44.1,53.3,47.3,"43.5",43.5,35319.6,"Residential (Single Unit, Low Density)"
"140",1013,109,"Estell Manor City",1140,"3",464.7,667.1,766.1,957.7,"1,017.0",1030,35319.6,"Residential (Rural, Single Unit)"
"141",1014,109,"Estell Manor City",1200,"3",16.2,19.5,22,25.1,"26.0",26,35319.6,"Commercial and Services"
"142",1015,109,"Estell Manor City",1300,"3",2.2,2.2,2.2,2.2,"2.2",2.2,35319.6,"Industrial"
"143",1016,109,"Estell Manor City",1400,"3",131.1,138.8,91.5,61.8,"65.3",66,35319.6,"Transportation"
"144",1023,109,"Estell Manor City",1700,"3",25.8,53.6,44.5,43.5,"47.3",47.3,35319.6,"Other Urban or Built-up Land"
"145",1082,110,"Folsom Boro",1,"1",746.5,796.8,873.9,932.7,"956.1",954.2,5445.9,"URBAN"
"146",1088,110,"Folsom Boro",11,"2",460.1,488,529.4,562.2,"571.8",574.6,5445.9,"Residential (Total)"
"147",1089,110,"Folsom Boro",12,"2",60.1,65.6,67.4,78.2,"78.7",82.2,5445.9,"Commercial and Services"
"148",1090,110,"Folsom Boro",13,"2",46.5,66.4,54.6,59.8,"60.9",61.1,5445.9,"Industrial"
"149",1091,110,"Folsom Boro",14,"2",88.1,81.3,128.2,160.9,"162.8",157.7,5445.9,"Transportation/Communication/Utilities"
"150",1092,110,"Folsom Boro",17,"2",66,73.1,71.5,51.2,"61.3",57.4,5445.9,"Other Urban or Built-up Land"
"151",1110,110,"Folsom Boro",1100,"3",3,0,0,0,".0",0,5445.9,"Residential (Other)"
"152",1111,110,"Folsom Boro",1120,"3",191,191,191.8,196.1,"194.4",196.6,5445.9,"Residential (Single Unit, Medium Density)"
"153",1112,110,"Folsom Boro",1130,"3",83.1,100.4,119.4,120.8,"119.4",120,5445.9,"Residential (Single Unit, Low Density)"
"154",1113,110,"Folsom Boro",1140,"3",183.1,196.5,218.3,245.3,"257.9",258,5445.9,"Residential (Rural, Single Unit)"
"155",1114,110,"Folsom Boro",1200,"3",60.1,65.6,67.4,78.2,"78.7",82.2,5445.9,"Commercial and Services"
"156",1115,110,"Folsom Boro",1300,"3",46.5,66.4,54.6,59.8,"60.9",61.1,5445.9,"Industrial"
"157",1116,110,"Folsom Boro",1400,"3",88.1,81.3,81.7,99.5,"99.9",93.6,5445.9,"Transportation"
"158",1122,110,"Folsom Boro",1700,"3",66,73.1,71.5,46.2,"56.3",52.5,5445.9,"Other Urban or Built-up Land"
"159",1167,111,"Galloway Twp",1,"1",6150.7,7739.1,8963.4,10181.6,"10,513.3",10578.6,71224.5,"URBAN"
"160",1173,111,"Galloway Twp",11,"2",3824.2,4966.6,5695.5,6416.3,"6,546.2",6595.5,71224.5,"Residential (Total)"
"161",1174,111,"Galloway Twp",12,"2",387.7,500.6,566.3,703.5,"781.7",789.7,71224.5,"Commercial and Services"
"162",1175,111,"Galloway Twp",13,"2",90.5,101.8,91.1,86,"95.8",97.1,71224.5,"Industrial"
"163",1176,111,"Galloway Twp",14,"2",525.9,530,705.9,838.7,"884.9",909.1,71224.5,"Transportation/Communication/Utilities"
"164",1177,111,"Galloway Twp",16,"2",0,0,0,0,"2.7",2.7,71224.5,"Mixed Urban or Built-up Land"
"165",1178,111,"Galloway Twp",17,"2",833.9,883.9,956.4,1011.4,"1,022.3",1003.3,71224.5,"Other Urban or Built-up Land"
"166",1201,111,"Galloway Twp",1100,"3",54.5,0,0,0,".0",0,71224.5,"Residential (Other)"
"167",1202,111,"Galloway Twp",1110,"3",146.1,295.1,489,529.2,"526.2",527.1,71224.5,"Residential (High Density or Multiple Dwelling)"
"168",1203,111,"Galloway Twp",1120,"3",842.6,1089.5,1232.9,1570.6,"1,620.5",1633,71224.5,"Residential (Single Unit, Medium Density)"
"169",1204,111,"Galloway Twp",1130,"3",1125.7,1430,1556.5,1675.3,"1,676.2",1686.2,71224.5,"Residential (Single Unit, Low Density)"
"170",1205,111,"Galloway Twp",1140,"3",1655.3,2152,2417.2,2641.2,"2,719.3",2745.1,71224.5,"Residential (Rural, Single Unit)"
"171",1206,111,"Galloway Twp",1150,"3",0,0,0,0,"4.1",4.1,71224.5,"Mixed Residential"
"172",1207,111,"Galloway Twp",1200,"3",387.7,500.6,566.3,703.5,"781.7",789.7,71224.5,"Commercial and Services"
"173",1208,111,"Galloway Twp",1300,"3",90.5,101.8,91.1,86,"95.8",97.1,71224.5,"Industrial"
"174",1209,111,"Galloway Twp",1400,"3",521,525.1,333,317.6,"326.9",329.3,71224.5,"Transportation"
"175",1219,111,"Galloway Twp",1600,"3",0,0,0,0,"2.7",2.7,71224.5,"Mixed Urban or Built-up Land"
"176",1220,111,"Galloway Twp",1700,"3",832.6,880.8,940.1,993.9,"1,002.6",983.7,71224.5,"Other Urban or Built-up Land"
"177",1280,112,"Hamilton Twp",1,"1",5463.5,6520.3,7250.1,8297.1,"8,532.6",8639.5,72271.1,"URBAN"
"178",1286,112,"Hamilton Twp",11,"2",2920.2,3573.3,4101,4892.4,"5,101.9",5184.4,72271.1,"Residential (Total)"
"179",1287,112,"Hamilton Twp",12,"2",293.6,493.6,623.2,689.2,"699.3",711.6,72271.1,"Commercial and Services"
"180",1288,112,"Hamilton Twp",13,"2",134.2,89.7,108.5,123.7,"120.4",121.3,72271.1,"Industrial"
"181",1289,112,"Hamilton Twp",14,"2",882.1,1016.6,1140.6,1269.2,"1,311.5",1317.2,72271.1,"Transportation/Communication/Utilities"
"182",1290,112,"Hamilton Twp",16,"2",3.1,3.1,5,3.7,"3.7",3.7,72271.1,"Mixed Urban or Built-up Land"
"183",1291,112,"Hamilton Twp",17,"2",660.7,769.6,716.7,719,"665.0",658.9,72271.1,"Other Urban or Built-up Land"
"184",1314,112,"Hamilton Twp",1100,"3",87.3,0,0,0,".0",0,72271.1,"Residential (Other)"
"185",1315,112,"Hamilton Twp",1110,"3",157.5,290,318.7,423,"452.2",451.7,72271.1,"Residential (High Density or Multiple Dwelling)"
"186",1316,112,"Hamilton Twp",1120,"3",512.3,536.5,676.5,836.9,"908.1",936.9,72271.1,"Residential (Single Unit, Medium Density)"
"187",1317,112,"Hamilton Twp",1130,"3",560.9,759.5,825,899.8,"893.1",897.5,72271.1,"Residential (Single Unit, Low Density)"
"188",1318,112,"Hamilton Twp",1140,"3",1602.2,1987.3,2280.9,2732.6,"2,848.4",2898.3,72271.1,"Residential (Rural, Single Unit)"
"189",1319,112,"Hamilton Twp",1200,"3",293.6,493.6,623.2,689.2,"699.3",711.6,72271.1,"Commercial and Services"
"190",1320,112,"Hamilton Twp",1300,"3",134.2,89.7,108.5,123.7,"120.4",121.3,72271.1,"Industrial"
"191",1321,112,"Hamilton Twp",1400,"3",823.8,924.3,312,345.5,"355.5",357.1,72271.1,"Transportation"
"192",1328,112,"Hamilton Twp",1600,"3",3.1,3.1,5,3.7,"3.7",3.7,72271.1,"Mixed Urban or Built-up Land"
"193",1329,112,"Hamilton Twp",1700,"3",645.3,754.3,645.1,647.4,"596.2",586.1,72271.1,"Other Urban or Built-up Land"
"194",1386,113,"Hammonton Town",1,"1",3550,3810.4,4356.5,4894.9,"5,060.1",5110.7,26438.8,"URBAN"
"195",1392,113,"Hammonton Town",11,"2",2203.2,2360.6,2681.6,2998,"3,041.4",3066.7,26438.8,"Residential (Total)"
"196",1393,113,"Hammonton Town",12,"2",313.9,336.8,401.9,458.8,"496.6",518.7,26438.8,"Commercial and Services"
"197",1394,113,"Hammonton Town",13,"2",191.2,215.7,227,246.3,"242.9",225.7,26438.8,"Industrial"
"198",1395,113,"Hammonton Town",14,"2",226.6,234.2,404.8,401.8,"418.0",429,26438.8,"Transportation/Communication/Utilities"
"199",1396,113,"Hammonton Town",16,"2",29.5,29.5,28.9,23,"25.9",25.9,26438.8,"Mixed Urban or Built-up Land"
"200",1397,113,"Hammonton Town",17,"2",457.8,482.7,411.1,524.3,"594.5",567.6,26438.8,"Other Urban or Built-up Land"
"201",1419,113,"Hammonton Town",1100,"3",24.1,0,0,0,".0",0,26438.8,"Residential (Other)"
"202",1420,113,"Hammonton Town",1110,"3",43.1,55.6,73,73.2,"75.2",77.8,26438.8,"Residential (High Density or Multiple Dwelling)"
"203",1421,113,"Hammonton Town",1120,"3",643.3,666.1,683.7,783.3,"798.0",797.9,26438.8,"Residential (Single Unit, Medium Density)"
"204",1422,113,"Hammonton Town",1130,"3",637.8,667.9,771.8,807.5,"820.8",825.1,26438.8,"Residential (Single Unit, Low Density)"
"205",1423,113,"Hammonton Town",1140,"3",854.9,971.1,1153.1,1333.9,"1,347.4",1365.9,26438.8,"Residential (Rural, Single Unit)"
"206",1424,113,"Hammonton Town",1200,"3",311.9,334.7,399.9,456.8,"494.4",516.4,26438.8,"Commercial and Services"
"207",1426,113,"Hammonton Town",1300,"3",191.2,215.7,227,246.3,"242.9",225.7,26438.8,"Industrial"
"208",1427,113,"Hammonton Town",1400,"3",226.6,234.2,164.3,122.6,"123.3",125.5,26438.8,"Transportation"
"209",1437,113,"Hammonton Town",1600,"3",29.5,29.5,28.9,23,"25.9",25.9,26438.8,"Mixed Urban or Built-up Land"
"210",1438,113,"Hammonton Town",1700,"3",457.8,481.8,356.2,468.9,"537.4",510.6,26438.8,"Other Urban or Built-up Land"
"211",1491,114,"Linwood City",1,"1",1306.8,1378.6,1412.5,1427.6,"1,432.1",1433.5,2790.8,"URBAN"
"212",1497,114,"Linwood City",11,"2",930,968.7,1025.2,1032.7,"1,030.7",1030.7,2790.8,"Residential (Total)"
"213",1498,114,"Linwood City",12,"2",132.3,148.7,152.8,156.3,"159.8",161.6,2790.8,"Commercial and Services"
"214",1499,114,"Linwood City",14,"2",4.8,6,10.6,15.1,"15.0",15,2790.8,"Transportation/Communication/Utilities"
"215",1500,114,"Linwood City",17,"2",77.9,96.9,47.3,36.7,"39.7",39.4,2790.8,"Other Urban or Built-up Land"
