"SSN","totpop18","pop18_1564","a04","a59","a1014","a1520","a2024","a2529","a3034","a3539","a4044","a4549","a5054","a5559","a6064","a6569","a7074","a7580","a8084","a85","pop18_1564P"
221,31995.7204079347,22331.1262641147,2093.01958164272,1977.57650328229,2029.3721797786,2099.06999802278,1981.47624702604,2354.81045553914,2771.97868540482,2746.29997286094,1964.90218270411,2218.49219703398,2184.22439000552,2183.11542841891,1826.75670709842,1183.46642240985,921.974772446067,505.95084995729,382.622515530164,570.611318773079,69.7941036469887
222,11750.1926695639,7132.26919449291,895.285351328537,1080.17004713147,1039.58384677782,751.259695876121,531.313202550347,225.098132937683,476.458865593915,805.28304186979,840.122550836742,839.584667774165,1114.84801018022,818.873031193716,729.427995680206,474.439110990485,280.636351203251,220.531867873553,225.040380278537,402.23651948734,60.6991680482599
223,44429.5731125905,31284.4206854065,3133.13020042797,2032.38142307555,1667.76568909198,1739.29080197761,3027.17980689519,3964.03855594051,4556.89286173617,3349.33235812864,3451.996097936,2838.16530958709,3029.68088703894,2775.33168361458,2552.51232255176,2346.89247805181,1445.26983713037,842.39804082868,782.538472727324,894.776285850356,70.4135072514146
224,4775.8546815409,2880.7427485924,295.319799957434,302.952348472381,465.248558518686,272.035189617952,233.240784350719,166.161742185285,242.866914387591,136.260415201582,366.79058968637,332.98980719557,288.97763909141,509.462543217565,331.957123658351,270.628945274055,190.608892032084,88.8502090383812,154.402202409304,127.100977246175,60.3188945368611
225,12127.6421521245,8130.99656382422,454.598534827095,561.956102746713,906.298674231051,915.651351935144,850.705659926157,560.985398593011,535.961255019162,1014.35261779223,638.674731654562,859.262145691796,1084.62501091713,922.364394450577,748.413997844452,545.690885611029,530.203218704133,384.964017527684,340.411508359116,272.522646293483,67.0451557015955
226,3455.22469351253,2195.03649740222,112.917921191417,244.147442393157,271.705481100189,333.931871687432,138.159541956539,111.4274534875,88.8431399993725,107.398639287104,253.778665517668,303.671675588045,292.337298382882,282.590014484063,282.898197011617,234.16371416521,120.102746050943,143.7554795197,59.3992762265174,73.9961354631748,63.5280391901454
227,10237.8214609015,6652.25637556104,454.897512634272,728.037706586456,723.756036305458,796.415321979626,560.087279841533,329.480170987757,401.425892197213,492.0270743684,733.058482714784,756.46155748551,1036.78224723982,760.261709198259,786.256639548133,503.943963369622,516.602163563969,189.010381726941,170.927104165443,298.390216988277,64.977264948077
228,4138.39262285065,2404.93625222385,301.69711825385,235.404436113366,525.15071073317,209.886225442906,125.908341819508,82.1988695844747,172.115380602312,186.32054376179,353.624361257774,348.179544575478,262.714348655558,357.675700409437,306.312936114614,168.549661392005,238.107352224968,83.2212455686086,89.4991040491018,91.8267422917294,58.1128102477444
229,9124.27504375193,5991.56927103152,400.157197314118,525.293877662653,600.808623016013,594.011014229332,681.445099761797,327.606317211835,317.705808532369,670.608332045616,747.151632701109,541.251126644643,678.465558840099,800.639251738938,632.685129325779,354.934337146262,322.499097249797,348.60377055036,299.533886173242,280.874983607965,65.6662501108446
230,10559.9330709436,7665.94247207586,569.745273279297,309.880340534938,537.535337513384,520.576717792771,732.642918456047,938.71475672102,765.360874726835,760.597475869389,795.703008571513,798.282227890191,786.166869710584,752.817460359801,815.080161977707,568.534538417795,231.263123943144,254.68597522841,175.112658335283,247.233351615518,72.5946123008035
231,24550.6762046632,17177.7926313812,1385.37962131098,1164.19083772533,1379.65429610716,1489.93002657627,1890.04893506774,1809.1181671661,2223.64264781515,1869.99357677303,1630.00101744455,1490.87870627191,1774.01352443805,1607.64389426517,1392.5221355632,811.797655426278,1047.8646346515,698.931555983745,523.747649941374,361.317322135701,69.9687148662666
232,22203.2030390432,15285.907419934,987.742132935594,1174.60393284167,1215.34015770668,1189.82923817245,1340.51142445281,1525.101692305,1522.43397861008,1551.89928701472,1477.40463048387,1988.42686381833,1558.11565848648,1669.55136993835,1462.63327665193,1038.46629312493,780.704659192669,731.236331303217,482.008984393245,507.193127611223,68.8455057275047
233,26234.7537228216,17529.8017820842,1257.65603957057,1357.3602780052,1599.796497116,2316.95483464126,2463.79320896696,1301.80290629891,1088.44907597578,1662.61112596209,1304.32971871945,1723.28803331956,2037.21945481489,1987.07751694515,1644.2759064402,1200.9679589091,1211.64772667243,1029.62451228079,533.436811223317,514.462116959915,66.8190064495826
234,9579.89268181682,6397.5744617542,436.539212825206,510.707559418719,505.440803283697,669.483434384287,586.860851842775,466.552322380322,642.795276081893,495.662811971391,692.797468277715,654.25154108801,920.240717849123,751.963695470488,516.966342408196,570.295855943266,362.97797484891,278.22128797401,243.012477344254,275.123048424557,66.7812748455644
235,7309.49520757293,4567.32326717533,529.820830781906,355.418878640044,615.798272580599,364.115365040166,418.429824392865,282.100302167821,412.962261788096,487.088523189872,512.638546214259,426.910576188379,926.772415490688,287.932627331726,448.372825371458,438.866084757111,255.640026666048,126.73658343241,187.785722361394,232.105541178084,62.4847973420026
236,8458.23587718392,5257.61024578826,414.825749472372,510.600741388445,723.42953256323,612.001680638487,474.388072082178,306.61008060925,379.324559070312,410.559096413847,468.313977797334,723.080651675576,956.893591724451,544.42295588467,382.015579892157,460.728178601065,362.875096734742,365.265395290365,167.546500343569,195.354437001871,62.1596550643694
237,2661.92171941263,1569.93606207278,307.10261898042,80.3618227024265,153.823830113884,108.748926738186,87.4329904718078,170.017002396503,177.870047931862,145.825521773898,188.696348837128,151.232275035642,207.721160511913,159.508344680254,172.883443695592,164.520201685304,181.823943576484,79.6329825591716,115.295514477864,9.42474324429297,58.9775443291097
238,16661.8605377412,11171.4812529138,1148.07658902901,890.411163174902,756.663972711285,908.088248968719,1134.38323595829,1092.27941806134,1023.95462981362,1041.24557475134,1093.39227238413,903.545831697242,1279.71898484278,1144.92786515883,1549.94519127755,1031.00128985827,400.586008645373,434.644461454915,395.827650822296,433.168149131297,67.0482220614501
239,15312.7547407115,10182.8366275841,646.127638349475,925.520954881411,805.895502368642,812.251757612647,934.897452451031,973.47887803204,1058.59146754398,1212.08463453663,947.543329476116,929.613883040972,1107.42343529247,1298.91489718136,908.036892416849,718.00167660207,830.079513216476,378.033836717882,438.074421994004,388.18456899744,66.4990512811606
240,2983.11128372417,1849.83673041339,147.142452708709,143.983485070113,242.425958855421,136.8435508614,124.034235315758,169.727911142213,71.6806337960375,170.24384470376,218.088604603732,194.135912403061,303.645210007655,225.015462873533,236.421364706244,176.475179799755,142.174614456599,95.8901718232618,64.5377363138327,120.644954283086,62.0103158908649
241,5948.9071236336,3723.62269531507,174.035834372086,469.175720338928,338.140098152772,341.243765821676,280.427187402186,277.221050357063,178.627959905375,215.343668325742,367.027556241567,496.860329746041,573.24741426692,581.098545400165,412.52521784834,274.919594911848,272.540981809535,229.402833331553,145.888361679861,321.181003721946,62.5933909864217
242,13061.6086414574,8542.73066936682,678.621653787024,745.287568647902,1098.24253149541,1044.63095466403,708.582084672891,350.923480529345,498.947976386557,781.279409653024,882.442630369265,1104.14877183624,1199.65880088843,1155.88382703273,816.232733334307,496.103441286056,618.2927818547,328.05367893159,196.480106953252,357.796209134679,65.4033580691759
243,5910.1526838066,3641.97353976983,335.839305057744,299.177682004468,462.732749367319,380.857289053622,240.227703885485,327.6041332784,146.982980908653,332.645500985373,276.091421576362,435.387143756358,548.372814705455,495.688547354045,458.116004266077,489.310371453248,251.070404213043,146.311243218314,166.762489590529,116.974899132103,61.6223257606962
244,8130.86444280694,5035.97913653781,325.239458265052,527.684814204731,790.314151168549,536.357163273341,370.481573460912,261.108402476056,327.54643906556,408.073507341731,502.348293910176,845.885841589856,486.52781894176,806.140117162409,491.509979316004,417.865620637282,417.818855145192,183.730973693396,155.006637879973,277.224795274964,61.9365772478588
245,20433.1463622576,14791.7727731617,814.120315928375,1190.7239112497,763.145110811759,838.368582635175,1383.51805449155,1958.5758629714,1646.84487828166,1792.17045196774,1723.12542977388,1239.03478278116,1374.12055247624,1792.43293776016,1043.58124002268,870.832566921475,828.411762448673,448.619575362624,340.895532014113,384.624814359228,72.3910674886751
246,26817.3055043905,16536.4699773115,1055.20007483254,1364.5764954886,1617.2212889894,1809.46557689229,1459.35383241587,1382.92677264234,977.353550569982,1538.21954004634,1570.08388293467,1905.72155471195,2018.25611780901,1865.51544761116,2009.57370167785,1597.52979042129,1234.50822201605,1186.40237243794,804.903963299978,1420.49331959327,61.663428395534
247,8840.12046097629,5598.53780190101,427.055340655492,338.062957166958,664.193478421293,707.770283337365,475.820326856836,327.45488832846,483.74225260298,446.504781335296,498.748442769132,728.818205317284,682.100183950617,500.33541570424,747.2430216988,420.271374611352,429.600162032022,272.827759507978,308.041405194757,381.530181485431,63.3310125876126
248,14873.6206733925,9610.64327227952,680.800075879771,1138.00786925092,999.623103447239,1139.37663478373,667.633881467058,422.389699560875,363.574697891232,623.208712082642,1154.80291384844,1392.6092801293,1689.96321434797,1289.13913458904,867.945103579224,979.084128865804,658.924402648549,392.371377460886,249.129216057898,165.037227501937,64.6153581788733
249,11390.0525590947,8117.65881237259,428.936059343103,514.929325224429,754.633835934885,818.68048496042,825.510169435241,674.926609596288,795.194074459272,783.727036302627,621.741983608649,762.190363913571,1189.00866573552,824.45465468207,822.224769678933,499.679899790389,405.664994192866,176.649733873169,207.603133310112,284.296765053124,71.2697221567327
250,13040.9559243058,9134.63252270654,523.465056318353,897.274073462121,780.824516897672,733.68825511696,902.926525096656,1043.50615030152,977.912105989749,1112.77813651567,785.098516757074,771.892097181645,837.365120056958,952.247269975094,1017.21834571523,638.177806416376,358.614832382146,286.24374611576,188.104776836655,233.618593170211,70.0457280564943
251,25161.4468896065,15553.2050714412,1319.78304426488,2148.23624449485,2649.88028921123,2100.64493055199,849.638428417719,632.935706211117,895.738002182119,1303.4728717444,2020.24692884701,2335.47599006831,2136.14121055232,1974.63307377436,1304.27792909182,1202.58110385502,827.856804783672,584.794115794064,405.861808133701,469.248407627897,61.8136355181775
252,11411.2749789411,7763.55514041157,684.399533170872,793.231444386016,648.953715378138,933.865405829114,645.215881774954,438.140756395162,698.759122461216,883.157725014007,727.768040853809,869.892973990395,1189.65933732238,901.416633414796,475.679263355742,296.687383516271,506.357760795567,350.779059916587,206.49957972767,160.811361638372,68.0340729212014
253,10095.7993035255,6184.01796860143,477.242537057961,752.709453043915,830.689568246998,595.590385651738,515.849924026705,283.468879921777,351.998172091099,599.786066383413,440.887686512974,874.978896569988,853.712721173729,923.481666837235,744.263569432771,421.605566630247,551.235097644701,344.63501425039,242.115722950275,291.548375099575,61.2533766042868
254,5390.73720527275,3497.8570827802,223.798963052003,284.286762476841,166.844206203447,315.630331479507,428.674124130466,372.634348806688,364.395238300323,231.168939407294,255.860134062165,588.744195326927,415.330986691909,255.412026694197,270.006757880722,290.382882573788,212.791480554043,203.192040736219,138.794547562161,372.78923933405,64.8864329605772
255,2337.98147912795,1449.31649750203,115.347968094662,112.907268836332,189.924306296917,107.224524218887,97.1934765257357,132.842850766276,56.2678051891056,133.411889389581,170.761304034617,152.277656016642,237.71517053088,176.39046718144,185.231353648865,138.568388790303,111.531853290508,75.3164680737489,50.5361788940319,94.5325493494184,61.9900760737683
256,18113.8621632042,12585.9694595785,913.626062560161,1163.50346292001,1007.50775877156,1107.27253902938,1021.35228699242,1123.82253118323,1009.37051192964,1580.54275140707,1426.06143040858,1498.07604825392,1384.04137599371,1445.00804367407,990.421940706523,839.28030528643,584.459910883918,362.878100420212,260.765380300726,395.871722482594,69.4825286080912
257,14105.7855516569,9486.90967358453,694.469994934585,710.133820899971,669.914927328469,735.610332512738,616.467010649231,1056.05592241467,1295.04773248628,683.191861179813,742.714753953822,974.220089829787,1060.21767203188,1238.18332339415,1085.20097513217,750.771123492973,517.810332783626,576.210503470958,304.185384535266,395.379790626525,67.2554508846207
258,3265.35356333611,1837.04841388493,98.934515973408,91.1352291025522,221.043882030366,194.286470188247,161.299362801109,48.2085644021005,94.8278997010488,97.0191733148086,87.5957690475703,197.981465096911,291.380220075729,335.180939141978,329.268550115433,205.822527286908,207.371914523412,168.222143107319,167.598373127511,268.176564299704,56.2587903041065
259,1683.31213546329,1154.77212601364,112.503348590462,75.7031705770263,84.0353051319364,108.869608007231,121.29545565296,90.5080410180033,111.432426450932,137.842740333883,124.827872342821,100.800752435035,130.499527901674,127.533516189163,101.16218568194,74.7084518315607,59.1807864315753,42.649232104432,38.5075852116067,41.2521295710477,68.6011881982791
260,40557.355526922,26228.1858318808,2401.57588311806,2637.9352808059,2679.48990334156,3451.04101512645,2876.98138745277,1654.25109588461,2608.58204997808,2629.01856031231,2454.63722485784,2810.39066459167,2694.12359799323,2499.1549835649,2550.00525211896,2340.89514991084,1536.59841411208,828.439820678329,797.237805802344,1106.99743727204,64.6693688262553
261,14768.7392330705,9021.31782239382,631.100679752524,1403.36149672282,1745.00888932758,1254.29166695446,784.596940870748,229.526979277214,329.377327097318,425.260439853924,1404.2515351704,1584.94179024775,1480.24325788364,823.014489389442,705.813395648934,562.874591383565,484.605266304811,346.69277741799,243.272155546675,330.505554220766,61.0838723605672
262,1794.80623817798,1251.8676335936,97.3143242307284,85.5994942884164,96.8406293329042,142.267760476902,124.101024334606,81.2652866437481,121.548575718798,164.457689830014,127.508300210535,114.398915091986,161.351154996522,122.001713918636,92.9672123718527,65.2994366958244,51.7240939666206,50.1666568211261,45.4522260634354,50.5417431853219,69.7494585746733
263,8225.80809357472,5276.818622898,405.634792036491,701.023499971425,731.290788085824,677.071118106152,552.135955004518,337.018671591043,334.289628586959,208.675843146247,526.00455541437,792.442752678201,569.8567753214,735.859984674519,543.463338374591,387.571543202116,218.673070836878,266.804804219827,180.631901654615,57.3590706695442,64.1495469243902
264,9802.24009762142,6122.87863234882,631.710379798037,653.153904793708,713.497850108099,560.995705697526,506.578410386964,335.30091344046,736.207066572152,468.065077821959,639.26424617063,676.802780921774,813.035485303428,900.184992310742,486.443953723182,594.905370771801,352.989594108941,273.541927524307,186.726423111889,272.836015055817,62.4640752661688
