"SSN","dtC2015","dtC2016","dtC2017","dtC2018","rAll","r2015","r2016","r2017","r2018"
231,2,7,2,1,69.8576368774987,11.6429394795831,40.7502881785409,11.6429394795831,5.82146973979156
232,3,4,3,9,124.297494928057,19.6259202517985,26.1678936690647,19.6259202517985,58.8777607553956
233,1,3,0,2,34.2274263827222,5.70457106378704,17.1137131913611,0,11.4091421275741
234,1,0,2,2,78.1546198468007,15.6309239693601,0,31.2618479387203,31.2618479387203
235,0,0,0,1,21.894662179637,0,0,0,21.894662179637
236,0,0,0,0,0,0,0,0,0
237,0,0,1,1,127.39372311503,0,0,63.6968615575149,63.6968615575149
238,1,0,3,3,62.659551061541,8.951364437363,0,26.854093312089,26.854093312089
239,0,3,3,4,98.2044627222161,0,29.4613388166648,29.4613388166648,39.2817850888865
240,1,1,1,0,162.176474857302,54.0588249524338,54.0588249524338,54.0588249524338,0
241,1,0,0,0,26.8555673285095,26.8555673285095,0,0,0
242,0,1,2,2,58.5292945958063,0,11.7058589191613,23.4117178383225,23.4117178383225
243,0,0,0,0,0,0,0,0,0
244,0,1,2,0,59.5713349611387,0,19.8571116537129,39.7142233074258,0
245,0,2,4,1,47.3236041909787,0,13.5210297688511,27.0420595377021,6.76051488442553
246,2,2,1,4,54.4251585274744,12.0944796727721,12.0944796727721,6.04723983638605,24.1889593455442
247,1,1,1,0,53.5854200891764,17.8618066963921,17.8618066963921,17.8618066963921,0
248,0,2,2,1,52.0256538334095,0,20.8102615333638,20.8102615333638,10.4051307666819
249,0,1,0,1,24.6376454865495,0,12.3188227432747,0,12.3188227432747
250,3,1,1,3,87.5787830557375,32.8420436459015,10.9473478819672,10.9473478819672,32.8420436459015
251,0,0,0,1,6.42954294890768,0,0,0,6.42954294890768
252,1,1,0,0,25.761393637683,12.8806968188415,12.8806968188415,0,0
253,1,1,1,1,64.6828650936898,16.1707162734225,16.1707162734225,16.1707162734225,16.1707162734225
254,1,0,2,0,85.7667974706248,28.5889324902083,0,57.1778649804166,0
255,0,0,0,0,0,0,0,0,0
256,2,2,3,2,71.50819830689,15.8907107348644,15.8907107348644,23.8360661022967,15.8907107348644
257,2,0,5,2,94.8675628804574,21.0816806401016,0,52.7042016002541,21.0816806401016
258,0,1,0,1,108.870293503614,0,54.4351467518068,0,54.4351467518068
259,0,0,1,0,86.5971716387089,0,0,86.5971716387089,0
260,4,2,4,0,38.1269221748644,15.2507688699458,7.62538443497288,15.2507688699458,0
261,0,1,1,0,22.1697100066174,0,11.0848550033087,11.0848550033087,0
262,0,0,0,0,0,0,0,0,0
263,1,1,0,0,37.9016248790755,18.9508124395378,18.9508124395378,0,0
264,1,0,0,0,16.3321871956882,16.3321871956882,0,0,0
265,1,2,4,3,118.190473811399,11.8190473811399,23.6380947622798,47.2761895245596,35.4571421434197
266,1,0,1,1,52.9664440465907,17.6554813488636,0,17.6554813488636,17.6554813488636
267,2,1,2,2,103.745593339886,29.6415980971103,14.8207990485552,29.6415980971103,29.6415980971103
268,1,0,0,0,26.7074282700745,26.7074282700745,0,0,0
269,0,0,1,3,71.505739373785,0,0,17.8764348434462,53.6293045303387
270,2,0,1,1,38.4714818817584,19.2357409408792,0,9.61787047043961,9.61787047043961
301,0,0,0,1,133.056335324866,0,0,0,133.056335324866
302,1,3,6,0,650.937296295497,65.0937296295497,195.281188888649,390.562377777298,0
303,0,2,0,1,113.265107492681,0,75.5100716617873,0,37.7550358308937
304,2,1,3,1,81.1005171975825,23.1715763421664,11.5857881710832,34.7573645132497,11.5857881710832
305,6,1,7,7,333.040018857031,95.1542911020089,15.8590485170015,111.01333961901,111.01333961901
306,1,1,5,5,78.179542806706,6.51496190055884,6.51496190055884,32.5748095027942,32.5748095027942
307,1,0,0,0,18.3954827749464,18.3954827749464,0,0,0
308,0,1,2,5,74.487421496018,0,9.31092768700225,18.6218553740045,46.5546384350113
309,1,1,3,1,206.826530898478,34.4710884830796,34.4710884830796,103.413265449239,34.4710884830796
310,1,2,3,10,139.115286447186,8.69470540294912,17.3894108058982,26.0841162088474,86.9470540294912
311,1,0,0,1,48.1147512248173,24.0573756124086,0,0,24.0573756124086
312,2,1,2,3,135.095763194983,33.7739407987456,16.8869703993728,33.7739407987456,50.6609111981184
313,8,3,13,4,93.2283632976019,26.6366752278863,9.98875321045735,43.2845972453152,13.3183376139431
314,0,0,0,0,0,0,0,0,0
315,4,0,1,5,121.490895421539,48.5963581686155,0,12.1490895421539,60.7454477107693
316,2,2,1,3,196.435841517733,49.1089603794333,49.1089603794333,24.5544801897167,73.66344056915
317,4,4,2,1,135.256333288027,49.184121195646,49.184121195646,24.592060597823,12.2960302989115
318,1,0,3,4,158.879055761854,19.8598819702318,0,59.5796459106954,79.4395278809272
319,4,3,7,8,173.106913303852,31.4739842370639,23.6054881777979,55.0794724148619,62.9479684741278
320,1,7,2,4,97.5636373420944,6.96883123872103,48.7818186710472,13.9376624774421,27.8753249548841
321,0,0,0,0,0,0,0,0,0
322,1,2,2,4,68.2643512453069,7.58492791614521,15.1698558322904,15.1698558322904,30.3397116645809
323,5,4,10,5,353.338565841267,73.6122012169307,58.8897609735445,147.224402433861,73.6122012169307
324,5,4,12,9,110.581192101782,18.4301986836303,14.7441589469042,44.2324768407126,33.1743576305345
325,0,0,0,0,0,0,0,0,0
326,1,2,2,3,154.139676250537,19.2674595313171,38.5349190626343,38.5349190626343,57.8023785939514
327,3,4,3,4,284.284640117786,60.9181371680971,81.2241828907961,60.9181371680971,81.2241828907961
328,1,1,2,0,452.951655781441,113.23791394536,113.23791394536,226.475827890721,0
329,5,6,21,17,276.768133018143,28.2416462263411,33.8899754716093,118.614914150633,96.0215971695598
330,1,5,2,6,255.660163906051,18.2614402790036,91.3072013950182,36.5228805580073,109.568641674022
331,0,1,1,4,341.562775602209,0,56.9271292670348,56.9271292670348,227.708517068139
332,0,1,1,1,72.4089039021285,0,24.1363013007095,24.1363013007095,24.1363013007095
333,0,1,3,4,144.966701893606,0,18.1208377367007,54.3625132101021,72.4833509468028
334,0,1,2,4,279.982691363379,0,39.9975273376256,79.9950546752511,159.990109350502
335,0,3,2,3,184.275881229791,0,69.1034554611716,46.0689703074477,69.1034554611716
336,0,0,1,0,95.898045344098,0,0,95.898045344098,0
337,0,2,1,1,66.1857613426708,0,33.0928806713354,16.5464403356677,16.5464403356677
338,7,4,6,10,130.28981093912,33.7788398731051,19.3021942132029,28.9532913198044,48.2554855330073
339,0,0,0,0,0,0,0,0,0
340,0,0,1,0,87.6028688346393,0,0,87.6028688346393,0
401,3,1,2,1,115.454849926509,49.4806499685037,16.4935499895012,32.9870999790024,16.4935499895012
402,0,1,1,0,351.73803178706,0,175.86901589353,175.86901589353,0
403,1,3,4,2,222.354222451579,22.2354222451579,66.7062667354737,88.9416889806315,44.4708444903158
404,5,3,8,10,356.102443258824,68.4812390882353,41.0887434529412,109.569982541176,136.962478176471
405,0,1,2,4,140.003902856076,0,20.000557550868,40.001115101736,80.002230203472
406,3,1,3,1,213.103306510585,79.9137399414692,26.6379133138231,79.9137399414692,26.6379133138231
407,2,2,3,2,582.933614840538,129.540803297897,129.540803297897,194.311204946846,129.540803297897
408,25,27,50,57,332.135858701499,52.2226192926885,56.4004288361036,104.445238585377,119.06757198733
409,8,10,11,18,103.313805331311,17.5853285670316,21.9816607087895,24.1798267796685,39.5669892758211
410,1,0,2,1,426.808201149318,106.70205028733,0,213.404100574659,106.70205028733
411,4,3,1,7,460.633091532884,122.835491075436,92.1266183065768,30.7088727688589,214.962109382012
412,1,4,8,7,227.821276305406,11.3910638152703,45.5642552610812,91.1285105221625,79.7374467068922
413,2,0,1,0,204.550614311484,136.367076207656,0,68.1835381038279,0
414,7,8,16,17,650.420785995273,94.8530312909774,108.403464332546,216.806928665091,230.357361706659
415,16,16,35,22,205.633019632754,36.9677338665624,36.9677338665624,80.8669178331053,50.8306340665233
416,2,1,6,7,157.890261753257,19.7362827191572,9.86814135957859,59.2088481574715,69.0769895170501
417,0,0,1,0,15.7121041544449,0,0,15.7121041544449,0
418,1,2,2,0,107.900199363988,21.5800398727975,43.160079745595,43.160079745595,0
419,0,0,0,1,159.03512788455,0,0,0,159.03512788455
420,0,0,0,2,155.895813890362,0,0,0,155.895813890362
421,1,0,1,1,166.54655175204,55.51551725068,0,55.51551725068,55.51551725068
422,5,5,7,19,318.977810270357,44.3024736486607,44.3024736486607,62.023463108125,168.349399864911
423,4,0,3,3,323.200416262275,129.28016650491,0,96.9601248786826,96.9601248786826
424,1,2,2,0,211.495175618465,42.299035123693,84.598070247386,84.598070247386,0
425,1,1,1,2,169.75546801608,33.9510936032161,33.9510936032161,33.9510936032161,67.9021872064322
426,1,4,0,4,308.695043358964,34.2994492621071,137.197797048428,0,137.197797048428
427,7,12,6,10,144.103296676237,28.8206593352473,49.4068445747097,24.7034222873548,41.1723704789247
428,5,4,8,5,337.395769477473,76.6808566994258,61.3446853595406,122.689370719081,76.6808566994258
429,0,0,0,0,0,0,0,0,0
430,2,4,3,7,290.64286413692,36.330358017115,72.66071603423,54.4955370256725,127.156253059902
431,0,2,2,4,205.905951080598,0,51.4764877701495,51.4764877701495,102.952975540299
432,3,4,5,4,327.587649033795,61.4226841938366,81.8969122584488,102.371140323061,81.8969122584488
433,0,0,0,0,0,0,0,0,0
434,3,2,5,8,98.5695992026223,16.4282665337704,10.9521776891803,27.3804442229506,43.808710756721
435,2,4,3,3,168.098538123868,28.0164230206447,56.0328460412894,42.024634530967,42.024634530967
436,7,11,14,9,153.603146930799,26.2249275247706,41.2106003960681,52.4498550495412,33.7177639604193
437,0,0,3,1,221.96340110577,0,0,166.472550829328,55.4908502764426
501,0,0,0,1,177.87798543409,0,0,0,177.87798543409
502,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0
504,1,0,1,1,76.3320382469166,25.4440127489722,0,25.4440127489722,25.4440127489722
505,6,8,11,11,252.133896465947,42.0223160776578,56.0297547702104,77.0409128090392,77.0409128090392
506,6,5,7,11,253.351891733688,52.4176327724872,43.6813606437394,61.1539049012351,96.0989934162266
507,0,2,2,0,195.928969098893,0,97.9644845494466,97.9644845494466,0
508,3,4,5,7,309.006636124032,48.7905214932682,65.054028657691,81.3175358221137,113.844550150959
509,0,0,1,0,110.864601492103,0,0,110.864601492103,0
510,0,0,0,0,0,0,0,0,0
511,1,3,2,4,129.69350419527,12.969350419527,38.9080512585809,25.9387008390539,51.8774016781079
512,2,0,0,1,1194.54082033575,796.360546890497,0,0,398.180273445249
513,0,0,1,1,348.060589274531,0,0,174.030294637265,174.030294637265
514,1,1,7,4,464.759517214831,35.7507320934485,35.7507320934485,250.25512465414,143.002928373794
515,0,0,3,1,230.210691113871,0,0,172.658018335403,57.5526727784678
516,2,0,2,1,310.048324114655,124.019329645862,0,124.019329645862,62.009664822931
601,0,3,3,15,128.285122427185,0,18.3264460610265,18.3264460610265,91.6322303051324
602,4,2,2,3,342.834267474249,124.667006354272,62.3335031771362,62.3335031771362,93.5002547657042
603,0,0,0,2,100.857910220405,0,0,0,100.857910220405
604,0,0,0,1,133.113902663953,0,0,0,133.113902663953
605,1,1,0,2,92.3391752718601,23.084793817965,23.084793817965,0,46.1695876359301
606,0,0,1,0,194.518791211905,0,0,194.518791211905,0
607,0,2,1,0,101.065189059579,0,67.3767927063858,33.6883963531929,0
608,1,0,1,1,140.349933228189,46.7833110760632,0,46.7833110760632,46.7833110760632
609,2,0,2,1,73.970478923273,29.5881915693092,0,29.5881915693092,14.7940957846546
610,6,18,17,25,369.401529872714,33.5819572611558,100.745871783468,95.1488789066082,139.924821921483
611,0,0,0,0,0,0,0,0,0
612,0,0,1,0,191.798977947741,0,0,191.798977947741,0
613,1,1,2,1,107.833340767788,21.5666681535576,21.5666681535576,43.1333363071152,21.5666681535576
614,13,14,38,40,272.804923525968,33.7758476746437,36.3739898034625,98.7294008951124,103.92568515275
701,2,9,13,17,161.949353584917,7.89996846755694,35.5498581040062,51.3497950391201,67.149731974234
702,4,8,9,14,103.407156753112,11.8179607717842,23.6359215435684,26.5904117365145,41.3628627012447
703,0,2,1,2,90.9085844979575,0,36.363433799183,18.1817168995915,36.363433799183
704,1,3,3,4,146.397654300374,13.3088776636704,39.9266329910111,39.9266329910111,53.2355106546815
705,9,18,24,22,167.284268371946,20.6240878814728,41.2481757629456,54.9975676839275,50.4144370436002
706,0,0,1,1,148.0278212551,0,0,74.0139106275502,74.0139106275502
707,0,1,0,2,68.5072050523585,0,22.8357350174528,0,45.6714700349057
708,0,0,0,0,0,0,0,0,0
709,3,9,24,17,147.210868900219,8.33269069246524,24.9980720773957,66.6615255397219,47.2185805906363
710,1,3,3,4,60.6311593312075,5.51192357556432,16.5357707266929,16.5357707266929,22.0476943022573
711,0,2,3,2,44.3248273213278,0,12.6642363775222,18.9963545662834,12.6642363775222
712,0,1,1,0,16.0207604777413,0,8.01038023887067,8.01038023887067,0
713,2,4,6,3,59.6459050887521,7.95278734516694,15.9055746903339,23.8583620355008,11.9291810177504
714,56,103,130,129,214.923099200934,28.7935252517997,52.9595196595602,66.842112191678,66.3279420978958
715,1,0,0,0,23.9430609233467,23.9430609233467,0,0,0
716,2,6,6,7,109.961980757514,10.4725695959537,31.4177087878611,31.4177087878611,36.653993585838
717,0,6,5,10,103.821780800528,0,29.663365943008,24.7194716191734,49.4389432383467
718,0,0,1,0,28.3940648477634,0,0,28.3940648477634,0
719,1,1,0,1,25.4025074728585,8.46750249095283,8.46750249095283,0,8.46750249095283
720,0,1,1,3,60.7588600513036,0,12.1517720102607,12.1517720102607,36.4553160307822
721,0,2,2,1,75.810232344394,0,30.3240929377576,30.3240929377576,15.1620464688788
722,4,6,7,5,72.0272748678219,13.0958681577858,19.6438022366787,22.9177692761251,16.3698351972322
801,3,2,3,6,239.043082414084,51.2235176601608,34.1490117734405,51.2235176601608,102.447035320322
802,7,6,10,26,240.10055593246,34.3000794189229,29.4000680733625,49.0001134556041,127.400294984571
803,1,0,3,3,111.981437329191,15.9973481898844,0,47.9920445696533,47.9920445696533
804,1,0,4,0,171.864339692401,34.3728679384803,0,137.491471753921,0
805,3,7,8,9,236.939025172348,26.3265583524831,61.428636155794,70.2041556066217,78.9796750574494
806,1,5,4,7,117.921714248063,6.93657142635668,34.6828571317834,27.7462857054267,48.5559999844967
807,0,2,1,0,96.9099768951416,0,64.6066512634278,32.3033256317139,0
808,2,2,2,3,105.389454022234,23.4198786716074,23.4198786716074,23.4198786716074,35.1298180074112
809,1,3,3,0,169.192779937014,24.1703971338592,72.5111914015776,72.5111914015776,0
810,5,1,8,5,184.271176542738,48.4924148796678,9.69848297593357,77.5878638074685,48.4924148796678
811,5,10,16,18,204.312093297241,20.8481727854328,41.6963455708656,66.7141529133849,75.0534220275581
812,2,1,4,2,448.417841261572,99.6484091692383,49.8242045846191,199.296818338477,99.6484091692383
813,0,1,0,0,96.0527513949811,0,96.0527513949811,0,0
814,1,4,6,8,430.874127107832,22.6775856372543,90.7103425490173,136.065513823526,181.420685098035
815,3,4,3,5,260.029863393635,52.0059726787271,69.3412969049694,52.0059726787271,86.6766211312118
816,1,1,0,1,145.038407805487,48.3461359351622,48.3461359351622,0,48.3461359351622
817,0,0,2,1,169.827982101991,0,0,113.218654734661,56.6093273673303
818,10,10,11,28,188.906511298185,32.0180527624043,32.0180527624043,35.2198580386447,89.6505477347321
819,0,0,0,0,0,0,0,0,0
820,7,5,13,9,243.122653291842,50.0546639130263,35.7533313664474,92.9586615527631,64.3559964596052
821,1,1,5,5,423.454438286959,35.2878698572465,35.2878698572465,176.439349286233,176.439349286233
822,8,3,4,5,307.74515824136,123.098063296544,46.1617737362041,61.5490316482721,76.9362895603401
823,0,1,2,3,299.459051499,0,49.9098419165,99.8196838329999,149.7295257495
824,0,1,0,4,61.1955979665303,0,12.2391195933061,0,48.9564783732243
901,15,9,18,25,169.936140903612,38.0454046799131,22.8272428079479,45.6544856158958,63.4090077998552
902,0,1,0,1,109.980123899737,0,54.9900619498683,0,54.9900619498683
903,0,1,1,2,49.1077370591116,0,12.2769342647779,12.2769342647779,24.5538685295558
904,1,4,2,1,69.1212920587831,8.64016150734788,34.5606460293915,17.2803230146958,8.64016150734788
905,3,8,8,10,67.9535399505439,7.02967654660798,18.745804124288,18.745804124288,23.4322551553599
906,21,38,47,57,87.1955039426261,11.2337765815653,20.3277861952135,25.1422618730272,30.4916792928202
907,6,6,3,9,82.7982825221251,20.6995706305313,20.6995706305313,10.3497853152656,31.0493559457969
908,6,9,9,5,68.8704704150735,14.249062844498,21.373594266747,21.373594266747,11.8742190370816
909,2,3,0,2,52.2607957876836,14.9316559393382,22.3974839090073,0,14.9316559393382
910,3,5,9,5,45.9744872897637,6.26924826678595,10.4487471113099,18.8077448003579,10.4487471113099
911,0,2,1,1,37.4636581162989,0,18.7318290581494,9.36591452907472,9.36591452907472
912,1,1,5,3,27.4295652688131,2.74295652688131,2.74295652688131,13.7147826344066,8.22886958064394
1001,0,2,1,0,78.3953842346014,0,52.2635894897343,26.1317947448671,0
1002,0,0,2,0,63.9478021549271,0,0,63.9478021549271,0
1003,0,1,0,0,671.004987923012,0,671.004987923012,0,0
1004,0,0,1,0,675.089457250148,0,0,675.089457250148,0
1005,0,0,0,1,55.5559448050439,0,0,0,55.5559448050439
1006,1,1,1,0,30.7644562138106,10.2548187379369,10.2548187379369,10.2548187379369,0
1007,1,0,0,0,30.1439999486039,30.1439999486039,0,0,0
1008,1,0,1,1,113.025706682908,37.6752355609692,0,37.6752355609692,37.6752355609692
1009,0,1,1,1,96.7565448470822,0,32.2521816156941,32.2521816156941,32.2521816156941
1010,0,0,1,0,47.6678813274778,0,0,47.6678813274778,0
1011,0,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,0,0,0,0
1013,0,0,0,1,103.353298998713,0,0,0,103.353298998713
1014,0,1,0,1,82.877148962462,0,41.438574481231,0,41.438574481231
1015,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0
1017,0,0,2,1,116.108830334056,0,0,77.4058868893708,38.7029434446854
1018,0,0,2,3,374.141254254471,0,0,149.656501701788,224.484752552682
1019,3,1,2,1,144.80492453224,62.0592533709601,20.68641779032,41.3728355806401,20.68641779032
1020,0,0,1,0,570.809538715618,0,0,570.809538715618,0
1021,4,2,5,4,103.406073107344,27.5749528286252,13.7874764143126,34.4686910357815,27.5749528286252
1022,1,0,2,2,49.1206104984701,9.82412209969401,0,19.648244199388,19.648244199388
1023,0,0,0,0,0,0,0,0,0
1024,0,0,0,1,27.0024463722701,0,0,0,27.0024463722701
1025,0,0,1,0,24.6714763077743,0,0,24.6714763077743,0
1026,0,0,0,0,0,0,0,0,0
1101,1,2,3,3,50.94482775775,5.66053641752778,11.3210728350556,16.9816092525833,16.9816092525833
1102,6,7,5,10,111.02781440609,23.7916745155908,27.7569536015226,19.826395429659,39.652790859318
1103,13,15,23,32,140.924622591284,22.0725312492373,25.4683052875815,39.0514014409583,54.3323846135072
1104,1,0,2,1,115.41111057921,28.8527776448024,0,57.7055552896048,28.8527776448024
1105,0,1,0,0,81.3997868925601,0,81.3997868925601,0,0
1106,1,0,2,2,40.868899247604,8.1737798495208,0,16.3475596990416,16.3475596990416
1107,2,2,5,4,57.6624938213226,8.8711528955881,8.8711528955881,22.1778822389702,17.7423057911762
1108,0,0,0,0,0,0,0,0,0
1111,19,10,26,48,180.079503810141,33.218549246531,17.4834469718584,45.4569621268318,83.9205454649203
1112,2,0,1,1,39.7330597663167,19.8665298831584,0,9.93326494157919,9.93326494157919
1113,1,2,2,0,26.5588056801286,5.31176113602572,10.6235222720514,10.6235222720514,0
1114,0,1,1,3,23.5938523691631,0,4.71877047383261,4.71877047383261,14.1563114214978
1201,2,5,11,7,154.002788997024,12.3202231197619,30.8005577994047,67.7612271586904,43.1207809191666
1202,1,1,0,1,122.270228201683,40.7567427338945,40.7567427338945,0,40.7567427338945
1203,1,6,2,2,220.960655730987,20.0873323391806,120.523994035084,40.1746646783612,40.1746646783612
1204,5,2,6,1,43.6293780525077,15.5819207330385,6.23276829321539,18.6983048796462,3.11638414660769
1205,7,14,17,14,77.3394433066686,10.4110789066669,20.8221578133338,25.284048773334,20.8221578133338
1206,0,1,1,2,256.489187999925,0,64.1222969999812,64.1222969999812,128.244593999962
1207,1,1,6,2,100.795238715998,10.0795238715998,10.0795238715998,60.4771432295988,20.1590477431996
1208,1,3,2,2,211.155981405409,26.3944976756761,79.1834930270283,52.7889953513522,52.7889953513522
1209,13,20,15,14,134.801453418154,28.2648208779999,43.4843398123076,32.6132548592307,30.4390378686153
1210,1,0,3,2,67.7791893234673,11.2965315539112,0,33.8895946617336,22.5930631078224
1211,1,4,3,2,112.690883676446,11.2690883676446,45.0763534705784,33.8072651029338,22.5381767352892
1212,1,3,0,1,106.161866047086,21.2323732094172,63.6971196282516,0,21.2323732094172
1213,1,8,7,4,93.8149247712389,4.69074623856195,37.5259699084956,32.8352236699336,18.7629849542478
1214,2,9,11,5,65.2503028465305,4.83335576640967,21.7501009488435,26.5834567152532,12.0833894160242
1215,1,3,11,9,82.3089631459919,3.42954013108299,10.288620393249,37.7249414419129,30.865861179747
1216,8,7,12,13,116.581484969415,23.3162969938829,20.4017598696475,34.9744454908244,37.8889826150597
1217,1,9,8,6,55.8071838487672,2.32529932703197,20.9276939432877,18.6023946162557,13.9517959621918
1218,0,3,2,1,37.6810751398256,0,18.8405375699128,12.5603583799419,6.28017918997093
1219,3,15,22,18,189.858918105047,9.82028886750244,49.1014443375122,72.0154516950179,58.9217332050147
1220,1,5,6,12,430.664022476083,17.9443342698368,89.721671349184,107.666005619021,215.332011238042
1221,4,4,6,10,77.7993879720209,12.9665646620035,12.9665646620035,19.4498469930052,32.4164116550087
1222,2,6,5,3,101.367048161058,12.6708810201322,38.0126430603967,31.6772025503306,19.0063215301984
1223,5,6,6,4,197.788495155257,47.0924988464897,56.5109986157876,56.5109986157876,37.6739990771917
1224,4,0,4,4,230.804838001906,76.9349460006353,0,76.9349460006353,76.9349460006353
1225,8,27,19,23,111.838528003331,11.6195873250214,39.2161072219471,27.5965198969257,33.4063135594364
1301,1,0,0,0,657.738537368104,657.738537368104,0,0,0
1302,0,0,0,0,0,0,0,0,0
1303,5,4,9,14,296.72380703638,46.3630948494343,37.0904758795475,83.4535707289818,129.816665578416
1304,0,1,0,1,66.9448933034879,0,33.472446651744,0,33.472446651744
1305,0,0,0,0,0,0,0,0,0
1306,1,3,2,4,263.272640066499,26.3272640066499,78.9817920199496,52.6545280132998,105.3090560266
1307,3,1,5,4,427.244383070252,98.5948576315967,32.8649525438655,164.324762719328,131.459810175462
1308,0,0,0,0,0,0,0,0,0
1309,1,0,1,1,45.0345985997667,15.0115328665889,0,15.0115328665889,15.0115328665889
1310,0,0,0,0,0,0,0,0,0
1311,3,7,3,8,274.428122001418,39.204017428774,91.4760406671393,39.204017428774,104.544046476731
1312,0,1,0,1,146.539208057469,0,73.2696040287346,0,73.2696040287346
1313,1,0,1,0,55.6748211564203,27.8374105782101,0,27.8374105782101,0
1314,0,0,0,1,105.478692210363,0,0,0,105.478692210363
1315,2,2,1,5,130.458421602917,26.0916843205834,26.0916843205834,13.0458421602917,65.2292108014585
1316,6,6,8,3,96.7240191419583,25.2323528196413,25.2323528196413,33.643137092855,12.6161764098206
