GEOID,NAME,rent_gross
34003056100,"Census Tract 561, Bergen County, New Jersey",108
34003056200,"Census Tract 562, Bergen County, New Jersey",257
34003057101,"Census Tract 571.01, Bergen County, New Jersey",1436
34003057102,"Census Tract 571.02, Bergen County, New Jersey",468
34003057200,"Census Tract 572, Bergen County, New Jersey",838
34003058100,"Census Tract 581, Bergen County, New Jersey",93
34003058200,"Census Tract 582, Bergen County, New Jersey",91
34003059100,"Census Tract 591, Bergen County, New Jersey",1279
34003059200,"Census Tract 592, Bergen County, New Jersey",512
34003060000,"Census Tract 600, Bergen County, New Jersey",1045
34003061100,"Census Tract 611, Bergen County, New Jersey",98
34003061200,"Census Tract 612, Bergen County, New Jersey",114
34003061300,"Census Tract 613, Bergen County, New Jersey",174
34003061400,"Census Tract 614, Bergen County, New Jersey",75
34005700102,"Census Tract 7001.02, Burlington County, New Jersey",195
34005700103,"Census Tract 7001.03, Burlington County, New Jersey",393
34005700104,"Census Tract 7001.04, Burlington County, New Jersey",294
34005700200,"Census Tract 7002, Burlington County, New Jersey",219
34005700303,"Census Tract 7003.03, Burlington County, New Jersey",428
34005700304,"Census Tract 7003.04, Burlington County, New Jersey",54
34005700305,"Census Tract 7003.05, Burlington County, New Jersey",66
34005700306,"Census Tract 7003.06, Burlington County, New Jersey",57
34005700307,"Census Tract 7003.07, Burlington County, New Jersey",52
34005700401,"Census Tract 7004.01, Burlington County, New Jersey",143
34005700402,"Census Tract 7004.02, Burlington County, New Jersey",92
34005700403,"Census Tract 7004.03, Burlington County, New Jersey",513
34005700405,"Census Tract 7004.05, Burlington County, New Jersey",140
34005700407,"Census Tract 7004.07, Burlington County, New Jersey",2510
34005700408,"Census Tract 7004.08, Burlington County, New Jersey",1107
34005700501,"Census Tract 7005.01, Burlington County, New Jersey",584
34005700502,"Census Tract 7005.02, Burlington County, New Jersey",81
34005700503,"Census Tract 7005.03, Burlington County, New Jersey",152
34005700504,"Census Tract 7005.04, Burlington County, New Jersey",257
34005700505,"Census Tract 7005.05, Burlington County, New Jersey",169
34005700602,"Census Tract 7006.02, Burlington County, New Jersey",159
34005700603,"Census Tract 7006.03, Burlington County, New Jersey",911
34005700605,"Census Tract 7006.05, Burlington County, New Jersey",333
34005700701,"Census Tract 7007.01, Burlington County, New Jersey",444
34005700702,"Census Tract 7007.02, Burlington County, New Jersey",336
34005700703,"Census Tract 7007.03, Burlington County, New Jersey",326
34005700800,"Census Tract 7008, Burlington County, New Jersey",495
34005700900,"Census Tract 7009, Burlington County, New Jersey",256
34005701001,"Census Tract 7010.01, Burlington County, New Jersey",1208
34005701002,"Census Tract 7010.02, Burlington County, New Jersey",266
34005701102,"Census Tract 7011.02, Burlington County, New Jersey",319
34005701103,"Census Tract 7011.03, Burlington County, New Jersey",197
34005701104,"Census Tract 7011.04, Burlington County, New Jersey",622
34005701105,"Census Tract 7011.05, Burlington County, New Jersey",543
34005701201,"Census Tract 7012.01, Burlington County, New Jersey",178
34005701203,"Census Tract 7012.03, Burlington County, New Jersey",269
34005701204,"Census Tract 7012.04, Burlington County, New Jersey",683
34005701205,"Census Tract 7012.05, Burlington County, New Jersey",350
34005701301,"Census Tract 7013.01, Burlington County, New Jersey",673
34005701302,"Census Tract 7013.02, Burlington County, New Jersey",201
34005701303,"Census Tract 7013.03, Burlington County, New Jersey",97
34005701401,"Census Tract 7014.01, Burlington County, New Jersey",126
34005701402,"Census Tract 7014.02, Burlington County, New Jersey",28
34005701502,"Census Tract 7015.02, Burlington County, New Jersey",564
34005701700,"Census Tract 7017, Burlington County, New Jersey",830
34005702101,"Census Tract 7021.01, Burlington County, New Jersey",1285
34005702203,"Census Tract 7022.03, Burlington County, New Jersey",623
34005702204,"Census Tract 7022.04, Burlington County, New Jersey",248
34005702206,"Census Tract 7022.06, Burlington County, New Jersey",199
34005702207,"Census Tract 7022.07, Burlington County, New Jersey",294
34005702208,"Census Tract 7022.08, Burlington County, New Jersey",300
34005702209,"Census Tract 7022.09, Burlington County, New Jersey",255
34005702210,"Census Tract 7022.10, Burlington County, New Jersey",434
34005702300,"Census Tract 7023, Burlington County, New Jersey",197
34005702400,"Census Tract 7024, Burlington County, New Jersey",110
34005702500,"Census Tract 7025, Burlington County, New Jersey",670
34005702601,"Census Tract 7026.01, Burlington County, New Jersey",444
34005702603,"Census Tract 7026.03, Burlington County, New Jersey",494
34005702700,"Census Tract 7027, Burlington County, New Jersey",236
34005702801,"Census Tract 7028.01, Burlington County, New Jersey",95
34005702802,"Census Tract 7028.02, Burlington County, New Jersey",45
34005702803,"Census Tract 7028.03, Burlington County, New Jersey",165
34005702804,"Census Tract 7028.04, Burlington County, New Jersey",119
34005702805,"Census Tract 7028.05, Burlington County, New Jersey",259
34005702806,"Census Tract 7028.06, Burlington County, New Jersey",224
34005702807,"Census Tract 7028.07, Burlington County, New Jersey",524
34005702808,"Census Tract 7028.08, Burlington County, New Jersey",214
34005702809,"Census Tract 7028.09, Burlington County, New Jersey",430
34005702810,"Census Tract 7028.10, Burlington County, New Jersey",17
34005702811,"Census Tract 7028.11, Burlington County, New Jersey",19
34005702905,"Census Tract 7029.05, Burlington County, New Jersey",649
34005702906,"Census Tract 7029.06, Burlington County, New Jersey",55
34005702907,"Census Tract 7029.07, Burlington County, New Jersey",27
34005702908,"Census Tract 7029.08, Burlington County, New Jersey",103
34005702909,"Census Tract 7029.09, Burlington County, New Jersey",460
34005702910,"Census Tract 7029.10, Burlington County, New Jersey",276
34005702913,"Census Tract 7029.13, Burlington County, New Jersey",1153
34005702914,"Census Tract 7029.14, Burlington County, New Jersey",205
34005702915,"Census Tract 7029.15, Burlington County, New Jersey",612
34005702917,"Census Tract 7029.17, Burlington County, New Jersey",119
34005702918,"Census Tract 7029.18, Burlington County, New Jersey",146
34005703000,"Census Tract 7030, Burlington County, New Jersey",213
34005703102,"Census Tract 7031.02, Burlington County, New Jersey",135
34005703103,"Census Tract 7031.03, Burlington County, New Jersey",937
34005703104,"Census Tract 7031.04, Burlington County, New Jersey",257
34005703201,"Census Tract 7032.01, Burlington County, New Jersey",74
34005703202,"Census Tract 7032.02, Burlington County, New Jersey",125
34005703203,"Census Tract 7032.03, Burlington County, New Jersey",162
34005703600,"Census Tract 7036, Burlington County, New Jersey",162
34005703700,"Census Tract 7037, Burlington County, New Jersey",121
34005703801,"Census Tract 7038.01, Burlington County, New Jersey",419
34005703802,"Census Tract 7038.02, Burlington County, New Jersey",655
34005703803,"Census Tract 7038.03, Burlington County, New Jersey",133
34005703804,"Census Tract 7038.04, Burlington County, New Jersey",53
34005703900,"Census Tract 7039, Burlington County, New Jersey",80
34005704004,"Census Tract 7040.04, Burlington County, New Jersey",760
34005704005,"Census Tract 7040.05, Burlington County, New Jersey",542
34005704006,"Census Tract 7040.06, Burlington County, New Jersey",145
34005704007,"Census Tract 7040.07, Burlington County, New Jersey",446
34005704008,"Census Tract 7040.08, Burlington County, New Jersey",477
34005704009,"Census Tract 7040.09, Burlington County, New Jersey",742
34005704011,"Census Tract 7040.11, Burlington County, New Jersey",31
34005704012,"Census Tract 7040.12, Burlington County, New Jersey",358
34005704013,"Census Tract 7040.13, Burlington County, New Jersey",40
34005704014,"Census Tract 7040.14, Burlington County, New Jersey",604
34005704200,"Census Tract 7042, Burlington County, New Jersey",595
34005704302,"Census Tract 7043.02, Burlington County, New Jersey",127
34005704500,"Census Tract 7045, Burlington County, New Jersey",478
34005704600,"Census Tract 7046, Burlington County, New Jersey",413
34005704700,"Census Tract 7047, Burlington County, New Jersey",215
34005704801,"Census Tract 7048.01, Burlington County, New Jersey",694
34005704802,"Census Tract 7048.02, Burlington County, New Jersey",205
34005981802,"Census Tract 9818.02, Burlington County, New Jersey",0
34005982111,"Census Tract 9821.11, Burlington County, New Jersey",118
34007600200,"Census Tract 6002, Camden County, New Jersey",315
34007600400,"Census Tract 6004, Camden County, New Jersey",563
34007600700,"Census Tract 6007, Camden County, New Jersey",325
34007600800,"Census Tract 6008, Camden County, New Jersey",1401
34007600900,"Census Tract 6009, Camden County, New Jersey",947
34007601000,"Census Tract 6010, Camden County, New Jersey",783
34007601101,"Census Tract 6011.01, Camden County, New Jersey",509
34007601102,"Census Tract 6011.02, Camden County, New Jersey",824
34007601200,"Census Tract 6012, Camden County, New Jersey",721
34007601300,"Census Tract 6013, Camden County, New Jersey",996
34007601400,"Census Tract 6014, Camden County, New Jersey",822
34007601500,"Census Tract 6015, Camden County, New Jersey",1411
34007601600,"Census Tract 6016, Camden County, New Jersey",672
34007601700,"Census Tract 6017, Camden County, New Jersey",1202
34007601800,"Census Tract 6018, Camden County, New Jersey",173
34007601900,"Census Tract 6019, Camden County, New Jersey",656
34007602000,"Census Tract 6020, Camden County, New Jersey",1277
34007602503,"Census Tract 6025.03, Camden County, New Jersey",125
34007602601,"Census Tract 6026.01, Camden County, New Jersey",108
34007602602,"Census Tract 6026.02, Camden County, New Jersey",344
34007602901,"Census Tract 6029.01, Camden County, New Jersey",295
34007602902,"Census Tract 6029.02, Camden County, New Jersey",359
34007603001,"Census Tract 6030.01, Camden County, New Jersey",246
34007603002,"Census Tract 6030.02, Camden County, New Jersey",294
34007603100,"Census Tract 6031, Camden County, New Jersey",628
34007603200,"Census Tract 6032, Camden County, New Jersey",858
34007603301,"Census Tract 6033.01, Camden County, New Jersey",746
34007603302,"Census Tract 6033.02, Camden County, New Jersey",400
34007603303,"Census Tract 6033.03, Camden County, New Jersey",750
34007603400,"Census Tract 6034, Camden County, New Jersey",789
34007603501,"Census Tract 6035.01, Camden County, New Jersey",657
34007603503,"Census Tract 6035.03, Camden County, New Jersey",25
34007603504,"Census Tract 6035.04, Camden County, New Jersey",46
34007603505,"Census Tract 6035.05, Camden County, New Jersey",53
34007603506,"Census Tract 6035.06, Camden County, New Jersey",67
34007603507,"Census Tract 6035.07, Camden County, New Jersey",522
34007603601,"Census Tract 6036.01, Camden County, New Jersey",128
34007603602,"Census Tract 6036.02, Camden County, New Jersey",36
34007603603,"Census Tract 6036.03, Camden County, New Jersey",34
34007603700,"Census Tract 6037, Camden County, New Jersey",553
34007603800,"Census Tract 6038, Camden County, New Jersey",279
34007603901,"Census Tract 6039.01, Camden County, New Jersey",685
34007603902,"Census Tract 6039.02, Camden County, New Jersey",652
34007604100,"Census Tract 6041, Camden County, New Jersey",353
34007604200,"Census Tract 6042, Camden County, New Jersey",689
34007604300,"Census Tract 6043, Camden County, New Jersey",535
34007604400,"Census Tract 6044, Camden County, New Jersey",345
34007604600,"Census Tract 6046, Camden County, New Jersey",439
34007604700,"Census Tract 6047, Camden County, New Jersey",77
34007605100,"Census Tract 6051, Camden County, New Jersey",167
34007605200,"Census Tract 6052, Camden County, New Jersey",209
34007605300,"Census Tract 6053, Camden County, New Jersey",175
34007605400,"Census Tract 6054, Camden County, New Jersey",253
34007605602,"Census Tract 6056.02, Camden County, New Jersey",281
34007605700,"Census Tract 6057, Camden County, New Jersey",349
34007605800,"Census Tract 6058, Camden County, New Jersey",113
34007605900,"Census Tract 6059, Camden County, New Jersey",134
34007606000,"Census Tract 6060, Camden County, New Jersey",306
34007606100,"Census Tract 6061, Camden County, New Jersey",105
34007606200,"Census Tract 6062, Camden County, New Jersey",152
34007606300,"Census Tract 6063, Camden County, New Jersey",272
34007606400,"Census Tract 6064, Camden County, New Jersey",55
34007606500,"Census Tract 6065, Camden County, New Jersey",360
34007606600,"Census Tract 6066, Camden County, New Jersey",371
34007606700,"Census Tract 6067, Camden County, New Jersey",666
34007606800,"Census Tract 6068, Camden County, New Jersey",255
34007607000,"Census Tract 6070, Camden County, New Jersey",958
34007607100,"Census Tract 6071, Camden County, New Jersey",225
34007607200,"Census Tract 6072, Camden County, New Jersey",788
34007607300,"Census Tract 6073, Camden County, New Jersey",624
34007607401,"Census Tract 6074.01, Camden County, New Jersey",402
34007607402,"Census Tract 6074.02, Camden County, New Jersey",255
34007607502,"Census Tract 6075.02, Camden County, New Jersey",381
34007607503,"Census Tract 6075.03, Camden County, New Jersey",395
34007607504,"Census Tract 6075.04, Camden County, New Jersey",6
34007607505,"Census Tract 6075.05, Camden County, New Jersey",67
34007607506,"Census Tract 6075.06, Camden County, New Jersey",701
34007607507,"Census Tract 6075.07, Camden County, New Jersey",2019
34007607600,"Census Tract 6076, Camden County, New Jersey",47
34007607701,"Census Tract 6077.01, Camden County, New Jersey",1844
34007607702,"Census Tract 6077.02, Camden County, New Jersey",897
34007607801,"Census Tract 6078.01, Camden County, New Jersey",1596
34007607802,"Census Tract 6078.02, Camden County, New Jersey",251
34007607900,"Census Tract 6079, Camden County, New Jersey",144
34007608001,"Census Tract 6080.01, Camden County, New Jersey",514
34007608202,"Census Tract 6082.02, Camden County, New Jersey",201
34007608205,"Census Tract 6082.05, Camden County, New Jersey",66
34007608206,"Census Tract 6082.06, Camden County, New Jersey",150
34007608209,"Census Tract 6082.09, Camden County, New Jersey",602
34007608210,"Census Tract 6082.10, Camden County, New Jersey",1183
34007608211,"Census Tract 6082.11, Camden County, New Jersey",645
34007608302,"Census Tract 6083.02, Camden County, New Jersey",992
34007608303,"Census Tract 6083.03, Camden County, New Jersey",399
34007608304,"Census Tract 6083.04, Camden County, New Jersey",821
34007608401,"Census Tract 6084.01, Camden County, New Jersey",45
34007608402,"Census Tract 6084.02, Camden County, New Jersey",57
34007608403,"Census Tract 6084.03, Camden County, New Jersey",252
34007608404,"Census Tract 6084.04, Camden County, New Jersey",384
34007608503,"Census Tract 6085.03, Camden County, New Jersey",566
34007608504,"Census Tract 6085.04, Camden County, New Jersey",990
34007608600,"Census Tract 6086, Camden County, New Jersey",770
34007608700,"Census Tract 6087, Camden County, New Jersey",380
34007608800,"Census Tract 6088, Camden County, New Jersey",679
34007608901,"Census Tract 6089.01, Camden County, New Jersey",278
34007608903,"Census Tract 6089.03, Camden County, New Jersey",30
34007608904,"Census Tract 6089.04, Camden County, New Jersey",38
34007609000,"Census Tract 6090, Camden County, New Jersey",136
34007609103,"Census Tract 6091.03, Camden County, New Jersey",343
34007609201,"Census Tract 6092.01, Camden County, New Jersey",448
