SSN,average_distance
1221,0.757588303230892
1222,0.265806923344846
1223,0.344216084104639
1224,0.104169024979953
1225,0.399876452555756
1301,0.0494407406819025
1302,0.896315726648502
1303,0.263016923977855
1304,0.300722248692985
1305,0.147308417312287
1306,0.127186380347558
1307,0.209854078031499
1308,0.167553738595603
1309,0.853298700893795
1310,0.226543363840801
1311,0.217367203060105
1312,0.104266995673467
1313,0.317069311226631
1314,1.23954781513851
1315,0.236378080320898
1316,0.360523708003327
1317,0.175586793296771
1318,0.351100911985975
1319,0.604954076093719
1320,0.0484139079146434
1321,0.940400279927282
1322,0.115627157014344
1323,0.0500360790534113
1324,0.0326807851843633
1325,0.393709198182816
1326,0.344768517643886
1327,0.246222342073668
1328,0.524484627543121
1329,0.127675029945136
1330,0.323479065710671
1331,0.693316027138074
1332,0.637152416405453
1333,0.41020533643735
1334,0.325786787004475
1335,0.0879458128496103
1336,0.244146931592413
1337,0.280855068964102
1338,0.222173945599508
1339,0.15517226972583
1340,0.142457578143945
1341,0.217800379071304
1342,0.314885036329368
1343,0.193730524036445
1344,0.161360949062413
1345,0.144326994016912
1346,0.0161877207003165
1347,0.123421412677942
1348,0.236312508600626
1349,0.166024761902499
1350,0.246203199329419
1351,0.767152885810896
1352,0.288117421482194
1353,0.14921929439526
1401,0.11447869141137
1402,0.21966089555781
1403,0.124389064342481
1404,0.15946860140889
1405,0.285116370268326
1406,0.24168167811474
1407,0.0877614930589432
1408,0.306182263996106
1409,0.183937441963902
1410,0.0653425268814192
1411,0.150108065418355
1412,0.190045269173221
1413,0.368280829419357
1414,0.780659741226425
1415,0.470864216972065
1416,0.1770428538237
1417,0.243328808986229
1418,0.37834113505315
1419,0.0387228344482207
1420,0.262189147108307
1421,0.55508870954488
1422,0.356522241410726
1423,0.216776287882852
1424,0.147728519205467
1425,0.160556883354366
1426,0.451429806448773
1427,0.264011122281585
1428,0.0456536305354178
1429,0.413000926849686
1430,0.341936089096254
1431,0.325479809074631
1432,0.466479074230788
1433,0.0283059136515347
1434,0.0616470615530238
1435,0.522333630273932
1436,0.410686786812628
1437,0.209927289047857
1438,1.00183382329273
1439,0.110913553209679
1501,0.224319132096525
1502,0.233643780557128
1503,0.803261034577195
1504,0.343050349992633
1505,0.700792216623336
1506,0.729194290579025
1507,0.540839495275346
1508,0.58443232378137
1509,0.186924887479175
1510,0.325091181082209
1511,0.596913953393473
1512,0.928161873458251
1513,0.861518622942694
1514,0.547936725358275
1515,0.106862178144949
1516,0.9844371636289
1517,1.0195472472692
1518,1.33671895309605
1519,0.268085962999518
1520,0.5097032905027
1521,0.347108515959586
1522,0.211194872309947
1523,0.514762132185258
1524,0.167391018280455
1525,0.119733613616255
1526,0.0587497790643954
1527,0.16652463377427
1528,0.0495384263815425
1529,0.0996231994780956
1530,0.767144597821581
1531,0.069964195546878
1532,0.318826397925051
1533,1.07764486233029
1601,0.182643101169202
1602,0.207898862715631
1603,0.0566623809437006
1604,0.160218266452866
1605,0.151676113364381
1606,0.208457794302025
1607,0.183918693093182
1608,0.411942869924718
1609,0.195153099792729
1610,0.0670652002797295
1611,0.53892035602539
1612,0.238768120905831
1613,0.228999588819361
1614,0.527580799623511
1615,0.883360395441376
1616,0.163108216285228
1701,0.862184606217075
1702,2.01945423087531
1703,0.493326607415518
1704,1.28351517676604
1705,0.537924743848659
1706,0.474053801601552
1707,0.179411246842727
1708,0.411081562563284
1709,0.133161128478264
1710,1.19160212933403
1711,0.661499112192586
1712,0.272610051382862
1713,0.439629698928113
1714,0.723568132911439
1715,0.398735024247194
1801,1.03434919554898
1802,1.07005158273898
1803,0.476859766370132
1804,0.889552620232551
1805,0.902776555652732
1806,1.51281904596222
1807,1.10167487718202
1808,0.617002173609118
1809,0.0447758001872164
1810,1.85129790376794
1811,2.68529251102216
1812,0.974472091526676
1813,1.25008775021184
1814,0.257996125272906
1815,1.00844899408123
1816,1.53073672588053
1817,0.865726163936679
1818,2.26155469841533
1819,0.372593879061818
1820,0.579820591251431
1821,0.137158670603383
1901,0.17387032989966
1902,0.448309381038093
1903,0.0740688255956879
1904,0.594631843245372
1905,1.8217326667648
1906,0.186615957039417
1907,0.553825162051598
1908,0.82469788941488
1909,0.073361384773583
1910,0.549188960650729
1911,0.271876163355331
1912,1.26951364425816
1913,0.643571958674185
1914,1.16411456491002
1915,0.199109484471002
1916,0.664104780759048
1917,1.18867184335895
1918,0.539238951820506
1919,0.166453968534614
1920,1.06194756593484
1921,0.183844560905605
1922,1.90308821002979
1923,1.17982864956239
1924,0.809428075625653
2001,0.0842915577403537
2002,0.0917972976422702
2003,0.26995027228087
2004,0.470759642395399
2005,0.10948290911735
2006,0.019100684333425
2007,0.116233654526622
2008,0.040946654034455
2009,0.241281960263003
2010,0.321520738523976
2011,0.155704973585071
2012,0.418233894685914
2013,0.316430616738078
2014,0.229803008896392
2015,0.174195038893398
2016,0.27395095692853
2017,0.22220815879599
2018,0.271395234324279
2019,0.24204927072466
2020,0.289943923997037
2021,0.184389002457221
2101,0.21103723660532
2102,0.707926409486725
2103,0.681587663226661
2104,0.303593795629555
2105,0.934881992853945
2106,0.517046761427304
2107,0.266154138112653
2108,0.179771907853502
2109,0.504307777757907
2110,1.14619815860543
2111,0.542661156720454
2112,0.429621210832061
2113,0.743087060153542
2114,0.356374496932131
2115,0.186573442707162
2116,0.540043870504535
2117,0.698989634024444
2119,0.644220200249905
2120,0.395851226931193
2121,0.0679914023773932
2122,0.0541063603647976
2123,0.357411385749019
