SSN,average_distance
506,0.721814398194435
507,0.43595829669811
508,0.851792423243519
509,0.0312491035645299
510,0.223000485218918
511,0.789439852512258
512,0.163583808714679
513,0.0078444591816616
514,0.0985603056919979
515,0.330001194125067
516,1.88228087270635
601,0.536166666470825
602,1.73570541240393
603,0.679229866900862
604,2.44854752515399
605,0.952099104253241
606,0.630308124093289
607,0.323610320861021
608,1.81667484181205
609,2.24553561985291
610,0.512331698092331
611,0.0378044849582014
612,0.641713849307733
613,0.0330626004127638
614,0.98435894736167
701,0.609804109922746
702,0.494827956734808
703,1.03183224258719
704,0.468672123412397
705,0.827999463960979
706,0.371419447764073
707,0.635676756434809
708,0.0480585543961062
709,1.2127186003156
710,1.1594958457484
711,0.294514747685492
712,0.404236003735466
713,0.466261168051595
714,0.977455540015124
715,0.36430001912563
716,0.812328471042955
717,0.376556990474318
718,0.588889447409207
719,0.396526834915265
720,0.354330096880136
721,1.21758139612954
722,0.538142787709096
801,0.535246175798141
802,0.70223954395578
803,0.455493147303522
804,0.407339015949713
805,1.55704054921005
806,0.300162624950236
807,1.78860390322896
808,0.386595921412206
809,1.96796870448413
810,0.488145085567575
811,2.30502216946857
812,0.864735591561442
813,1.54317731634867
814,0.924949623498212
815,0.124268292589439
816,0.422479849233143
817,2.30119847411083
818,1.10481631546127
819,0.573753781780265
820,0.860225204135995
821,0.204586301428515
822,0.166394252253062
823,0.234233334942869
824,0.555234829714564
901,0.860086241789105
902,0.176917458473537
903,0.15838495626912
904,0.311299498290145
905,0.198308455956008
906,0.601289386799987
907,0.875909920697303
908,0.263353733774448
909,0.820723314235188
910,0.391034033794778
911,0.274584214078774
912,0.397235340215355
1001,1.16147111588138
1002,0.479799499061994
1003,0.0511646793978593
1004,0.0585173321414895
1005,0.0139485140905967
1006,0.497414466638572
1007,0.654433807303393
1008,0.449168976121123
1009,0.0225997941221684
1010,0.629793635134519
1011,0.14232109562321
1012,0.215537214430399
1013,0.160080565982926
1014,0.784952425672682
1015,1.70119072909721
1016,2.75502376902822
1017,0.0511096297870273
1018,1.33855524249447
1019,0.342236263840788
1020,0.161141418633599
1021,0.607351976982496
1022,0.589282379223586
1023,0.0864433802360884
1024,1.08325203800412
1025,0.416252687622464
1026,0.542178701981298
1101,1.22076256925557
1102,0.480629032315723
1103,0.648472178599369
1104,1.02336318329419
1105,0.0955477389204946
1106,0.54336953431625
1107,0.493998561285072
1108,0.939391913490587
1111,0.467771286738478
1112,0.62236460327689
1113,0.809058518939007
1114,0.40658465739686
1201,1.75617007605944
1202,0.0405084017822369
1203,0.199801795392544
1204,2.0921923198465
1205,0.83908583393788
1206,2.0739317142146
1207,0.307802537362012
1208,1.14018656413135
1209,1.55366269129396
1210,0.189531171919823
1211,0.474497830576484
1212,0.599743134380671
1213,1.64078717410487
1214,0.336337188619271
1215,1.27591100923548
1216,2.28042960475505
1217,0.737694680432643
1218,1.24961007780464
1219,1.5312090236503
1220,1.03383461770297
1221,2.21934721687572
1222,0.650036926510107
1223,1.73553685882753
1224,1.51467599348875
1225,0.852772036992327
1301,0.0637270950476881
1302,1.74337790504166
1303,0.231460988228575
1304,0.204395719713028
1305,0.260654335680116
1306,0.583510604790706
1307,0.29719248365335
1308,0.173361700111516
1309,0.985055483021455
1310,0.291466410920853
1311,0.544195897418153
1312,1.18679261553661
1313,0.295714668313161
1314,1.02795291623475
1315,0.25863171488162
1316,0.425826968385014
1317,0.554123346805459
1318,0.247703289912322
1319,1.35220817517642
1320,0.0595559545168426
1321,1.62176231429421
1322,0.632124240425963
1323,0.207527514530156
1324,0.0417787940398929
1325,0.904515389841975
1326,1.47601860925104
1327,0.29252297531925
1328,1.08285948645668
1329,0.563767577999054
1330,0.740266857690005
1331,0.938287278216135
1332,1.14482652797693
1333,0.738261762844977
1334,0.582383935378411
1335,0.247157085480642
1336,0.469705992025596
1337,0.511960389750784
1338,0.385626666613692
1339,0.663936247802381
1340,0.0867667657189597
1341,0.382513961756196
1342,0.886091774680233
1343,0.270753485782455
1344,0.0698618777272139
1345,0.0930660901551682
1346,0.0108884309549659
1347,0.633012169387758
1348,0.384826082731599
1349,0.398286353634032
1350,0.754143333286069
1351,1.13846079216454
1352,0.368242781687812
1353,0.172738800616867
1401,1.09057292147382
1402,0.490395963652532
1403,0.969248284086292
1404,0.513228795654879
1405,0.493376148103606
1406,3.90236995657261
1407,0.786964016214069
1408,0.38135727973646
1409,0.610275956683154
1410,0.307950599246226
1411,0.296404560027843
1412,0.235432441130254
1413,0.0461142041327999
1414,1.56067357885751
1415,0.990811757110149
1416,0.692621856344006
1417,0.241055268323207
1418,1.9423017955663
1419,0.599806380674391
1420,0.343595468193788
1421,1.5333798488651
1422,0.381781335852878
1423,0.24693945124461
1424,0.256763950840753
1425,0.342405817249549
1426,0.254452703630974
1427,1.32307579766682
1428,0.408165955680019
1429,1.16252704488916
1430,0.828576225084866
1431,0.246623588695623
1432,0.587489254128368
1433,0.20820088461814
1434,0.132953440168283
1435,0.631799246978864
1436,0.626422678834766
1437,0.522828106272385
1438,2.8938844568782
1439,0.43789731071889
1501,0.0925318077134698
1502,0.119040119573389
1503,0.220019897648655
1504,0.60787828349448
1505,1.28580841350718
1506,1.42406809271253
1507,0.953612455733417
1508,0.713469067935046
1509,0.0977804538110983
1510,0.0573435568553479
1511,1.66692079779082
1512,2.29875028380495
1513,0.271426956817157
1514,0.87598890216599
1515,0.665996078475099
1516,1.10273097395988
1517,0.488385838205164
1518,1.96020327305748
1519,0.135628655243381
1520,1.08964205669737
1521,0.233674609418132
1522,0.252231816533253
1523,1.58125952244266
1524,0.450718494699443
1525,0.338558204459812
1526,0.317988391866318
1527,0.918814747630784
1528,0.0219032331324524
1529,0.126450540642748
1530,2.84227318336179
1531,0.0492624659655544
1532,0.189204328338607
1533,2.50269584673379
1601,0.482419287216863
1602,0.360197849491607
1603,0.0420169020013524
1604,0.147467555673916
1605,0.252592393768906
1606,0.157736945838938
1607,0.646682318133288
1608,0.650361386877275
1609,0.519613164409911
1610,0.114039784060512
1611,0.486555976874086
1612,0.563948076056775
1613,1.34779529468114
1614,1.24508354249631
1615,1.3693369413339
1616,0.278864063707235
1701,1.03611347768399
1702,2.28005392505673
1703,2.59875049336108
1704,2.30111123804574
1705,1.64026681866411
1706,1.66347100083592
1707,6.35645905262116
1708,7.24299250412994
1709,0.830429601961336
1710,1.36920958614837
1711,1.33111378486943
1712,5.27077728251943
1713,3.76969805636141
1714,0.878229598553738
1715,3.81897122048889
1801,0.287163773188906
1802,0.56667976996115
1803,0.538734543247842
1804,0.874779163614184
1805,0.525410771987584
1806,0.598210544833854
1807,0.331869531310786
1808,0.789873591716303
1809,0.161344171435307
1810,1.43683291492611
1811,1.23178453107784
1812,0.833215837033523
1813,1.73651736096879
1814,0.356973658049376
1815,0.85495630691548
1816,0.24831022023365
1817,1.13634720108998
1818,0.226710573310642
1819,0.160051094625722
1820,0.702145409098436
1821,0.216902225772679
1901,0.181685191248445
1902,0.471187283671653
1903,0.0405045032124279
1904,1.05771349487286
1905,1.10694087427736
1906,0.124361112226247
1907,0.525897703342751
1908,0.70157454977687
1909,0.496435588847491
1910,0.519538122203861
1911,0.288874266609653
1912,0.937537686567468
1913,0.343160858236543
1914,1.52668563723458
1915,0.188855236919734
1916,0.123655284643695
1917,0.120533091174203
1918,0.910199955453366
1919,0.256467780710562
1920,0.968629997383955
1921,1.48421661140489
1922,1.92742317157557
1923,0.139848407274117
1924,0.967861434569116
2001,0.165389052703287
2002,0.208990097133442
2003,0.401045174900775
2004,0.572069644761974
2005,0.334067026434632
2006,0.144326989839871
2007,0.40718549713234
2008,0.212132310535749
2009,0.768773149016363
2010,0.198304558382469
2011,0.594190411950016
2012,0.526683355901158
2013,0.419276903879428
2014,0.844805266353807
2015,0.881716117902282
2016,0.513906947098406
2017,0.427566643660205
2018,0.291947555709317
2019,0.725192386409154
2020,0.433082865350287
2021,0.250874796940159
2101,0.154379087940274
2102,1.26368110809339
2103,2.1240784396023
2104,0.592702617747111
2105,0.550096916981341
2106,0.316583292118925
2107,0.368039413504906
2108,1.04159621636758
2109,0.480761996594581
2110,0.176869579723438
2111,0.627034020050366
2112,0.572871706958877
2113,0.861040613233568
2114,0.412270159674115
2115,0.18406521589949
2116,0.654667658384072
2117,0.0774393139893626
2119,0.456596743836472
2120,0.509993583281303
2121,1.40534045005106
2122,0.264452176732201
2123,0.540370131768819
