"SSN","avg_min_dist","prop_under_10mi"
259,0.0454493171320383,1
260,0.201194315381908,1
261,0.0979042372000982,1
262,0.23828913195802,1
263,0.62521127776651,1
264,0.254540404454435,1
265,0.249636528696534,1
266,0.378072758413153,1
267,0.306002733830871,1
268,0.565379404433566,1
269,0.0157772963460207,1
270,0.123825831676709,1
301,0.838457276749899,0.8
302,0.62546442121463,1
303,0.154693386340343,1
304,0.128723712687357,1
305,0.446063113171852,1
306,0.403889246995348,1
307,0.529440778547402,1
308,0.497022592532088,1
309,0.177438065340631,1
310,0.586624195520674,1
311,0.279476705944365,1
312,0.580517717739731,1
313,0.467635757755932,1
314,0.0377052143092462,1
315,1.09082760731099,1
316,0.0967852054143097,1
317,0.631984584451315,1
318,1.14633758256821,1
319,0.444958521076708,1
320,0.464616393544502,1
321,0.42197033612725,1
322,0.267074117486217,1
323,0.182555976748167,1
324,0.854119692419591,1
325,0.639383567426472,1
326,0.730837703134917,1
327,0.257632165419912,1
328,0.0629422893012874,1
329,1.24681942899601,0.933333333333333
330,0.318793912763449,1
331,0.19590057739667,1
332,0.486080404384506,0.928571428571429
333,1.18849134519235,0.916666666666667
334,0.473718147872179,1
335,1.2475347498036,0.8
336,0.300701180139913,0.947368421052632
337,0.0852236185876118,1
338,0.628699306392253,1
339,0.565879682347909,0.888888888888889
340,0.145909725505238,1
401,0.13394693381245,1
402,0.11371581359313,1
403,0.0767616783067035,1
404,0.432031219962795,1
405,0.0287752693351167,1
406,0.183668121097333,1
407,0.16297029585124,1
408,0.487902839014314,1
409,0.271772713983775,1
410,1.06649787619869,1
411,0.325166374119444,1
412,0.144820485570649,1
413,0.138057748009623,1
414,0.222015474627498,1
415,0.549725657952306,1
416,0.213879639669327,1
417,0.239052813115009,1
418,0.302345640133834,1
419,0.0484736468364455,1
420,0.10626040245952,1
421,0.153975295805464,1
422,0.337582522973433,1
423,0.0639907959363762,1
424,0.0303096314685142,1
425,0.346426158458059,1
426,0.269631661237775,1
427,0.3762157730192,1
428,0.284382964036073,1
429,0.710311061724708,1
430,0.405070029773357,1
431,0.164582955602791,1
432,0.101515290653792,1
433,0.0944885469687312,1
434,0.179280000168827,1
435,0.655435272279923,1
436,0.532728688037794,1
437,0.197167180870328,1
501,1.67018717782876,1
502,0.155036719823522,1
503,0.086762623047344,1
504,0.674565845260365,1
505,1.50083813217832,1
506,0.383925579008534,1
507,1.90419976316922,1
508,1.59915024889515,1
509,1.14846461914966,1
510,1.77250893422782,1
511,0.98155297285901,1
512,0.17061421472758,1
513,0.424944007786072,1
514,1.66054033699526,1
515,1.30202856262745,1
516,0.132715591431624,1
601,0.221416259259468,1
602,3.63685196507027,0.9
603,1.2522886500019,1
604,1.32309633241485,0.888888888888889
605,0.539152662139354,1
606,1.37577233210499,1
607,0.70974489737231,1
608,1.43229482209865,0.8
609,0.405350359475505,1
610,0.562792710477978,0.966666666666667
611,0.0616564581795547,1
612,1.40253880870381,1
613,0.30066537705523,1
614,0.575030586012423,1
701,0.142061155611765,1
702,0.34750528181965,1
703,0.101435433583084,1
704,0.406006370681015,1
705,0.330585679391413,1
706,0.171052219061785,1
707,0.0621538130228398,1
708,0.105850253844182,1
709,0.256714269167416,1
710,0.48979042120473,1
711,0.243332761377992,1
712,0.302224917764061,1
713,0.365733558984885,1
714,0.351147408750827,1
715,0.124031845922254,1
716,0.283443319647945,1
717,0.264685525304019,1
718,0.166364496632554,1
719,0.210620688681548,1
720,0.174332632774802,1
721,0.311959739532479,1
722,0.205761247798012,1
801,0.207823223239168,1
802,0.48581803240859,1
803,0.439355812905971,1
804,0.491053807434915,1
805,0.872899312691014,1
806,0.846472708429694,1
807,1.17322293499936,1
808,0.375262850461402,1
809,0.625594622245315,1
810,0.406624496192966,1
811,0.70492815468442,1
812,0.535034916188963,1
813,2.29351028828213,1
814,0.701947798983463,1
815,0.411801228115249,1
816,0.578888390495543,1
817,1.81254389813775,1
818,0.422906019234929,1
819,0.698145419665043,1
820,0.550251483730302,1
821,0.1180022111913,1
822,0.114156520927873,1
823,0.0879600506118108,1
824,0.284732097825461,1
901,0.636196599976371,1
902,0.129405401601142,1
903,0.193811489813103,1
904,0.351991587461069,1
905,0.236641869399061,1
906,0.337445851647308,1
907,0.224685500860352,1
908,0.170349005956939,1
909,0.407794048911343,1
910,0.431120217027577,1
911,0.264076109890871,1
912,0.237742413362927,1
1001,1.46294855056372,1
1002,0.287478403042925,1
1003,0.0473045024339127,1
1004,0.0324170215587949,1
1005,0.0191742770215508,1
1006,0.210600622057463,1
1007,1.62302582008663,1
1008,0.783361807267295,1
1009,0.0503101165258015,1
1010,0.324168111567805,1
1011,0.129676869611989,1
1012,0.453509727440973,1
1013,0.420773746937181,1
1014,0.989166721760105,1
1015,0.906040135594305,1
1016,2.60789086709622,1
1017,0.544788252624164,1
1018,1.14607860598676,1
1019,0.359088486266229,1
1020,0.129604265668176,1
1021,0.428726420095598,1
1022,1.28976012453735,1
1023,0.12075659540236,1
1024,1.37836585594128,1
1025,0.109943495185281,1
1026,0.75870004231867,1
1101,0.610205488964469,1
1102,0.199693291935723,1
1103,0.453704503096508,1
1104,0.597322706041938,1
1105,3.47831821168296,1
1106,1.17219035784941,1
1107,0.380495546022739,1
1108,0.534389632216089,1
1111,0.395576143166767,1
1112,0.456248406895235,1
1113,0.299702515465283,1
1114,0.463784349526336,1
1201,0.754833147933101,1
1202,0.765580153839357,1
1203,0.347140689953933,1
1204,0.373148191237758,1
1205,0.39625207995887,1
1206,0.809423063122846,1
1207,0.296869453365663,1
1208,0.3429306147648,1
1209,0.527155394800708,1
1210,0.22806703005553,1
1211,0.421869365397541,1
1212,0.4826170514564,1
1213,0.7609907238005,1
1214,0.220477901715946,1
1215,0.274514790394645,1
1216,0.46007866821444,1
1217,0.296469671964465,1
1218,0.407846583019993,1
1219,0.519483127926523,1
1220,0.25267240800684,1
1221,0.422374950193083,1
1222,0.543703868646218,1
1223,0.657907248769389,1
1224,0.478315273193292,1
1225,0.429597242821542,1
1301,0.0330830584439647,1
1302,0.374944921206732,1
1303,0.286166309236352,1
1304,0.924281055361375,1
1305,0.112735691374337,1
1306,0.150955364415244,1
1307,1.0401819069245,1
1308,0.101035408708642,1
1309,0.627939848584386,1
1310,0.325879238001403,1
1311,0.153295496061449,1
1312,0.74392528171381,1
1313,0.15717198606359,1
1314,1.09918561160382,1
1315,0.228491533290806,1
1316,0.367846785143286,1
1317,0.765772871484773,1
1318,0.268675092264585,1
1319,0.859318288275881,1
1320,0.0655494890460735,1
1321,0.149085746800723,1
1322,0.127547398711306,1
1323,0.265403152052243,1
1324,0.0470838974645977,1
1325,0.520965875992106,1
1326,0.449983969968369,1
1327,0.396441405233528,1
1328,0.544170402666424,1
1329,0.34905283905943,1
1330,0.393702075599704,1
1331,1.45426471878738,1
1332,0.849872884865014,1
1333,0.631324532491707,1
1334,0.269776183974777,1
1335,0.0601267865750595,1
1336,0.222888417777669,1
1337,0.313043062129056,1
1338,0.22927022344108,1
1339,0.223547580587068,1
1340,0.0945727735297943,1
1341,0.321375634039436,1
1342,0.388208326933731,1
1343,0.980925573217632,1
1344,0.327269574923848,1
1345,0.0895239286617041,1
1346,0.00983179947125732,1
1347,0.263108667995557,1
1348,0.469168610447371,1
1349,0.461414989046292,1
1350,0.361002121149368,1
1351,0.463027687877062,1
1352,0.311249377788159,1
1353,0.32434926166819,1
1401,0.249117980455571,1
1402,0.147242998005967,1
1403,0.652117303166471,0.9
1404,0.213232449714478,1
1405,0.62156890825593,1
1406,1.69083447009708,1
1407,0.253448436713516,1
1408,0.308859173906799,1
1409,0.152648701157047,1
1410,0.156618595453522,1
1411,0.157861353538268,1
1412,0.714941668597374,1
1413,0.296324034717355,1
1414,1.98046852084692,0.866666666666667
1415,0.71961704057249,0.923076923076923
1416,0.263838457745544,1
1417,0.292887664869625,1
1418,1.56141998548147,1
1419,0.630009342159324,1
1420,0.693063539116113,1
1421,0.419319094274471,1
1422,0.245952344423537,1
1423,0.597224484806707,1
1424,0.263903043749411,1
1425,0.254356829140451,1
1426,0.576607235125517,1
1427,1.16835465191462,1
1428,0.0341423861012523,1
1429,0.458648436359946,1
1430,0.39844769669824,1
1431,0.853156554717229,1
1432,0.710669662530618,1
1433,0.111526621543538,1
1434,0.335253740818823,1
1435,0.891235413704622,0.9
1436,0.450474861810383,1
1437,0.263132659243954,1
1438,1.02855477331658,1
1439,0.330714078869877,1
1501,0.235862301489815,1
1502,0.258786571767919,1
1503,0.685360685957505,1
1504,0.735933840961804,1
1505,0.860323152341461,1
1506,1.04427774463437,1
1507,0.671554159175772,1
1508,0.573187725322366,1
1509,0.271430762915049,1
1510,0.191127982652812,1
1511,0.693733792973358,1
1512,1.18191408773173,0.933333333333333
1513,0.078349727147786,1
1514,0.63933221647949,1
1515,0.183227031174944,1
1516,1.68519803845475,0.947368421052632
1517,2.03095129922749,1
1518,1.55685703234615,1
1519,0.296035711299655,1
1520,0.612110392957664,1
1521,0.477715432470013,1
1522,0.207742338973952,1
1523,0.605662786591002,1
1524,0.268478588576567,1
1525,0.316083862906722,1
1526,0.354162911514764,1
1527,1.03046375258356,1
1528,0.074863771009201,1
1529,0.1430264264169,1
1530,0.836687314375764,1
1531,0.102284018578954,1
1532,0.447259782583695,1
1533,1.15311411350357,0.888888888888889
1601,0.191400448622538,0.923076923076923
1602,0.178249673343184,1
1603,0.217922042772396,1
1604,0.118874187582948,1
1605,0.211126676840433,1
1606,0.177922782947958,1
1607,0.260088949179917,1
1608,0.340534125749829,1
1609,0.345434090203175,1
1610,0.198044473070495,1
1611,1.45894767090154,0.888888888888889
1612,0.584954416872317,1
1613,0.193835258940653,1
1614,1.0852221211032,1
1615,2.70337340378984,0.823529411764706
1616,0.358587216650301,1
1701,0.39031582317164,1
1702,2.18836467853082,1
1703,0.405931421793949,1
1704,0.866486581182785,1
1705,0.535041817574205,1
1706,1.77461269284721,1
1707,1.96958472473434,1
1708,1.16411785756707,1
1709,0.0621155555232076,1
1710,0.478053538256047,1
1711,0.343678791825554,1
1712,0.259342878046936,1
1713,1.28983347234745,1
1714,0.578475532090594,1
1715,0.0431460528987387,1
1801,0.455611773301489,1
1802,0.417630410177747,1
1803,0.146685804237734,1
1804,0.390847436587489,1
1805,0.991957152886408,1
1806,0.570199283421577,1
1807,0.0662108944401039,1
1808,0.388715743031691,1
1809,0.142717174487361,1
1810,0.715175201604161,1
1811,0.274815524967203,1
1812,0.58848153699028,1
1813,0.680894069540106,1
1814,0.427294477672162,1
1815,0.615877518131967,1
1816,0.260838689962912,1
1817,0.257496945800354,1
1818,0.170510844578895,1
1819,0.0280372262801072,1
1820,0.478438526429313,1
1821,0.243535654155904,1
1901,0.189580205253621,1
1902,0.552839894947739,1
1903,0.0890711681293276,1
1904,0.694424279108969,1
1905,2.39404210432247,0.857142857142857
1906,0.760233427363963,1
1907,0.584556820069247,1
1908,0.76766714751608,1
1909,0.141509017647349,1
1910,0.792682157220573,0.9
1911,0.323729623742071,0.866666666666667
1912,1.77142407518834,1
1913,0.385586264195927,1
1914,1.45801597796913,0.5
1915,0.282654353284416,1
1916,1.10225456795655,1
1917,1.58052806409484,0.8
1918,0.711038609046501,1
1919,0.192569325138114,1
1920,1.19237960384651,0.833333333333333
1921,1.76446040636942,0.666666666666667
1922,3.52822114104345,0.777777777777778
1923,1.56361933271812,0.666666666666667
1924,2.02051131474887,0.888888888888889
2001,0.528173026365026,1
2002,0.208469645201247,1
2003,0.337105879296752,1
2004,0.339726806925639,1
2005,0.05019958655262,1
2006,0.109757022687759,1
2007,0.246217619964521,1
2008,0.148748347340251,1
2009,0.343379874185094,1
2010,0.498761894637073,1
2011,0.754521337118369,1
2012,0.315598505975566,1
2013,0.44572945250734,1
2014,0.515669742599303,1
2015,0.322900526773944,1
2016,0.313554976744276,1
2017,0.138827860792174,1
2018,0.228008542240901,1
2019,0.218638365274602,1
2020,0.241593093961435,1
2021,0.278895350359085,1
2101,1.03424635970695,1
2102,2.14619716690971,1
2103,0.0428242769828749,1
2104,0.858207113675648,1
2105,0.593058748388508,1
2106,0.80749222233849,1
2107,0.920459838639345,1
2108,0.252433118268816,1
2109,1.00597055027238,0.857142857142857
2110,0.906211345030434,1
2111,0.0640177103680304,1
2112,0.46933137296558,1
2113,0.0942549900601451,1
2114,0.0460540690500795,1
2115,0.310637405618079,1
2116,0.891264167417104,1
2117,1.1399291106738,1
2119,0.480339768723701,1
2120,0.617590039830194,1
2121,1.49263883729393,1
2122,0.124002722999139,1
2123,0.466194973713796,1
