SSN,average_d_adultEd
1325,11.8165375079542
1326,5.58906528017929
1327,11.8135710445731
1328,4.98209055909587
1329,1.55132509420761
1330,2.44626780876913
1331,6.4848260630005
1332,2.5608619493101
1333,3.69394979190535
1334,10.3393802565205
1335,3.9261465436733
1336,3.53155175408789
1337,8.90857555147636
1338,3.08024355392879
1339,2.28504951838811
1340,4.65530757452532
1341,0.638605158501231
1342,4.93179686213425
1343,1.39288155969952
1344,4.91774763197801
1345,3.21537841025243
1346,0.359587415252004
1347,8.43639167324528
1348,5.80942219028648
1349,6.85618807053775
1350,1.47704145334817
1351,1.40237641036135
1352,5.7677507208289
1353,3.71212800728796
1401,1.36754426587242
1402,0.597565263498994
1403,3.00785533624705
1404,2.94454519278454
1405,2.61031862931649
1406,5.851234227722
1407,1.17660385004561
1408,0.429078021135291
1409,0.78448097990675
1410,1.49036397032613
1411,1.97143198308512
1412,1.70684996645317
1413,1.0254643347499
1414,2.41117018432648
1415,1.92204471967072
1416,1.54980022366418
1417,3.33246512688816
1418,3.10795940326962
1419,0.929395356840495
1420,0.94036979986163
1421,2.54075620881341
1422,1.82584007244438
1423,1.12707164509096
1424,2.78596990174921
1425,0.523739874411133
1426,1.17297618346538
1427,3.18672507063056
1428,2.03330361341131
1429,2.49889604647511
1430,3.29151727773971
1431,2.13043236769246
1432,1.58279492821744
1433,0.987211084999347
1434,0.119897915677029
1435,0.867520795282392
1436,1.96195546156978
1437,0.470048433379413
1438,5.8646895970391
1439,0.614976764162177
1501,2.01695177158822
1502,4.44257960750877
1503,6.16789751716909
1504,14.1393895350984
1505,13.5961328567589
1506,19.7522817490799
1507,17.5916937859445
1508,7.61845455501408
1509,1.77976403502614
1510,8.80667736649047
1511,8.26639047379495
1512,13.504495814646
1513,4.90800461914954
1514,14.325591245837
1515,6.53833016279218
1516,17.5441325033706
1517,10.0685743902099
1518,14.8963983750592
1519,5.03328137878664
1520,7.28514373511769
1521,8.9514009364895
1522,9.02950636923718
1523,3.82308574248685
1524,11.5864168577488
1525,6.45582206910008
1526,3.83511121131055
1527,11.0914385793542
1528,6.36071620813202
1529,4.12775674389164
1530,19.5455203685066
1531,7.96926059470771
1532,10.7188108991358
1533,13.453671487298
1601,1.1834275569148
1602,1.65042474457638
1603,0.259978470917479
1604,0.61779817188763
1605,0.64996963985494
1606,0.408694886719409
1607,2.32410326620577
1608,0.70376768554821
1609,2.02087654558533
1610,0.20050478108523
1611,3.56696994146883
1612,0.678304828234705
1613,2.98117125815502
1614,2.53237496738895
1615,5.40545284972613
1616,0.444865912187141
1701,2.76682748048157
1702,4.63189811200152
1703,4.49435751926386
1704,5.64378076616727
1705,2.49866101832204
1706,2.61576560811711
1707,9.17664143234481
1708,10.1659976133712
1709,1.58527730024995
1710,4.28878337086892
1711,3.26292998890119
1712,8.76321560002375
1713,5.60027274787383
1714,1.47041432779763
1715,7.10761237565543
1801,2.71270434260926
1802,3.5984234102791
1803,1.46669373274903
1804,2.95668698633096
1805,3.69542178667755
1806,3.13116247162502
1807,2.4607420991135
1808,1.15264386645303
1809,0.889943529209443
1810,3.43376803051377
1811,4.04937515023547
1812,1.31594691757059
1813,3.78167110633354
1814,4.19246402020395
1815,2.75309886074829
1816,2.5135639290253
1817,3.82795041116369
1818,3.95882731555424
1819,0.970399945530067
1820,2.41257045496041
1821,1.20504188514815
1901,0.667040343925553
1902,2.48990934793061
1903,0.250915175643666
1904,3.08379867947677
1905,6.42748888760259
1906,4.38571117980527
1907,2.74794818412191
1908,2.70378729274848
1909,3.63455074174128
1910,4.11177684257911
1911,2.37207077626801
1912,3.59394269605348
1913,2.5678042956376
1914,7.75319383677926
1915,6.70249849448043
1916,3.3479998997333
1917,3.35178422514763
1918,3.26259285232454
1919,1.40066800495752
1920,3.79101882570688
1921,7.52558534106947
1922,14.3625175737836
1923,3.34418538011381
1924,5.69547874207816
2001,2.35610715850738
2002,1.69040973758112
2003,3.1475554018571
2004,7.65789490494868
2005,1.5431839541387
2006,1.21735206605649
2007,3.55545808120439
2008,1.44116877962075
2009,3.43107971584499
2010,1.81919127921419
2011,3.51458742190351
2012,4.04556324583705
2013,3.29240521382853
2014,3.70444172177235
2015,4.48428957107522
2016,2.47610663417581
2017,3.32908003215176
2018,4.60597479563768
2019,5.41859234729759
2020,3.98043102649578
2021,1.63844702669273
2101,3.31159419262005
2102,18.5829450913907
2103,14.5973930659068
2104,5.38010842284543
2105,7.47805694400085
2106,2.59607970644383
2107,6.88979889726135
2108,4.12772714885643
2109,4.13194908662114
2110,8.38877596810261
2111,2.86636583283339
2112,2.78366116780287
2113,3.96002169343718
2114,1.88241922194574
2115,5.26397956039081
2116,3.10216478702764
2117,5.17003531480515
2119,25.1163159990981
2120,5.38619288118032
2121,13.070479699886
2122,2.72750415186952
2123,5.76230982412554
