"SSN","index","ce","co","econ","he","pe","re"
223,60.3434982793,64.3753541276443,72.251834663092,35.1090736442922,96.9325563936565,29.3335628391944,64.0586080079208
224,60.8046800948642,66.6575573457093,63.0578288028008,32.101826300605,93.0569795399636,42.1180710604557,67.8358175196507
225,57.7547049514666,62.1865542437907,64.1379970857719,32.3558324043477,97.8523144409585,22.9833414708256,67.0121900631055
226,62.1916952124568,66.6605593413416,63.2317779707892,34.8771218213448,95.5164250976864,45.7876944943205,67.0765925492582
227,61.1912116021759,66.7135573721483,62.5807909495192,31.9500605894024,96.2988315322036,40.6672910196599,68.936738150122
228,61.4542001947761,66.190202508037,63.8482859551928,31.7171263559772,97.8571565456933,41.1598237743303,67.952606029426
229,61.0457129562922,65.038955197489,65.7236315883417,29.7739099527613,97.9073060438071,41.8784583439152,65.952016611439
230,60.502527758401,66.5933922010756,64.3204693012378,33.5360308668204,95.6493316332688,36.9430417410109,65.9729008069927
231,57.4671115842918,66.1396055161392,62.8313460679287,28.0418131721063,96.2561972209776,25.1603443014131,66.3733632271858
232,59.4598244395869,66.3716803795,62.7004109720039,34.2677237217922,94.945608657067,30.5812020749633,67.8923208321947
233,62.0009702258009,65.8804862527977,62.5287907948384,41.158523473017,85.2914619538561,48.4566241483762,68.68993473192
234,60.9265813405432,66.358011877661,61.3661369344104,36.9345768570202,95.7656256910047,38.6411787084295,66.4939579747333
235,61.3903531870698,66.3895751143728,66.8982561399741,29.4807759646042,97.216405713752,38.9936455776113,69.363460612104
236,60.0621753974956,66.2743366182113,63.1087486893204,30.1783300335617,93.1597918959725,38.2480740459375,69.40377110197
237,61.1473453677319,66.1348516265066,65.6122108520746,26.0701649624751,96.233880110263,52.5795199831367,60.2534446719353
238,61.04977511645,66.5985000714363,62.32205474346,35.7327307847326,95.659397333839,36.6278935837314,69.3580741815004
239,59.4479796598133,66.466783603532,61.6529259004723,33.4239223754816,96.9836729017427,30.4993231515496,67.6612500261015
240,61.0990712761782,64.268932664796,61.3272323609418,31.084332269371,95.0895973279002,46.0816692093265,68.7426638247335
241,60.5485323627889,66.379459441929,63.2268374929881,31.2162965899643,92.899019701292,42.1531104509872,67.4164704995726
242,61.9647368648826,66.531033490048,57.987755600432,38.5761739451055,91.6060772023823,47.5557493987736,69.5316315525544
243,60.6570535654477,66.4570067526517,61.5661273610146,32.8624152295498,93.4915746554229,40.5541097856198,69.0110876084277
244,61.8403235391274,66.3929879193112,64.5543059634538,32.7093287034789,97.8574355952082,40.8523812076061,68.675501845706
245,58.5598691891765,65.7045376461758,63.5439369366888,36.4004333652111,95.8374130084742,25.2487426563253,64.6241515221838
246,61.1511604262634,66.9076321589628,63.2658249134967,34.0588038051461,96.3671378110076,37.7040928843967,68.6034709845707
247,60.0563420571515,66.3086684198024,58.3602596719698,39.0000042208175,90.1969784833287,37.6794368785644,68.7927046684263
248,62.0542759006708,65.4125628464036,59.1581127314218,44.0823551824333,93.3851806725356,40.7542061848722,69.5332377863582
249,59.1874280806922,66.8424785342515,64.8780034810784,28.4971910929019,97.5881897820452,32.6096976654691,64.709007928407
250,61.3837308816602,66.2714832148701,63.8887200298616,32.9503458988515,96.1651877152519,42.9856173462529,66.0410310848734
251,62.796361132855,66.870895568647,64.6408837508378,40.0789033488884,96.3154872626732,39.0741522628577,69.7978446032258
252,60.6246492432142,64.36665168978,63.7058477021674,32.4759002437303,98.1393584726024,37.5712614350602,67.4888759159448
253,61.1397487985249,66.2829527417213,60.7215556194547,35.5644873347152,93.8796992292908,42.2158653010541,68.1739325649135
254,59.7145358175202,66.3827578324893,64.4113031956773,27.7986483849562,98.561339437323,34.3272623628729,66.8059036918027
255,63.1939073485576,66.8012715049283,62.499120362972,30.885504185754,96.4039237832002,54.8666114984564,67.707012756035
256,59.4175800809529,66.7332164555907,63.1431462329272,38.972847368473,94.987531059884,24.3256604293314,68.3430789395113
257,61.3171387943231,66.8394419505616,63.4478139629733,33.4181791380906,97.8558221308758,39.8947242596108,66.4468513238264
258,61.4936540928755,66.6904602757499,64.4362126417346,31.8396423879239,97.247794990781,40.5308090969154,68.217005164148
259,60.6722368306932,66.6721229862357,66.5330210440467,20.9710494128185,99.5618046104027,48.1421361219547,62.1532868087008
260,61.6014473841042,66.4119249881739,63.5970264656929,34.8792971302757,96.954238201669,39.4827965789881,68.2834009398253
261,62.3892953937657,66.9414521113703,62.9429153083134,38.7656814712257,93.0479056533958,43.7678568958463,68.869960922443
262,62.1012361476678,66.8192718308623,65.7646525708103,20.5102949092066,97.876165265416,55.3658498333008,66.2711824764107
263,60.6898827544624,65.2562628513438,64.8917301560996,31.6873092068213,92.9135637364371,40.3957756043904,68.9946549716823
264,61.5962560956622,64.2598880605662,60.1063213300882,37.9204056903853,95.9007980931583,41.2467152602319,70.1434081395433
265,58.9201902141271,66.3236358427979,61.9392709226436,34.1096324210281,95.9649243394007,30.2782722741751,64.9054054847172
266,61.3638661528085,66.6094335872617,62.0778436098276,35.9680344305982,96.2633520918181,39.2540839964732,68.0104492008721
267,61.1269963846142,65.5989063256918,62.0569287216593,35.8455584503746,96.3681013554212,38.834236561281,68.0582468932573
268,60.5794964672035,66.466829977456,63.9964694908876,31.2063401996771,95.7564812443718,39.6995989754847,66.3512589153439
269,59.3205978577637,66.3338965738129,65.2779788874387,27.7007541640709,99.0688130581101,30.0233402431375,67.5188042200124
270,62.6390530682657,66.4877264862688,63.6460131296147,39.8949370546307,95.8336548109733,40.5433733116972,69.4286136164096
301,58.0414390927015,66.7015054209836,61.6850525899499,21.9638469415364,84.3731978839315,46.6181329285976,66.9068987912098
302,55.4448548920794,66.3885239075275,50.2512244760517,25.3405126760995,85.4676110267936,37.2111342820522,68.0101229839519
303,61.6860808793907,66.9527477466199,67.2091040677254,32.8640966431725,96.2046816029444,40.156067996661,66.7297872192211
304,61.9282619360825,66.8201646823163,64.1532030012141,31.7333811785259,96.1975814398858,43.3246919815677,69.3405493329852
305,56.9227927207028,67.0312446325351,45.5508827482575,37.9723663923008,83.0148038524414,39.8313011054506,68.1361575932312
306,60.8032520399127,67.2445924114554,58.9654780260947,31.6034649314211,91.6657175408811,46.0845146229846,69.2557447066392
307,60.1274020622613,66.7802907162731,61.1826668205666,31.1130513594912,87.2568345956484,43.3377904597876,71.0937784218011
308,61.126615395163,66.3117438615533,56.4444957318619,37.1279743694337,94.5970539949724,43.2977748184863,68.9806495946706
309,61.2838823841929,66.5871870678341,60.1217107624555,28.6755048578125,93.4933418878765,50.8000519152883,68.0254978138906
310,59.7770787196863,66.6083065955858,57.5917314977106,33.3076311207498,91.2567704239806,41.1692973175612,68.7287353625294
311,60.1993980346346,65.5363876523343,64.0295845810828,26.7512316612539,94.9714638018234,41.8488380865224,68.0588824247906
312,57.5279023008895,63.5565417682392,54.2202594435327,28.9266116525343,89.7917993725827,41.0232279148245,67.6489736536234
313,60.8037811533705,66.9644116861836,56.59884308311,45.1008273073557,85.3157680500985,40.687890013873,70.1549467796023
314,62.585515421413,64.3797662371316,66.1936904175255,25.7409147333563,99.0180952688943,51.276811810568,68.9038140610023
315,61.5133564392944,66.9584290188256,60.7530759892057,35.5734679550227,89.770728032957,46.5707167863358,69.4537208534199
316,61.9179481582019,66.3707407060222,63.2118134581122,30.3418695374099,96.2403112985065,47.4930486703332,67.8499052788271
317,59.6358673017282,66.7244903845982,59.291062484239,33.2471981594606,87.6184936858414,41.5219342293951,69.4120248668351
318,59.2849285570621,67.0028893184317,58.6303349995531,34.6811814937586,81.2961851333897,43.7508470171387,70.3481333801006
319,59.7589960698313,66.6688205941872,56.1118153486276,39.1730777363464,93.1927319438596,34.9493746176961,68.4581561782713
320,60.6245250368484,67.8112890325511,59.6381164727444,35.3103939649326,88.9410879920908,42.0335739302524,70.0126888285192
321,59.9558747723085,66.7436868016248,56.5946735343868,38.4534675897605,87.9562735104003,41.2128986773565,68.774248520322
322,62.9493866378489,67.0752286166942,60.3354568346001,37.3771434078929,94.4726193589226,48.8673483070034,69.5685233019804
323,59.4090642309402,66.375482800321,63.2074834469679,30.9421023697286,88.6970738059601,38.3192756772367,68.912967285427
324,59.988779728142,64.544957442669,56.4825191165343,45.0348043700678,84.3664920640921,39.6169223441264,69.8869830313623
325,56.6871553775646,66.7025923536107,56.452593967434,27.7381047614165,84.6713806516863,39.4024819168989,65.155778614341
326,57.6702828943573,66.8697504214166,57.1209777741939,28.967436975113,87.2867102208055,41.6268092670571,64.1500127075575
327,59.5109281564311,66.0141868653046,50.1753813683783,37.6693738264853,92.849833225889,43.380834315807,66.9759593367224
328,58.1476803511036,66.7160719748611,59.9405251029543,27.7199317952159,82.8308879059756,43.7961045186142,67.8825608090001
329,55.3205290225382,67.0862537354433,50.7822805932265,35.6304736813106,70.8769001072901,40.7302826840685,66.8169833338901
330,54.0491797742243,66.4709288479945,40.6155660208843,39.7990902127523,78.0893980858706,32.4985838401229,66.8215116377211
331,60.9724181928617,66.6978277694872,57.2144145618471,33.7643778324195,97.2507729721923,42.3989448351641,68.50817118606
332,58.0847131887241,66.7577078623457,58.3951236379581,27.2656734702664,86.2753270521066,42.405455875718,67.4089912339496
333,58.0320314156067,67.112074948506,56.5408949900151,32.694894319235,80.9745856553648,43.00653465599,67.8632039245293
334,60.9894014607526,66.938664181155,63.7497795700438,28.3308866311815,93.6574558689646,44.3606777280457,68.8989447851248
335,55.9483257345357,66.780695819992,52.0399294936979,31.3250288492036,74.09162339638,41.1546317387396,70.2980451092012
336,59.4167746040179,66.713708361467,62.4530703030008,22.4811718142402,91.1389439412725,47.3795093779813,66.3342438261459
337,61.9411169052806,66.9467285997591,67.1460823852446,26.0329871831175,96.7266598398358,45.1868204342314,69.6074229894951
338,56.1564946705625,66.028558819948,45.6494003360338,38.2686488154265,79.0216072211138,40.6973032519128,67.2734495789402
339,58.9821599646372,66.7075825894261,63.3183850281693,23.1725221217286,90.064444672718,43.6173181276618,67.0127072481197
340,58.1894701594636,66.6942660916994,65.3445926538061,13.4264824002414,98.4448863295163,43.9697504414453,61.2568430400732
401,61.5519001996622,66.2798276834508,65.0990827930641,32.2627857519632,97.710452281712,37.7468048212378,70.2124478665454
402,59.0024758007891,66.6330173909003,64.1393391648894,26.0948671451838,99.0346138938475,27.0524002884173,71.0606169214962
403,60.2931441466015,63.7021974161014,63.1887266345272,26.8462202291273,98.1713702571618,41.2914442140412,68.5589061286504
404,60.7350677766181,66.2145495208832,63.5439015703248,27.5047548450805,95.5889738481916,43.0380970882191,68.5201297870092
405,59.6094165580853,66.3093856535813,61.3870103658823,27.6060591150401,96.2800291251479,39.0947816581719,66.9792334306882
406,60.0918070296745,67.1536199340898,61.3730908432765,24.1371143722592,95.6081519984181,44.0571275083361,68.221737521667
407,57.8719299649266,66.4900208577965,64.0076067017872,23.7684069228561,98.46763829545,27.8339878368871,66.6639191747826
408,55.7204507067906,56.4223531071826,74.1677624453848,15.3224928845472,94.8047760094897,30.0478671799917,63.5574526141472
409,63.581501782795,65.6305701570639,67.5835890023722,41.3107557565323,94.3394681432425,40.4065033522251,72.2181242853341
410,55.0502414032976,66.692490847116,50.2396020509696,27.6591858163404,78.5937760252842,42.0370645523927,65.079329127683
411,59.0688532226576,66.8984577566338,63.319759484405,22.8896444499057,97.617706405561,37.1625297919156,66.5250214475245
412,60.1854627784207,66.2482373881342,60.935974051674,32.1312060867307,98.3612841689805,36.0181532498026,67.4179217252024
413,61.5533245142099,64.554091866077,61.914754832488,29.7639617472718,97.2900007004559,48.9618033451228,66.8353345938438
414,58.7911059588521,65.1518663540624,61.0198301502016,27.348016446121,97.1671572962975,35.1819376048526,66.8778279015776
415,61.9489201929378,67.6391053375107,63.6498876905629,39.0706638352816,90.9663432954689,40.6202528533872,69.7472681454159
416,59.797349754593,59.8094722799031,63.819043051517,31.0787109695465,98.4030402003918,36.5712912790512,69.1025407471486
417,62.8620100540309,67.3157459171599,63.4373725211185,40.1352101618934,96.9621349652632,39.3255517167968,69.9960450419538
418,61.9321128137033,66.5024260568198,61.7924505592739,35.5471628969199,96.0743476446974,41.4710224937245,70.2052672307841
419,57.8248938932941,52.3630871409277,65.6799001661101,22.4137113373599,99.5936823316664,37.0997651434079,69.7992172402924
420,60.5009127964717,66.682277316012,63.1095817323661,29.0423838994895,98.0522016742596,38.2317854251352,67.8872467315674
421,59.3896861100251,62.0344749783512,64.029156938643,21.5647806177888,97.7393852527257,41.3501992986845,69.6201195739577
422,58.784421535095,65.3046306200635,59.4733300480251,27.4354240130474,95.5231763821623,37.6573494212808,67.3126187259909
423,59.425105552051,61.7485472175933,64.3940781231839,23.8695745816673,98.7695824682176,39.3604835880037,68.4083673336402
424,61.0514073209837,65.4725196245927,64.1358258866471,25.9139464763267,99.1926726656061,43.7256191536317,67.867860119098
425,60.2816691009159,66.4288181965118,63.424372577681,26.1970041743243,97.3872890743697,39.6505518171333,68.6019787654756
426,60.280446466127,66.5942268232261,60.7764121316659,32.9533886515311,97.5415974275292,35.1515027717433,68.6655509910665
427,59.1170012075991,63.2242087363433,55.1761929745696,31.6023491960187,94.9600407667542,42.3417975353786,67.3974180365304
428,58.9841190000952,66.5964408672896,61.799658607805,25.0759405784388,93.4086582186569,39.7604292805367,67.2635864478443
429,61.5840047142698,66.6952497476087,58.0064060800501,37.0527148083663,92.063526502388,50.6873438404317,64.998787306774
430,60.1638319380738,66.2678423774048,63.4893134283283,25.8353394166429,96.5074314454713,40.7376487956995,68.1454161648958
431,59.9767499993195,66.7057073571771,62.7057991318488,26.2276092392347,97.8519111997815,37.538484008175,68.8309890597
432,60.2612007904796,66.6573636846729,61.4354548688184,29.7823896694203,98.3886004396705,35.3265690850776,69.9768269952177
433,65.399397398791,66.6606180955028,65.8678588885448,29.5272652191092,98.8036663621203,67.6104837202278,63.9264921072414
434,60.4150807048668,65.2835995000788,57.6661587359261,39.1828158798519,93.6453471353222,38.089667527995,68.6228954500269
435,58.1726561009116,67.0199162204471,54.3846727443881,31.7824055135028,84.470714481889,42.2585441769064,69.1196834683364
436,58.8114380062842,67.0986658552625,55.868107297369,33.7566923979718,85.2283052227872,43.5417409019911,67.3751163623237
437,54.9083725096139,66.483970336836,62.7630538549472,15.7723062032871,97.8866988883152,22.5430092572513,64.0011965170466
501,53.4271083006534,66.5251772695288,49.8210782747292,39.5044289142468,73.1301634811423,24.52187492147,67.0599269428036
502,54.7157031842761,65.9035351673393,49.8983451652765,33.8630669727387,84.7458395190497,28.7382854877769,65.1451467934756
503,58.056909937017,66.6643092413733,63.4833440736915,23.9398295732623,97.9047585111256,31.9298060837757,64.4194121388739
504,57.5221256138256,67.0255183437046,50.3747891372897,30.412425600478,83.1554232039811,46.288327698632,67.8762696988679
505,52.1551520221605,66.2809313335924,28.9718593134366,42.2319188390288,66.8008876265067,42.231162280699,66.4141527396997
506,56.121016615083,67.6151783545493,45.5957720563511,33.4936701121496,83.0579195030276,42.6638217378411,64.2997379265793
507,51.5066355891643,66.9809519706684,48.8448743843442,29.5118305906158,79.7411595879882,21.2232129600301,62.7377840413393
508,50.4345378214608,67.5628502950878,35.5620511338136,45.4391185078746,69.1359413956309,20.9381847942345,63.9690808021233
509,54.4371444516339,66.9988189425837,54.1879539717139,32.6494531368902,86.4465701787342,22.6315553563244,63.7085151235571
510,53.7147506311264,66.9559715729615,53.1427235089947,38.2739937910566,77.0439784825438,19.8554364137431,67.0164000174589
511,56.8639622039114,67.5751576618657,52.643654712453,32.365657214667,82.6645704601139,43.4789661923356,62.4557669820333
512,57.5681614528662,62.5481929381846,60.2258468613192,22.8302398930421,95.7602650131006,39.9786287806723,64.0657952308782
513,55.3963622317241,66.832794608913,63.0983633689921,22.9956699683869,97.5721883138094,20.2559798637929,61.6231772664503
514,48.2421747882604,50.5071398569709,49.663150022479,22.6331240549452,83.7926991721409,20.0377632473079,62.8191723757183
515,52.2608620237849,66.8942737068026,49.8256971543633,28.7251394498025,84.3403077800267,21.7025609979223,62.0771930537918
516,52.1930071635192,66.8352653691872,43.4863585129322,17.6493009001412,78.0648991421767,46.6931549341965,60.4290641224812
601,52.3622571564319,65.0165377791541,47.7097523977876,24.7322028370475,70.6949812723914,41.3902965062219,64.6297721459886
602,48.5568112611268,66.6754943102963,49.4517077903996,18.9505867716927,49.4603637141809,44.0554400071298,62.7472749730615
603,58.106188912372,66.742158591099,60.317466874486,25.8436187878332,85.5845783403283,42.5572485049846,67.5920623755007
604,48.6381465917251,66.6861177816038,45.1648298081245,27.3432254365639,47.0607332177561,44.6733824359963,60.9005908703062
605,55.4050709952113,66.736815397094,56.4666175847236,20.2401410219847,82.3805520534417,41.9333360763259,64.6729638376979
606,57.8051940122274,66.6771102502928,61.0020555911202,26.9515915633933,83.004155948784,41.5474244194876,67.6488263002866
607,58.4588774126325,66.4766952370272,60.9302924049665,27.419432265904,88.2744312595427,40.9700273142735,66.6823859940814
608,53.0069686352174,66.6822648455275,50.3639202102717,25.93160453729,63.7936640347455,43.4316004015407,67.8387577819289
609,52.568609252503,66.7061064367817,47.890320099226,23.1398170701172,67.6902842646423,44.6313081204223,65.3538195238286
610,55.6241448915064,66.0091269719838,53.1526253524908,29.8986956131588,74.2253199593068,43.4200097895899,67.0390916625086
611,60.6032221702633,66.6584216427255,66.1478467200393,24.4980964535362,99.1137164414392,39.3768788838114,67.8243728800283
612,57.7333408290036,66.6773094723345,60.8990014752208,25.9412890157262,83.5509424468051,40.8068827042868,68.524619859648
613,59.4595271224451,66.6235504242297,64.4423578811268,23.2376698393807,93.9740728285637,41.6356291566302,66.8438826047398
614,55.8896585719156,68.8404622402026,49.4093117440837,34.1043778196486,74.4000479573342,41.799539782714,66.7842118875104
701,58.4504390374302,64.7882790201894,61.6501797312805,34.6008881806262,97.3607710220118,26.9459322827086,65.3565839877647
702,60.2867644975521,63.5902404778119,60.4101188352775,42.2599698567239,95.0968467517602,33.7439735580883,66.619437505651
703,61.1686045189924,66.7016225218385,59.383498237046,38.9428788890965,95.1879461872607,38.1818073125674,68.6138739661452
704,64.2161052785151,66.758269427146,63.2928330786621,36.3729383907079,96.4856656743713,52.3065950182642,70.0803300819393
705,53.9824824086142,59.7309792504031,57.0943862791261,28.6715457059738,95.9761030201617,23.9450374638642,58.4768427321564
706,61.7770073641711,66.7153424780929,64.0109564074005,32.6455465715449,97.4696191703732,42.0683511622369,67.7522283953781
707,62.4555003662593,64.6022124288174,64.4684824461403,29.4552385360635,98.6180371384434,49.5819938964267,68.0070377516645
708,61.0905009874174,66.8879026794186,65.6576820461433,31.3890294058032,99.1035320004192,36.2000068433493,67.304852949371
709,54.9406041067073,61.7511771544813,54.3846217907148,32.9218735280628,96.4428030758277,24.3207433530036,59.8224057381536
710,63.590894932664,67.4219501793145,66.4225939244237,46.1690920598314,92.7221935325584,39.7391334873512,69.0704064125048
711,61.1015642325683,63.5501803031677,60.6473272478886,41.4193332161671,96.1115054062523,38.1355161915421,66.7455230303918
712,62.2923631872397,66.8255212009419,61.6154258744339,38.6743032156783,96.1017560698543,41.6754814752742,68.8616912872558
713,64.4483387408398,65.7263463385127,68.3263605434023,52.6110060236318,94.1242829559413,37.4604890298237,68.4415475537272
714,57.801456184911,41.9965035129132,87.8158348650249,29.088236787054,94.7881477225367,29.7803352604879,63.3396789614492
715,61.5052798544271,66.6419461849777,64.4419476017637,31.4093965812463,97.9017735489608,40.183870345121,68.4527448644931
716,60.3416916676331,66.7536687081128,60.2644518398561,40.3124764937268,95.2494810039174,30.7467079841792,68.7233639760062
717,56.4941545110997,64.1261649603017,60.1088287582214,26.0409715889589,96.4482848783838,28.3031716527347,63.9375052279972
718,61.1110366970439,66.4920404016354,62.5691911307695,32.5598038336084,97.2327069632643,40.2078410644365,67.6046367885493
719,61.0118011405532,65.6026008484536,61.2301167505012,37.1808445311863,96.9795530587862,37.9576109295048,67.1200807248868
720,63.4316390531449,66.5009508949463,63.1896354241086,37.1740708549901,97.1581478898656,47.3890211068935,69.178008148065
721,62.3626335157144,67.0492929747258,58.7332813158975,38.3660684044444,95.5168904255552,46.6975610655319,67.8127069081318
722,61.7902776693928,65.1495550418289,64.793401024892,38.7837047625674,96.1015070721019,38.3001515258954,67.6133465890712
801,59.702184761349,66.7593567830886,62.7684007511808,21.6420518835757,93.6478905780942,44.7760868660728,68.6193217060819
802,61.695661015122,65.7137933675719,66.965460622392,34.2642698887158,93.0219581568311,40.74063876935,69.4678452858712
803,60.6176294174796,66.8319889825048,63.9260463140497,27.1881078570971,92.6100831445501,42.696436530336,70.4531136763401
804,58.909717493282,66.7331411678527,63.8162743305278,21.5563399083566,92.7623114930887,42.9190035356612,65.671234524205
805,57.5732536337339,67.2137288585583,55.3282786526443,30.4431657231921,80.6283048405575,43.1100474944175,68.7159962330335
806,59.1667343372318,67.0584614899094,63.5072128848647,29.6550397723324,86.9493191363604,38.991174641427,68.8391980984971
807,59.6325810046202,66.5189085378141,56.1975115406267,29.980821184818,83.7623031831378,52.0841654536128,69.251776127712
808,61.4138688128676,67.1605359363098,63.3318588852196,35.9907755947717,90.1431770685299,41.0022157175139,70.8546496748606
809,60.6463906649049,67.054806626047,54.551419081066,34.7652726121579,84.1816499143494,53.8205631199589,69.5046326358506
810,60.8651721923918,66.8763629559513,64.578864194034,31.386510017397,90.7145338932746,42.2564804117981,69.3782816818957
811,58.1218968396657,67.3972426380357,51.9770295423802,35.0329942983296,83.8761970120595,42.4327659494942,68.0151515976947
812,57.5090834175058,64.1812121324453,60.7436483345407,28.6608516844067,88.6188332075549,34.4899413505548,68.3600137955326
813,55.7487382249667,66.8630497471222,50.4659311457641,39.9855668774908,64.4735696139357,44.2631944293862,68.4411175361012
814,57.4446284748958,66.4101388462466,61.1321197220662,14.2116256090136,94.5916172103446,41.2810141698229,67.0412552918807
815,60.3648300267036,65.9203736406109,64.8631328715298,34.1811087786581,88.1229772303103,39.9928809238367,69.1085067152761
816,60.265827267854,66.6845725839433,63.4422011209173,29.6451621178529,91.4360297313197,41.3525644803033,69.0344335727874
817,55.7881245355526,67.0102996110613,50.8364142597877,36.6031650402085,74.2127161780418,39.0920031871106,66.9741489371054
818,61.0051963836174,68.022990810467,59.5682021150429,41.5810739430073,85.7405984892872,39.2746060833375,71.8437068605624
819,61.5027783477293,66.6997395210544,63.8549617740578,35.2780296588358,93.0602115411812,40.1875122800143,69.9362153112322
820,61.6991379397786,66.0188470124521,60.9575516444833,36.1377599487559,91.5475657181094,47.0978032929197,68.4353000219511
821,58.8623369925859,61.6994370094403,64.929117102302,22.657936147781,97.6767639035401,38.204286376393,68.006481416059
