"","SSN","municipality","pop2017","areaMi","alcLicMi","noVhcleRt","pubTransRt","avgVacBizRt","bizDens","syrngDist","naloxDist","moudDist","sutDist","mentHlDist","HDensRes","parksProp","allPaths","ndvi","resPctTot","comPctTot","indPctTot","multiUnRt","occRate","mblHomePct","avgPropTax","hs20yrRt","rentPct","medRent","medHValue","burdenPct","crowdedPct","frClsRtMrt","empPerCap","incPerCap","snapP","govExp","adultEdDst","cultrDist","voluntrOp","isoAsian","isoBlack","isoHisp","SVIthemes","mriScore","landUseClass","popDens17","hsGradRt","vlntCrRt","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518ave","opDt15","opDt16","opDt17","opDt18","opDt1518sum"
"11",111,"galloway twp",35967,587405.117930275,0.00621070785298398,7.24705882352941,NA,0.62772328042462,0.0021620513019615,3.80855969584623,0.860475667780228,0.669406924186754,0.882003128913067,0.889348375182401,7.99181259949966,0.0672910929894933,516.282158458129,0.504206129064857,0.0926015626645326,0.0110874769215649,0.00136329493362537,7.66842105263158,0.872101032390025,0.00629393845023889,2.79,15.3408818536383,NA,1325,209900,43.6,0.586844163975782,0.0456630427393044,0.2376423663104,12291.1793416782,8.6,13305,14.7006728887381,1.47106965251993,0,0.245078572439909,0.583838411104962,0.393188399817,NA,-2.85,3,0.0612303143131097,24,2.5,35.7304537726064,63.5208067068558,31.7604033534279,51.6106554493203,36.524463856442,9,16,8,13,46
"12",112,"hamilton twp",25979,596235.819884448,0.00651346696418313,4.14166666666667,0.473239882781798,1.37895763483545,0.00159668367489981,5.78668726979344,1.03126693784366,1.82931461286378,1.09854051459487,1.29493050850587,8.7126764910115,0.348486830716489,153.820773329251,0.681181185613083,0.0717354516535655,0.00984625943150167,0.00167840257032202,4.81666666666667,0.912187694973416,0.0196738467268077,2.7,7.13945700952838,2.00243819477994,1374.5,207400,39.65,0.157836727951676,0.0539817296454316,0.209195169286539,11061.1033895131,10,28814,10.2663399549994,3.19029018499758,1,0.51057036183369,0.236372356066373,0.427600054681863,31.5043455352106,-4.57,3,0.0435716861241829,13,1.7,45.0610781498659,67.5916172247988,16.8979043061997,45.0610781498659,34.922335566146,8,12,3,8,31
"13",113,"hammonton town",14113,218120.393248529,0.011869805716159,6.33333333333333,1.21806988249207,6.2486579704951,0.00461213179115146,10.9506083791707,1.09067344254039,1.95360418232814,1.09601084553374,1.16638159901023,2.5369289464245,0.355819416538841,105.168840819652,0.573218451831959,0.115992405101593,0.0196188934444831,0.00853669606790021,3.41111111111111,0.909615522531661,0.00177219118019536,2.51,8.60696228970818,1.6703051000404,1183,235400,36.9,1.52575250763153,0.0428597373393776,0.268704010296215,14654.1508199565,8,30,9.14065196844514,1.15430016491583,0,0.0327599829127176,0.11306907552633,0.282602041776292,36.0543293669198,-4.26,3,0.0647027991734797,4,1,22.253172292414,100.139275315863,100.139275315863,111.26586146207,66.759516877242,2,9,9,10,30
"14",114,"linwood city",6739,23024.1520350154,0.0153338912583804,5.62222222222222,0.131827167520299,1.18536514846072,0.0289261467257139,2.75650074013617,0.38048813912035,0.19379795247267,1.39433805011503,0.512772493978532,3.2793247307655,0.180991506298068,4191.89888702214,0.593325328480114,0.36932062491042,0.0579045435000717,0,12.0333333333333,0.87148374682792,0.0034967943083408,3.18,10.1602472205884,1.97858111473482,1444,241700,39.9,0.184676413520098,0.031392907701938,0.207997713434897,16073.0895084551,3.5,5526,14.5948391268149,1.25351314835025,0,0.331758030625741,2.11288398471415,1.55448162888239,15.9031007155518,1.65,2,0.292692646823703,36,0.1,29.2608693635273,29.2608693635273,29.2608693635273,58.5217387270546,29.2608693635272,1,1,1,2,5
"15",115,"longport boro",861,3136.11138100403,0.037520746540744,3.95,0.0470926051884287,0.000216919912326859,0.0121169165834392,0.144647755806488,0.0357123844837247,0.0754311567672949,0.0959310589305811,0.0448915162623599,96.3014331946371,0.030060989433907,25551.263984521,0.049046423339844,0.568911099421357,0.016044187269858,0,29,0.444160623704432,0.00348612873482968,0.86,1.61905345117147,0.487511073950127,1449,446150,40.35,0.0089725514735558,0,0.0129991785584449,1435.76850518592,0.6,2124,0.998050467134196,0.038790511837491,0,1.05899431962121,5.32305348354566,0.996036471710365,0.253828005522601,4.21,2,0.274543820482661,33,0,0,3228.55414128416,0,0,645.710828256832,0,2,0,0,2
"16",116,"margate city",5981,8617.7363427831,0.177526896014253,10.04,1.38333152453422,6.88070930353234,0.0421224304807136,2.92646297618182,0.299888166712858,0.335229097418959,2.01225296209702,0.364650908801059,93.909626719057,0.0725248643821673,0,0.363928564453125,0.682174995213479,0.0714148956538388,0,14.62,0.425289541438396,8.58829137723937e-08,1.36,4.32772176649775,1.11277913353299,1251,477100,40.7,0.699746856573076,0.0228136882129278,0.309189512657413,36608.0096951013,4.8,11610,27.6506028420673,0.442150196405847,0,0.0746183241110023,0.0943984978455794,0.60682132092639,13.6971414188086,-0.38,2,0.694033765027956,46,1,62.8928389629272,31.4464194814636,31.4464194814636,62.8928389629272,37.7357033777562,2,1,1,2,6
"17",117,"mullica twp",5922,300071.059283432,0.00235312912728179,5.45714285714286,0.427912828915526,0.00806785760429109,0.000426565628507005,3.05678680052599,0.801329167245721,1.38887600984471,0.752907738766889,1.04681897057188,0.935246096536419,0.287687474856827,0,0.689934589709974,0.069377352421224,0.00376937267850908,0.00117947547708271,4.07142857142857,0.927746708430635,0.0371091173488664,2.53,7.35352140529578,1.62085813344216,1158,240600,35.3,0.028850416315554,0.0524760597645151,0.0836826075499587,4576.11891683837,8.7,203,3.86389987789314,0.990935106096924,0,1.63240367881522,0.822927254374243,1.36612243349667,7.53082426027126,-5.28,3,0.0197353254063944,7,1.1,24.8290092744428,99.3160370977714,74.4870278233285,99.3160370977714,59.5896222586628,1,4,3,4,12
"18",118,"northfield city",8129,19098.2856294618,0.0123238503155428,5.78333333333333,0.683427628924243,7.9270763165358,0.0433546767529067,3.38115815735398,0.312219506601835,0.256051059723198,0.953816541571145,0.412686600349833,1.05085381872772,0.17539594957354,4223.1886667125,0.58910072265625,0.460388768898488,0.113563714902808,0.00289416846652268,9.56666666666667,0.906627670071119,0.00636898334492736,3.07,7.456295986737,0.90716715282239,1477,232550,40.3,0.601484158406943,0.0361131491103573,0.299164796274296,18671.7990565149,7.3,2622,20.9883988512235,1.71184056407371,0,0.118271423544651,0.069503444697555,0.728150654357278,20.1404709027684,-2.12,2,0.425640298700941,29,0.2,74.4612833344113,93.0766041680142,0,55.8459625008085,44.6767700006468,4,5,0,3,12
"19",119,"pleasantville city",20399,38347.1369543207,0.0337586751135839,13.0818181818182,3.84223943075236,3.02719543656931,0.0220094658176275,1.79668047353498,0.253878924126662,0.43780230951699,0.379449261440802,0.278837564604878,13.8957816377171,0.0566515662372902,387.01855112195,0.442472556666324,0.286116907983907,0.0650588412469611,0.0380155332286311,15,0.870943663829817,0.000159077528992818,4.07,7.08556658388984,3.65259673400636,1194,172900,54.5,2.400015202863,0.0878331434058608,0.194504165143707,6431.25471215347,25,10195,14.1264501697248,1.21349559765921,0.25,0.3342410901393,0.594970214214328,0.600814927891647,39.3825386511945,-16.37,2,0.531956271580311,1,7.5,15.0790106283471,37.6975265708676,60.3160425133882,75.3950531417353,37.6975265708676,2,5,8,10,25
"20",120,"port republic city",1071,45173.9260872417,0,5.425,0.0269127410132577,0.0352537849100883,0.00079691988538865,0.361404101756199,0.0954650180105172,0.0933126540710605,0.200622739624395,0.111506861529685,0,0.252101664671085,695.231292002839,0.636619387090774,0.0982193406994795,0.00129668523422518,0,7.775,0.858183216587759,0.00473180387697373,2.18,2.76861656117435,0.996770690399482,1265.5,229400,38.45,0.00148831526620689,0.0357311922204975,0.0217037139262392,1543.3546219422,5,52,1.67632305812902,0.175273904613427,0,7.04321236849763,13.8634912987808,3.25067849016647,0.907217320593772,-0.65,3,0.0237083665903123,45,3.6,0,0,0,0,0,0,0,0,0,0
"21",121,"somers point city",10304,26271.2914228924,0.0895871582065731,5.64545454545455,1.18890053723189,2.47958058974819,0.032392773781134,3.48146662776473,0.321720146865357,0.30703107382817,2.21917019069203,0.405021151042806,15.7821368117096,0.0400459517387328,1626.78793464228,0.480904167683919,0.315371329879102,0.101397393625373,0.00241796200345423,10.0272727272727,0.807487002357275,0.00281059552584427,2.81,8.12906544918564,2.57073342251304,1422,276800,40.3,0.401097738229279,0.0400889052831909,0.212436147602086,11941.5224176847,11,15,14.9419491508903,1.17574410138322,0,0.111116939535679,0.175949903450605,0.199398186095621,29.7477665333131,-5.96,2,0.39221520686346,18,2.5,45.1079306062635,45.1079306062635,75.1798843437725,60.143907475018,45.1079306062636,3,3,5,4,15
"22",122,"ventnor city",10067,13460.7291231469,0.0699437673417457,17.89,7.34786886871236,15.1476404277038,0.0297903624931019,1.2432881288662,0.162897182390227,0.0858976027449634,0.628183298659388,0.159164732862161,99.1596638655462,0.0725186314892169,0,0.407063102213542,0.393846531012503,0.0591443981367982,0,18.47,0.552855218727133,5.47663056366042e-06,2.23,5.95044046933645,3.83852878854778,1152,239700,50.55,0.680306161923903,0.0555890198810725,0.218673230478722,13522.8091113492,16,9884,18.4811053497548,0.644835992716584,0,0.418151960587021,2.8119003822151,0.903516915992817,31.1042139834591,-5.34,1,0.747879249920342,12,1.4,31.4245228527219,141.410352837249,78.5613071318047,157.122614263609,81.703759417077,2,9,5,10,26
"23",123,"weymouth twp",2758,64237.5553366169,0.00549585288781768,4.86666666666667,0.00825526899879895,0.238255341737523,0.000871764183841515,0.49137726777472,0.16689639950933,0.381619767506934,0.177229993584921,0.21565712000601,11.2240339513067,0.149143586794793,0,0.711260270690918,0.114992422880333,0.00539388179693319,0.000654971361056173,1.68333333333333,0.918123156324476,0.195128613250898,2.21,5.84066327653444,0.90956146455179,1374.5,197450,42.85,0.0318885452512729,0.0428346816642024,0.0151601764859473,1018.12546635628,6,24,0.937521520995137,0.30556107400574,0,7.88836357967907,9.3128695671883,23.5648737472211,1.11451185355906,-2.41,3,0.0429343860541946,11,1.1,403.909621229085,0,201.954810614542,403.909621229085,201.954810614542,2,0,1,2,5
"24",201,"allendale boro",6791,16451.3945931025,0.03576569135626,4.68571428571429,2.51152239700557,11.3676147962438,0.0201806599508103,1.16149832187585,0.0530936829111979,0.882700300294161,0.239500348175513,0.0697975838106173,3.93604934263918,0.109057065211555,5641.59904201133,0.693766322544643,0.617891886470765,0.0476381506368469,0.0385618293049845,4.85714285714286,0.938409114669354,1.0949474263057e-05,2.23,7.7059763386799,0.751975650376413,1921,697300,35.8,0.057963795069701,0.00514946392155679,0.0888182882165381,10349.3348727766,0.6,4608,1.1917617986358,0.400635114111923,0,0.463590110719948,0.217175651468498,0.814358094101222,4.75730771367685,5.56,2,0.412791752186604,47,0.1,0,23.3382204713855,23.3382204713855,46.676440942771,18.6705763771084,0,1,1,2,4
"25",202,"alpine boro",1859,33787.378229986,0.00348313905364717,2.88333333333333,1.34934226878809,0.301426610575732,0.0023085543799541,2.12329635264318,0.334689678988017,0.384839325758865,0.708651236706872,0.413096466650061,0.449790794979079,0.603088650108926,22583.260645468,0.706313385009766,0.233432631733164,0.0036382282560922,0.000268594032328954,5.06666666666667,0.880686920111889,0.000109253367923793,0.63,6.51474632571699,0.946105771938481,2500,719400,41.7,0.00140587499471878,0.00609059211607004,0.0871882853407773,14120.4543586774,1.6,2256,1.93938014993959,0.356673132050067,0,6.18864181765079,0.116813809553325,0.961970004080418,5.49695003400392,3.63,2,0.0550205460555727,47,0.5,115.87397329384,115.87397329384,0,0,46.3495893175362,1,1,0,0,2
"26",203,"bergenfield boro",27456,15347.0232671551,0.115023822697406,7.42352941176471,5.12165033799553,8.55769015041473,0.061445140440893,2.90642760296217,0.168637905323459,0.70273186533098,0.435775790265204,0.203549915270198,14.5813174544101,0.0479120369123573,2176.78153293942,0.521418366350446,0.722234168368993,0.0947209977421783,0.0159122674981185,8.09411764705882,0.972042393805402,2.43866694034097e-06,3.1,15.6868670623287,4.995116166396,1403,369100,38.7,1.1360736037138,0.0336876967815501,0.238216354151161,13521.7272028608,6.2,11212,2.78146784918192,0.698636202875573,0.75,0.65826153032258,2.70293974798691,0.649937347398037,38.6572886208955,0.7,1,1.78901142730134,21,0.3,10.8730589584974,5.43652947924872,5.43652947924872,10.8730589584974,6.52383537509846,2,1,1,2,6
"27",204,"bogota boro",8415,4220.41596016839,0.278833530502631,13.5285714285714,4.77875641552234,20.4424919453354,0.0623161324575947,2.01968337222792,0.104629541783676,0.277937248843963,0.199883499632905,0.0719871664700288,41.994750656168,0.0264842912417689,102.45553101157,0.352764282226562,0.670250195465207,0.0774042220484754,0.0570758405003909,18.3857142857143,0.961560302501341,0.00363428148427378,3.34,6.0876749317792,3.05610637820168,1287,333300,41,0.909829495822045,0.0365181546968044,0.174523841287492,9123.56019859255,9.2,3576,1.2890546625426,0.231581237410571,0,0.782245794284832,0.598565948155921,1.68285251380004,15.2951692875872,-1.17,1,1.99387929517361,23,1,0,17.0587128040441,0,17.0587128040441,6.82348512161764,0,1,0,1,2
"28",205,"carlstadt boro",6207,22192.783825022,0.0954479900332244,9.4375,1.50291994924894,2.64202108242858,0.0354619774700221,0.879411223158558,0.251667242878354,0.512912081716616,0.343700451655072,0.185797133357159,100,0.00437019409582541,210.132416724358,0.366883571777344,0.0921155347384856,0.0243857105683804,0.275640310769116,11.3375,0.914224052669302,0.000144005210721123,2.01,7.21022856859909,3.27583106235141,1422,383150,42.45,0.0898164170958405,0.0328806276808676,0.0818315184772773,5128.18339111909,2.6,5767,0.331138931206428,0.25116238617381,0,1.74125142150998,2.81460771591835,2.73908653990157,5.54880276875312,0.68,2,0.279685507187328,13,0.3,23.7689093924591,0,95.0756375698365,0,23.7689093924592,1,0,4,0,5
"29",206,"cliffside park boro",24653,5046.85137085492,0.839396795286923,15.9272727272727,11.0738907201065,11.6578829732919,0.14286134998223,2.92875744308574,0.124681568563431,0.201517214910465,0.241983708184864,0.0650998584536764,96.869918699187,0.0193886787010262,0,0.339457145182292,0.804184373978424,0.136155606407323,0,35.0090909090909,0.932132044346284,8.48198407344002e-06,2.14,6.28731711882515,5.72590166129134,1440,441700,48.7,1.02995968926594,0.029678676103646,0.214999924351758,15435.9338240268,7.4,46047,0.61542352002515,0.819255486346654,0,0.86543044582055,0.0879381196150142,1.52293534771131,28.6866773631473,-0.95,1,4.88482782401097,11,1.2,31.0903509097058,18.6542105458235,18.6542105458235,12.4361403638823,16.166982473047,5,3,3,2,13
"30",207,"closter boro",8619,17402.3328635415,0.0811477445870799,2.375,2.56502902185148,7.93899919100309,0.0368341420099438,2.70094612265568,0.155931260762308,0.196130391999207,0.751549269794697,0.196727430438134,0,0.114529413804624,4659.70224722253,0.642822326660156,0.538115103820992,0.0768939034796624,0.0252204418318005,2.825,0.960545054240382,1.29025172086598e-05,2.17,8.40440052924534,1.12787540418592,2036,646150,39.75,0.038701869242886,0.0116618728024565,0.152492870381849,14190.2158846193,1.4,5636,2.83253735952257,0.302593573001646,0,0.82666048251191,0.0928973717017555,1.06781742176363,9.11127037922038,5.37,2,0.495278424311554,37,0.3,35.3401945724716,0,0,53.0102918587075,17.6700972862358,2,0,0,3,5
"31",208,"cresskill boro",8767,10943.934292078,0.0752725056138764,3.2,1.99541157041053,5.09437185508181,0.03289493434373,1.48033017406626,0.0223644888122139,0.179772436543582,0.268641495780395,0.0226851572507754,3.09412861136999,0.076317132663511,410.667585548693,0.54516904296875,0.808895589898228,0.0673954014323408,0,5.17142857142857,0.946674726893431,2.41209071875547e-07,2.2,5.57777067047084,1.26144353122808,1757.5,656300,36.1,0.113813592500754,0.0192951105067609,0.0865252073728086,9086.32411738265,1.2,3315,1.35073740368132,0.181331918448094,0,1.17320219623241,1.53604798270744,1.13136963608521,5.2671766780085,4.58,2,0.801083026087447,43,0.1,0,0,0,18.3469193963816,3.66938387927632,0,0,0,1,1
"32",209,"demarest boro",4961,10975.0320244566,0.0214457453218578,2.22857142857143,1.4540356467564,0.118519703078788,0.00956717026119103,1.52787970510717,0.143197528218332,0.454231965930249,0.329255523114938,0.180221159229518,1.0786957587644,0.130189190177086,3029.01560573368,0.588434521484375,0.61324513267684,0.0358565737051793,0.000601368112455837,2.21428571428571,0.944585158032913,0,2.08,7.05205083353506,1.04588957177308,2538,661300,38.6,0.099346451357746,0.011429703201826,0.0840369585854479,11858.6028006538,0,573,1.49311955962899,0.0494881392868031,0,1.9054248422531,22.6747750460738,0.672234447910924,4.38565983198922,7.45,2,0.452026015864464,50,0.2,32.0467236369026,0,0,0,6.40934472738052,1,0,0,0,1
"33",210,"dumont boro",17685,10330.3272191549,0.125312461029172,4.41,2.91580819217381,10.2752189105083,0.0537253068780723,2.5770506041203,0.0937413888130742,1.25922604206521,0.147351416006155,0.11988162751703,8.19625095638868,0.032842956277867,0,0.547392858886719,0.835010381728158,0.0737102699249321,0.00335409678965021,5.03,0.956741491036744,0,3.07,10.4052838065489,1.82124735065257,1405,388550,35.6,0.653117270315057,0.028852255202029,0.1910969708724,13111.244631396,5.5,2345,2.73392140402508,0.561573855314319,0,1.17443284254455,0.153964333955779,0.585085808685405,19.5181373008148,2.35,1,1.71194964349317,27,0.2,0,8.78972345578459,17.5794469115692,35.1588938231384,12.3056128380984,0,1,2,4,7
"34",211,"elmwood park boro",20116,14445.4757677718,0.171083430752468,8.9,2.78531962039958,9.20862366544187,0.057526661866962,0.806073930371646,0.170961788743106,0.452202168678736,0.602352307135624,0.21570578860325,52.0994532136593,0.02514457663474,0,0.356174606662326,0.553569388920617,0.102512849800114,0.122786978869218,10.35,0.946470974196535,1.38892810360369e-05,2.73,7.73519187834795,3.74220371624504,1590.5,354550,39.4,0.840236937902812,0.0359691066648858,0.255470120463972,12415.2807387947,9.2,162,1.1114373230752,0.775050602483434,0.25,0.449773518443958,2.05744537391308,0.927300641568461,28.6237260851057,-1.35,1,1.3925467269745,18,1.4,7.4616475822397,22.3849427467191,14.9232951644794,37.3082379111985,16.4156246809273,1,3,2,5,11
"35",212,"east rutherford boro",9760,21358.0987813803,0.121222797453665,7.91,2.59278975975713,4.36386762448984,0.0325403495467439,1.19151046442853,0.187411472468802,0.159292655296634,0.393552101552749,0.126997870024069,99.492385786802,0.0143126721121171,0,0.374888094075521,0.114145550061805,0.0685259579728059,0.0877626699629172,24.63,0.920602146984799,0,1.78,6.7881134271647,4.82998573851201,1434,407600,34.15,0.914729726478694,0.0221284238541904,0.128738400880782,7629.34609949383,7.5,7214,0.929952174745277,0.328030275080523,0.5,1.51971526775956,0.155910588812605,0.991432270128121,14.3884650323265,0.52,1,0.45696951305931,27,2.2,15.4097546314552,15.4097546314552,30.8195092629104,46.2292638943655,21.5736564840372,1,1,2,3,7
"36",213,"edgewater boro",12158,5116.64484141324,0.391067413572208,14.37,8.8986527521086,5.02825664569854,0.133876792552754,1.89170971612979,0.124822626701069,0.173978019937172,0.313514366021532,0.128447099632613,89.7455374097987,0.191096261339114,19198.1660269043,0.351021427408854,0.424608934042896,0.238348653442993,0.0278987260119336,58.96,0.906720869983547,4.75391530033761e-08,1.52,2.11319389076667,5.10261755822236,1911.5,431400,44.7,0.990564776602661,0.0303859725941932,0.144957518251243,13531.4782434688,5.7,1446,0.529053700126775,0.494523080649938,0,0.873509607206971,0.116237985420129,3.06061756949332,13.0909076342492,3.27,1,2.37616648738158,52,1.1,0,0,0,0,0,0,0,0,0,0
