"SSN","under40","over40","over16","prop_under40","prop_over40"
221,11714.0794933614,13432.2357953233,25626.529205009,0.45710753101406,0.524153531985043
222,2959.99656231367,5338.77774700855,8687.14581603272,0.340732920224591,0.614560623255048
223,16569.9714512324,19352.8130583612,37132.1899048888,0.446242774629643,0.521186956867664
224,1012.87899631983,2394.73087147399,3692.89416872537,0.274277829269456,0.648469943101714
225,3691.71910579066,5952.97775604918,10091.8954813161,0.365810279409395,0.589877071861314
226,788.985677962578,1888.79613991943,2723.02058648583,0.289746497649802,0.693640051527119
227,2593.61963898801,5155.71670572836,7981.44177964083,0.324956281157603,0.64596307886122
228,688.999425232991,2250.72997834092,2950.13922958403,0.233548104551709,0.762923307405486
229,2449.24549097671,4614.59246297515,7506.98707158684,0.326262116561629,0.614706328780144
230,3783.34274448198,4909.67443005856,8969.01137808385,0.421823831523587,0.547404192401356
231,8861.33169067407,10367.3462792102,19957.1170501435,0.444018625957317,0.519481158183396
232,7351.81849950822,10741.8805764955,18901.5911022632,0.388952361720911,0.568305626673373
233,8460.165588465,12716.6823269425,21911.5061165732,0.386106073377859,0.580365505652028
234,2810.21042131307,4756.24079712237,8006.08989956355,0.351009101392462,0.594077865323702
235,1997.75339598969,3454.05091239054,5823.05344250202,0.343076603317468,0.593168334533853
236,2140.70058544415,4377.36486675659,6847.33469399142,0.312632678423421,0.639280108594334
237,755.257954241182,1287.00641217264,2094.24961247435,0.360634162108712,0.614542986904052
238,5192.3428043101,7750.44840532655,13450.5798502909,0.386031149742426,0.576216675533057
239,4974.28622278701,7223.33661065016,12837.806996388,0.387471647158006,0.562661256138413
240,724.760306152339,1546.71239670076,2478.54237845281,0.292413925399475,0.624041134074241
241,1324.94503932951,3125.74566469657,4833.47146622864,0.274118725761986,0.646687517767735
242,3482.48897148247,6542.23426811811,10378.3874412124,0.335552029754986,0.630370980576329
243,1434.60090571277,3075.694173059,4746.93463289706,0.302216275693107,0.647932699924689
244,1914.24105489282,4113.56402838354,6340.97553763722,0.301884314728977,0.64872731395465
245,7582.52634170007,9297.38473630296,17566.1622288637,0.431655261001798,0.529278086765363
246,6850.66307597741,13397.1691881444,22419.6071293823,0.305565705787912,0.597564850750064
247,2373.66818546461,4246.82453254761,7125.22912605987,0.333135699002737,0.596026381385441
248,3421.01784833276,8180.68886278807,11786.3128052536,0.290253440991986,0.694083807036042
249,4159.42609965276,5386.83628076578,9656.48171749877,0.430739292149784,0.557846681468277
250,4778.90998664812,5552.37252793728,10684.0689282444,0.447293069592108,0.519687074767835
251,5945.81693758805,12087.5861858844,18392.6553050937,0.323271264478131,0.657196363732037
252,3694.4773381588,5146.13102315796,8950.68759538032,0.412759053289449,0.574942535790659
253,2291.56432738011,5246.30008434201,7940.23369432762,0.288601622521157,0.660723636898734
254,1785.83927077183,2425.94585422068,4687.79242281592,0.380955279094695,0.517502831911537
255,567.841817293933,1212.47573629502,1942.54522076117,0.292318454790685,0.624168602788007
256,5919.17335045307,8386.71326961399,14801.8244912177,0.399894847690234,0.566599967091222
257,4426.85950729129,6917.18719984148,11876.3943616647,0.372744401413662,0.582431585647676
258,654.347444451199,1879.98877851656,2787.86221526461,0.234712978592843,0.674347809666814
259,588.897554416221,750.188266009884,1391.52073134298,0.423204298111942,0.539113970142482
260,13328.9478529648,17410.5880995418,31954.7010162994,0.417120092789037,0.544852167155656
261,3039.05096261954,7303.75104412256,10736.731521045,0.283051779460325,0.68025832906472
262,612.981157105101,766.373103877851,1466.31625225597,0.418041576066562,0.522651987726905
263,1987.79026732235,4200.47812619289,6281.07470042501,0.316472954411423,0.668751499788509
264,2769.59362046157,4561.68030616793,7729.52368815257,0.358313620890595,0.590163183426147
265,4371.16650739889,5413.21705418168,10132.7760893535,0.431388838443953,0.534228429252406
266,2429.45991113884,4647.27497471358,7557.88586917338,0.321447022777622,0.614890864344562
267,3018.52328418483,5238.48673848222,8791.98524747573,0.343326700309407,0.595825242084687
268,1385.47587651697,2974.38866746906,4586.5134666466,0.3020760511426,0.648507562247225
269,3059.27573078335,3675.0731634701,6816.98227125722,0.448772728026934,0.539105577399767
270,3984.81056949611,8433.52659959499,13271.1467216711,0.300261209755833,0.635478363435128
301,302.468574566291,605.278352136069,930.101823712159,0.32519942102586,0.650765686836656
302,532.579346375843,1116.76867541618,1727.4501536113,0.308303741941535,0.646483878612377
303,1561.44903085242,1602.75019565274,3307.21586418803,0.472133992752173,0.484622190225927
304,3728.52809076881,6206.74227554467,10021.945057839,0.372036373104282,0.619315136904473
305,2830.27769497676,4581.34478235812,7879.5460105973,0.359192990455323,0.581422429185211
306,7225.17514301522,10026.8799676457,17983.4452382927,0.401768128813851,0.557561681578962
307,3127.64956630143,2785.49620964017,5921.60931293967,0.528175602444256,0.470395134571511
308,4813.9947541092,8092.47365056204,13489.9883864037,0.35685684940701,0.599887369711768
309,1210.06790815289,2250.40390781027,3705.67532392718,0.32654450332969,0.607285774142065
310,5528.45346049832,7509.28587606009,13403.7250639722,0.412456495049889,0.560238727683564
311,2098.51904741995,2611.48697711503,4773.109735462,0.439654473440852,0.547124856089709
312,2902.78746697795,4306.57548460824,7344.16635980784,0.395250777932255,0.586394053949634
313,13631.938059702,21584.346026692,36778.3987582654,0.370650667781952,0.58687563231233
314,137.910349361203,223.418904310215,359.777374271255,0.383321351545651,0.620992092020129
315,3675.64529150066,6108.10617383101,10142.6670668,0.362394355182192,0.602218936459489
316,1676.72405741185,3212.73747607782,5116.54378606404,0.327706382964757,0.627911654900398
317,3509.1920016337,6043.16697696843,9848.58830072285,0.356314214228667,0.613607432095104
318,1846.47265159787,4736.70498933031,7493.78863274091,0.246400418011591,0.632084146146756
319,6778.76645714836,8243.29448023841,15609.5255485343,0.434271140149091,0.528093852347257
320,5587.32538950038,12545.9473583954,18963.3459967377,0.294638160926957,0.661589329254116
321,989.197641998938,1973.49356075016,3032.60959655573,0.326186939170282,0.650757539972023
322,5272.40229098454,10279.8943862241,16267.7075974766,0.324102351815224,0.631920282844198
323,3609.2639830502,4112.99868919536,7832.05762459444,0.460832153700745,0.525149186374677
324,12065.9833775476,20474.3093317414,34127.916864328,0.353551710334816,0.599928481223595
325,3757.76383710724,2174.7626547329,5914.90133976268,0.635304567439836,0.367675220567611
326,3326.77392603699,2255.44597647296,5683.86625455321,0.585301232831084,0.396815455442179
327,2410.03293599602,3376.5190844732,5906.7349851362,0.40801440085947,0.57163883143055
328,445.523759847019,698.279825197579,1218.3450594204,0.365679457065282,0.573137979095817
329,8748.94725286808,11822.9533048291,21002.1143972598,0.416574592794789,0.562941096367502
330,2715.99874065762,3487.62738132207,6434.08511907675,0.422126641222824,0.542054902410511
331,639.432834419918,1400.97377266459,2155.61063163672,0.296636519153929,0.649919680346378
332,1680.72594245115,3062.88198790207,4838.54332222029,0.347361970436983,0.633017374017557
333,2209.2279470855,5844.71405617098,8868.67072563935,0.249104743588982,0.659029322091517
334,1030.41376259596,1821.18433775185,2965.14965699719,0.347508180629056,0.614196431351855
335,1626.76917516462,3852.91948786613,5592.25379913357,0.290896878717605,0.688974361010417
336,419.433206126931,839.699936256018,1289.22718101129,0.325336924558106,0.651320379079614
337,2559.23402089749,4490.54091852019,7019.8551622144,0.364570772723776,0.63969139173858
338,9845.36779155785,15145.0962847634,26246.7952868638,0.375107424885709,0.577026494824814
339,373.551963439202,757.132439679484,1162.44078368886,0.321351391555432,0.651329900243881
340,648.537614805411,552.007684433189,1201.73948504098,0.539665728619456,0.459340557004637
401,2912.06236002118,4192.17589524541,7276.93530555713,0.400177030266758,0.57609085682595
402,245.262869802958,430.251608866566,705.718423184354,0.34753644193711,0.609664697323867
403,2126.26476288972,3185.17559526195,5453.97169134191,0.389856215474152,0.584010291127541
404,3543.76216243724,5326.60911087315,9381.57482635939,0.377736385204789,0.567773450562584
405,2222.36369407023,3636.51730719144,6114.13584453225,0.363479607025357,0.594772082213958
406,1881.44612777968,2689.6958773332,4773.78297240396,0.394120582912094,0.563430699066477
407,773.551049985977,885.265019514879,1676.453262635,0.46142118436999,0.528058275912473
408,27800.9846855825,25229.7353570811,53392.4248304936,0.52069155453874,0.472533986556682
409,20562.9789025324,33862.5265127925,57839.7540301447,0.355516361494475,0.585454192892039
410,319.897743503112,928.235355579467,1313.857591812,0.243479769418485,0.706496169268463
411,1671.25608870608,1998.76180590518,3764.64818394691,0.443934202359889,0.530929241788977
412,4474.86993260845,6236.69159358988,11100.8947906657,0.403108940044292,0.561818818320309
413,631.988715074182,1074.49865663923,1803.22924761816,0.350476078351634,0.595874683187676
414,3771.00900474345,4422.28855394809,8473.20090830863,0.445051291188632,0.521914752382621
415,21232.0383398875,29047.1689875558,51639.1961683787,0.411161286683407,0.562502345947493
416,4486.96720353939,7699.69601973021,12939.3896521566,0.346768072077615,0.595058671754808
417,2442.90940232906,5173.18962047375,7904.99834476143,0.3090335121889,0.654420076368767
418,2085.92226402018,3594.02373486613,6049.70139294973,0.344797557520954,0.594082831766634
419,292.867957044801,441.722598331302,762.364412742871,0.384157434619891,0.579411356233238
420,625.040984785026,924.065735238716,1591.9961587633,0.392614631225349,0.580444701547868
421,763.47024664799,1626.13698942804,2520.83725895135,0.302863758434604,0.645078131741238
422,6281.09605493819,7062.79328202609,13586.6098283632,0.462300465994533,0.519834849991933
423,1585.8115244634,1852.76262976987,3537.35766375433,0.448303981447078,0.523770227917373
424,1120.05401089158,1661.45345925839,2923.51420300899,0.383119059157906,0.568306956589559
425,1588.10973932893,1820.64083864176,3510.17147433086,0.452430814546367,0.518675754719026
426,1354.46733566939,1946.78532358288,3349.13726926627,0.404422759287536,0.581279645193338
427,12101.598691522,16146.8597693903,28733.1775511604,0.421171611457686,0.561958723174291
428,3139.00587643854,4142.77641476549,7314.45589834763,0.429150974462456,0.566382034745929
429,468.121072741253,615.931904613662,1116.43669540071,0.4192992533027,0.551694428489374
430,3015.9966146157,3574.68470379436,6759.14990460389,0.446209457873008,0.528866019284396
431,1743.1428372338,2732.25904198321,4726.83748564307,0.36877570733673,0.578031093787751
432,2448.43703403294,3258.9878397814,5820.5990890829,0.420650348282057,0.559905911728905
433,131.874744065623,359.555266636385,514.235776152282,0.256448015057146,0.699203134652983
434,8050.80227659941,14247.9577388153,23970.8916934198,0.335857438244962,0.594385804293067
435,3297.89600094105,5328.30602102685,8814.62722371926,0.37413902111104,0.60448455570406
436,12902.2384813512,18042.312581163,31218.56316312,0.413287389747433,0.577935393339219
437,1008.04768973548,1015.30357394393,2010.18828182376,0.501469289643315,0.505078844168161
501,159.471578505952,860.933719329698,1211.71949800349,0.131607668910758,0.71050579011746
502,1561.1953845841,1220.93410954202,3052.25685110048,0.51148886242035,0.400010277346684
503,22.1440137921478,57.7565727695631,87.1381321950753,0.254125412541254,0.662816281628163
504,1692.65405310561,3086.77942190341,5033.13761950765,0.336301961334249,0.613291281752269
505,6016.80428659263,11942.8202416453,19029.0435869058,0.316190577793037,0.627610115406082
506,5580.99532202315,8991.85360280694,15471.8462996465,0.360719413438761,0.581175215204431
507,797.531530842132,2508.44891273373,3539.15683950008,0.22534506579109,0.708770203325618
508,2220.65777148418,6365.82509901643,9627.97817451833,0.230646323790122,0.661179843122661
509,249.723650549939,1443.63669678482,1902.8896477837,0.131233910931616,0.758654974273588
510,103.723449793356,549.53443362772,741.39586863867,0.139902923904621,0.741215937224953
511,3391.45662367947,5911.30219706309,9624.38814183489,0.352381530513885,0.614200311744295
512,88.536116559352,228.066731319954,345.299625744151,0.256403743179707,0.66048936725156
513,203.017771637556,477.231425744424,714.911223245958,0.283976198773019,0.667539423395283
514,1109.15937923426,2369.88050162878,3657.71119598924,0.303238642911577,0.64791351056568
515,557.613277397649,2113.92348826112,2838.73113060542,0.196430465494182,0.744671964692296
516,617.937268635572,1164.26448916158,1866.56505239431,0.33105584391121,0.623747073624963
601,9918.95772107632,7899.22466820785,17819.8332258257,0.556624610083394,0.443282749513042
602,1642.52515086454,2164.13537600723,3883.38970401244,0.422961710272711,0.557279990151691
603,913.660465525059,1497.17117607309,2464.63240234194,0.370708615474211,0.607462262790364
604,295.835426052198,576.409804971579,917.315838998144,0.322501164239459,0.628365695288888
605,2097.63731730046,2773.00152437999,5006.49929473659,0.418982844860428,0.553880338562174
606,198.262943612121,428.387127362604,657.370534033956,0.301599985620711,0.651667674749285
607,1157.64857788045,2554.59033183697,3928.49432748916,0.294679966769953,0.650272119259925
608,994.63224007331,1293.07119522908,2393.09578226714,0.415625754490708,0.5403340747206
609,3457.58849737358,3536.4373102925,7104.0694245415,0.486705336159737,0.49780444122289
610,8147.34530158529,12838.4131424527,21595.8186319581,0.377264943757614,0.594486060530908
611,44.1634448436977,98.2594471389666,150.781869933424,0.292896253794953,0.651666192907357
612,200.847728004121,434.794981786207,666.838231833933,0.30119408038701,0.652024675595515
613,2588.62537378968,3111.50473607428,5959.8930607727,0.43434090970989,0.52207392051274
614,19067.3675740379,26156.6681429108,47166.575740476,0.40425592222238,0.554559404244909
701,12613.8065720008,15935.4780522908,29239.3701546844,0.431398026197906,0.545000729085054
702,17696.5226916329,21201.1466785308,40186.0458507003,0.440364865888505,0.527574839219006
703,2820.73016527817,3671.95866407517,6753.07057346373,0.417695940623258,0.543746525988367
704,3150.29564767983,6291.5333384792,10574.2577287029,0.297921209081996,0.594985813652089
705,23828.1757647738,25618.3408342758,50880.5136012407,0.468316337203655,0.503500043947102
706,441.892263048699,1148.71202458023,1699.77735650759,0.259970672839544,0.675801463163629
707,1250.30736634679,4121.52650146621,6049.60919784685,0.20667572490332,0.681288057901843
708,1836.3403715462,3641.92572959737,5397.93211564902,0.340193305918485,0.674689057137111
709,18907.3666899545,21923.6482765409,41353.6888205158,0.457211127452659,0.530149761770815
710,6322.9382793513,15951.8063696243,23302.163204471,0.271345549504095,0.684563327003204
711,6777.46236576661,11372.2647534181,18548.3430031821,0.365394491820853,0.61311486160608
712,4424.16565926184,10043.9153212883,14761.1322489374,0.29971722931893,0.680429871632053
713,10733.2246298308,18365.722935614,29637.1529963266,0.36215437532617,0.619685802407887
714,106561.986468456,110738.665686722,220379.491683788,0.483538579993443,0.502490793678821
715,1168.68381889064,4010.90657549908,5291.31311625569,0.220868391874273,0.758017242105175
716,9293.20016516399,13323.8876966364,23261.5363625425,0.399509302409132,0.572786229119913
717,10771.5918986187,12476.5075618467,23922.2536275284,0.450274964321229,0.521543988125325
718,1459.76717146346,2894.49467780027,4949.81456473428,0.294913506833933,0.584768305952821
719,6743.40565520529,6650.28650895647,13683.1562727156,0.492825304396452,0.486019919411228
720,3000.65834332132,7342.04956316446,10643.8362680507,0.281915116669758,0.6897935460735
721,2792.88261540484,5118.78627700215,8732.81208139888,0.319814807575415,0.586155550959959
722,13779.6843641051,22842.8548253066,38702.9863563862,0.356036721229172,0.590209102082311
801,2764.72645622575,4018.36042039127,6985.30311891602,0.395791908978,0.575259276796401
802,9471.39146847738,14576.9719937635,25175.7129250239,0.376211450165652,0.579009303020547
803,2736.74619088464,4871.70520028618,7866.01204854846,0.347920416850831,0.619336096896161
804,1185.60052318358,2188.43048380308,3484.30157935856,0.340269203506156,0.628082969846128
805,5105.50419090385,8175.39427027868,13449.5848644592,0.379603106144581,0.607854766720892
806,9865.18415167247,6816.97054301969,16938.3042453713,0.582418641722551,0.402458855636777
807,1307.4417729695,2424.49164678552,3937.48692597536,0.332049806780154,0.615745954809728
808,3293.26931714013,6106.42064251911,9535.84659620488,0.34535678441501,0.640364815112417
809,1826.86904887842,2768.202834762,4631.49489661414,0.394444793669956,0.597691003996507
810,4807.10968129782,7317.22748487563,12426.9230775971,0.386830243599395,0.588820534188945
811,10904.9362188057,17777.4000980171,29147.2235714025,0.374132932150183,0.609917443919401
812,1013.12881765765,1320.26972516008,2355.47374576987,0.430116794753965,0.560511331332441
813,465.834969888365,731.245444837954,1266.64313403892,0.367771282510304,0.577309760884462
814,2018.01886871021,2780.01770836703,4906.61748176024,0.411285142200701,0.566585375505917
815,2581.76813890998,4099.15731444325,7073.18283710482,0.36500797425544,0.5795350422641
816,985.044693169046,1363.32543584079,2372.06526677788,0.415268798445454,0.574741957961671
817,798.316148215077,1071.33494339808,1885.43725688701,0.423411675620091,0.568215643074184
818,14290.4163354575,23274.4329895408,38802.1368426157,0.368289416467462,0.599823486112211
819,633.05872699606,1139.99060767004,1835.30990952096,0.344932876846558,0.621143383880923
820,6365.09467689099,10426.2219339814,17462.3093949766,0.364504747506194,0.597070049450659
821,1327.26545718871,1901.2285761962,3279.71798619901,0.404688897878968,0.579692700468923
822,3142.83304934344,4536.38388540417,8022.67411585057,0.391743825557376,0.565445363964309
823,928.307384478194,1443.59781796305,2445.83550961157,0.379546122717639,0.590226862064124
824,3663.59887640474,5738.30185398087,9388.89536235708,0.390205528447278,0.61117965772496
901,19544.6480169167,25800.6822003894,46535.3921185888,0.419995343911791,0.554431391372831
902,1012.73209651161,951.017248171815,2002.23023958942,0.505802018412868,0.474978965639251
903,4377.77052291493,4711.05944919309,9378.55996332938,0.466784937136642,0.502322261372061
904,7415.26186612102,6177.8847584393,13870.9796943578,0.534588185514917,0.445382005782347
905,31001.7544642947,13874.152790073,45658.1944107865,0.678996505761311,0.303869939867691
906,111686.462219549,97386.4622415546,212607.888100858,0.525316643785891,0.458056674714515
907,14376.8676635351,18290.6669490959,33577.1822442054,0.428173738909143,0.544735017252749
908,21586.6683691902,26805.9337216924,50470.2521646226,0.427710729456618,0.53112343552906
909,6874.07315014966,9418.24112314507,16905.2491269096,0.406623593568201,0.557119333317202
910,25409.5262248588,28130.3132425236,54545.5419779735,0.465840567412817,0.51572158278092
911,6039.55721429325,6052.4561383879,12521.9791786773,0.482316503494715,0.483346606157448
912,20385.3309320666,20714.7319106844,42308.6336302224,0.481824374434648,0.489610042520666
1001,1614.13333773183,3096.0042507081,4867.71541910947,0.331599774998172,0.636028194777767
1002,1003.60206529402,2628.54559396125,3626.53629651381,0.276738458748855,0.724808847629091
1003,47.8723178200483,125.07304759174,172.65606775071,0.277269825750746,0.724405746181634
1004,58.0700679058424,117.533561327106,178.705877061142,0.324947723381109,0.657692758962221
1005,819.199302175548,1287.55387070797,2134.97468814351,0.383704456415776,0.603076878549587
1006,4868.10328869186,5799.61416539315,10794.754079047,0.450969355396526,0.537262277854981
1007,965.779537087969,3160.54989373033,4421.51747704764,0.218427167166338,0.714811127658533
1008,1098.47277205337,2298.81560765253,3492.35116812714,0.314536745925941,0.658242970704841
1009,1800.73559493285,1749.69313611903,3573.53840786271,0.503908280647206,0.489624830187709
1010,837.100961230076,2007.14228539835,2937.1058679771,0.28500878036331,0.683374170227221
1011,44.3158229623453,93.9363792151592,144.199209982369,0.307323618262289,0.651434770181088
1012,401.353016819033,737.253193433158,1174.53077263332,0.341713496291963,0.627700193652842
1013,398.203220496753,731.060160740837,1164.96492139298,0.341815631684954,0.627538346705488
1014,1006.43450089301,1790.56291662517,2861.08644721009,0.351766547240963,0.625833210447446
1015,1256.43520400874,2669.3425444178,4117.09897711449,0.305174884303929,0.648355203325386
1016,1284.16275031979,2724.09242140511,4180.94329247326,0.307146655787367,0.651549717574298
1017,1002.04886889808,2166.99657074902,3159.6717958181,0.317137010946617,0.685829640159808
1018,641.319086148115,864.616319796787,1552.38650077756,0.413118180187015,0.556959442357762
1019,1900.11342147205,3825.83181345558,5825.05724816169,0.326196523145193,0.656788706181895
1020,73.4859774939433,141.927182270308,222.849928385761,0.329755445856534,0.636873358220818
1021,5544.92758025013,11590.3491326944,17891.0338768454,0.309927733546265,0.647830036680815
1022,3895.84766772145,8904.49930594088,13340.018339532,0.292042152309224,0.667502778429708
1023,15.9111015343301,52.1792930562884,72.9760961876493,0.218031689355055,0.715018968980138
1024,1413.33670117992,3145.67336849592,4780.45687472293,0.295648875874826,0.658027768251386
1025,1916.38181645026,2784.09592913158,4756.47516432704,0.402899573790037,0.585327544651542
1026,619.678028491047,1760.84065143092,2459.00120263586,0.252003955031335,0.716079621898288
1101,8476.15372708697,11918.8981440411,21226.0434431048,0.399328011826925,0.56152236642637
1102,13996.3865054337,15647.3815299221,30998.8964537779,0.451512411943551,0.504772211915791
1103,28594.6042025404,40999.1597833463,72785.375942213,0.392861942833719,0.563288425080019
1104,1942.70830317515,2150.38571138172,4331.47693182561,0.448509442333875,0.496455538198004
1105,423.288123247761,947.21910935206,1434.38620540382,0.295100525683452,0.660365462093515
1106,4708.14798699967,9871.84995651953,14998.5519892288,0.313906835165211,0.658186867879581
1107,11192.5511994715,15011.2556686314,27573.1594824438,0.405921969391936,0.544415509517117
1108,482.968479308702,1341.28538218758,2002.66966727794,0.241162328066396,0.669748688015373
1111,30848.7359455209,31530.1609836458,63867.1574881803,0.483014074193453,0.493683486531883
1112,3990.51258859593,7280.30024930026,11568.1936330634,0.34495554925624,0.629337689204321
1113,7930.1354151696,13301.9706402719,21576.3039815472,0.367539103173171,0.616508307059828
1114,12488.854927008,12822.1294277083,25967.3555721728,0.480944426254608,0.493778790530707
1201,8106.86037919809,10243.8607923651,18859.7091809213,0.429850762884462,0.543161121632136
1202,773.508462254454,2123.60336491631,3073.13744305695,0.251699924454085,0.691021278502887
1203,2443.98656876075,2849.16339274577,5505.87784083489,0.443886813222531,0.517476681304963
1204,12833.2034623352,24686.0765716859,39211.433769573,0.327282178401071,0.629563221706052
1205,31564.9908711271,45743.4898952022,80277.0906052472,0.393200483888287,0.569819976662336
1206,777.724941524616,1165.3988195601,1984.18155632861,0.391962589836619,0.587344850496682
1207,5705.49570648153,5424.05762240842,11443.1158535857,0.498596342070041,0.474001809630267
1208,1643.55834642498,2541.01820979477,4222.12896883759,0.389272416488374,0.601833394609532
1209,19471.8495526607,33020.9165952031,53705.6831732916,0.362565903683435,0.614849577253396
1210,4045.23102407328,6860.38318340629,11229.4148842395,0.360235245181898,0.610929710419269
1211,4082.11045978348,6451.54669479536,10712.1359181675,0.381073437731529,0.602265201270804
1212,2201.59050513754,3295.50562182749,5621.99818649448,0.391602848685782,0.586180484679658
1213,6993.35320761604,25858.3645946838,37779.3827078174,0.185110309019659,0.684457043532718
1214,30603.6770302393,13193.378623167,44267.710949457,0.691331816663872,0.298036160899096
1215,16362.1691851458,16798.9159643205,33947.6003067174,0.48198308679592,0.494848407915196
1216,18913.2844892144,19498.3879479243,39187.0184535829,0.482641579675607,0.4975726329121
1217,26629.0746332328,21169.8989824752,48623.8900811319,0.547654138506825,0.435380611200624
1218,7739.07624363974,9787.83632348859,17928.9052271766,0.431653586517312,0.545924929574184
1219,15036.3417904957,20273.0000060322,36214.5187921424,0.415202032002649,0.559803103346243
1220,2436.01176170116,4204.63010832265,6855.46851443741,0.355338480013582,0.61332498274448
1221,13466.487547155,22118.8106899198,35882.0199215449,0.375299037696293,0.616431592710834
1222,7363.35800574618,11176.3233170134,19353.5189726521,0.380466106249262,0.577482747856157
1223,5609.22410105798,6568.22194569461,12613.3333893328,0.444705925699366,0.520736409873174
1224,2123.62022692697,3989.02868054444,6499.79169457467,0.326721274575544,0.613716387845791
1225,33203.8761773752,45590.1840835474,81801.8522701607,0.405906165397273,0.557324593738785
1301,58.1196900229259,150.581980679166,227.58425668094,0.255376583910223,0.661653766720223
1302,625.238483438199,846.249506556308,1515.07164412715,0.412679153399645,0.558554118438302
1303,5880.76784780909,6457.20518978257,12643.3708077529,0.465126581924101,0.510718643624926
1304,1081.65433898254,2401.8768296867,3567.63758083248,0.303185038971964,0.673240141484952
1305,400.829943310255,1144.74529959538,1648.65876947561,0.243124866546973,0.694349443796356
1306,1752.05437498949,2691.42692989034,4607.81462704904,0.380235429764142,0.584100522206554
1307,1438.04253287158,2142.15634975928,3754.47442923046,0.383020995342439,0.57056091075798
1308,999.627479027441,2448.98532198089,3573.34332218239,0.279745713998991,0.685348454143273
1309,2551.60298157278,5227.13479517903,7875.81553767283,0.323979525595484,0.663694416175161
1310,270.455759030443,697.344727046437,1054.96022817228,0.25636583428269,0.661015181827841
1311,3256.31828676822,5703.25286707877,9264.51199348243,0.351482980329567,0.615602081479414
1312,694.401156284834,926.905341934691,1719.70345536059,0.403791220003818,0.538991381941682
1313,1215.97654993896,2841.26025498573,4023.49975031169,0.302218621945921,0.706166380342295
