"SSN","business_vacancy_rate","all_businesses","prevalent_type"
"1526",0,208,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1527",0,113,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1528",0.00452573553793734,195,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1529",0.0173476236230521,120,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1530",0.138954857282934,1404,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1531",0.00418865372802405,95,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1532",0.0510884264410621,159,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1533",1.7514683239452e-05,672,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1601",0.0862254656742669,291,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1602",1.29557375317719,4293,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1603",0.088061748061042,264,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1604",0.128129534607256,880,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1605",0.21985962562603,815,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1606",0.0711734331783718,349,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1607",1.02276977774868,2157,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1608",2.50710954080074,5146,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1609",0.123826079436778,534,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1610",0.0516087913854739,104,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1611",0.317287735010054,490,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1612",0.233729398961045,992,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1613",0.128361150450917,315,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1614",0.778587909820878,3328,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1615",0.308133099534784,996,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1616",0.0918265746807959,642,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1701",0.000960681888173545,76,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1702",0,163,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1703",0.00247463286173853,14,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1704",1.20797066714984e-06,31,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1705",0.0426514714174277,105,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1706",0.000177549368446473,80,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1707",0.089189936578184,120,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1708",0.102221002354997,464,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1709",0.0365071363431152,149,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1710",4.55761663933321e-05,260,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1711",0.00158278527381988,156,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1712",0.324319693835197,223,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1713",0.168263616242085,273,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1714",1.63703410807356e-05,138,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1715",0.0565078216206691,266,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1801",0.265200746584897,623,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1802",0.227597079688352,1168,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1803",0.0434891925438571,578,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1804",0.381319884220895,596,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1805",0.334561499852223,740,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1806",0.648118381196848,2273,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1807",0.000417435434466862,129,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1808",0.991105876231661,2825,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1809",0.117387428662886,413,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1810",1.03597610900965,1714,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1811",0.411487032712989,340,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1812",0.118708503552436,13,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1813",0.199051474161878,1025,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1814",0.263816079054542,493,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1815",0.022272356691585,180,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1816",0.276125231466195,460,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1817",8.23384960436876e-05,64,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1818",0.373382969274459,1419,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1819",0.137016180145711,105,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1820",0.304058961912095,1009,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1821",0.147193970972817,527,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1901",0.00846726874554084,83,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1902",0.207562065760697,292,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1903",0.00480328958061067,168,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1904",0.228989658446217,279,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1905",0.225331262226014,265,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1906",0.484892888951769,303,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1907",0.0667093952161867,102,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1908",0.000865530027845317,102,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1909",0.119896798426852,212,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1910",0.0431864849375255,209,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1911",0.480528301520576,252,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1912",0.328421445622981,323,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1913",0.0771341014108688,192,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1914",0.094253331145059,157,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1915",0.253114553522604,955,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1916",0.140558668003736,81,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1917",0.013116719851416,76,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1918",0.53761529116536,1190,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1919",0.0557331141409865,180,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1920",0.000144286405892243,103,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1921",0.262526059050639,101,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1922",0.643060940618091,716,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1923",0.00721682990109815,4,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"1924",0.455765392552669,472,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2001",0.229429993257965,866,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2002",0.177991907706101,904,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2003",0.461780659801567,1254,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2004",1.93689274952802,3733,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2005",0.0411447675978877,247,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2006",0.0975454111937202,288,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2007",0.256535114449905,710,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2008",0.0953291399834818,639,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2009",0.625743523563573,1775,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"201",0.0677419303048613,332,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2010",0.137095907519433,539,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2011",0.117435341465315,625,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2012",0.822309857922029,1317,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2013",0.464327160959325,1058,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2014",0.33805977611822,611,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2015",0.139185662352072,394,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2016",0.166279114672876,885,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2017",0.221109306415902,1223,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2018",0.202968559903689,1887,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2019",0.822262920440006,2731,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"202",0.000990776727021908,78,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2020",0.30685927842269,1653,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2021",0.000849268607368478,10,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"203",0.429538364481925,943,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"204",0.15843478296893,263,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"205",0.0965972402679918,787,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"206",0.161141544484595,721,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"207",0.175597113017169,641,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"208",0.0868614287504934,360,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"209",0.000464903507863825,105,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"210",0.335829952429022,555,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2101",0.0396391670898719,145,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2102",0.0378532910489952,232,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2103",0.129860191188976,211,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
