"SSN","municipality","pct_h_den_res","pct_res_urb","pct_com_urb","pct_ind_urb","med_walk_score","mean_walk_scre","bike_path_ft_p_mile","bikes_ft_p_mile","multiunit_struct","no_vehicle","public_transit","ams_bus","res_vac","bus_vac","avg_vac_r","avg_vac_b","occupancy_rate","vacancy_rate","mobile_home_rate","average_d_naloxone","average_d_syringe","ndvi","average_d_adultEd","cultural_dist","syr_prop_under_10mi","avg_MOUD_min_dist","MOUD_prop_under_10mi","avg_SUT_min_dist","SUT_prop_under_10mi","income_per_capita","employment_per_capita","mental_hlth_dist","avg_vol_opp","percent_SNAP","avg_prop_tax","num_households_20yrs","percent_renter","percent_crowded","iso.a","iso.b","iso.h","median_rent","median_home_value","percent_housing_cost_burdened","expenditure_sum","bars_ls_per_km2","forclosure_rate_pop","foreclosure_rate_mortgage","popDensity","HSgradrate","vlntCr","geogValue","geogName","pct_res_tot","pct_com_tot","pct_ind_tot","prop_under_10mi","p2015","p2016","p2017","p2018","allyears","deathCt","deathCt2015","deathCt2016","deathCt2017","deathCt2018","pop2016","area"
111,"galloway twp",0.0799181259949966,0.623475696216891,0.0746507099238084,0.00917890836216513,7.5,13.1764705882353,516.282158458129,284.556699723381,3644.94784590407,892.877261152125,547.693387853586,999.348170222919,12.1434922984135,2.88201504418175,948.712288530371,797.208566139268,0.872101032390025,0.127898967609975,0.00629393845023889,0.860475667780228,3.80855969584623,0.504206129064857,14.7006728887381,1.47106965251993,0.894736842105263,0.669406924186754,0.976744186046512,0.882003128913067,1,12291.1793416782,0.2376423663104,0.889348375182401,0,8.6,2.79,10325.5323651278,NA,0.586844163975782,0.245078572439909,0.583838411104962,0.393188399817,1325,209900,43.6,13305,0.00999516851121791,0.00890087236438837,0.0456630427393044,410,24,2.5,3,"rural",0.0926015626645326,0.0110874769215649,0.00136329493362537,1,35.7304537726064,63.5208067068558,31.7604033534279,51.6106554493203,182.62231928221,46,9,16,8,13,36512.7939147618,3101498030.19248
112,"hamilton twp",0.087126764910115,0.600081023207361,0.0823658776549569,0.0140401643613635,2,5.30434782608696,153.820773329251,140.751815195247,2697.60542805756,644.404359742293,190.322471720146,965.952154776253,45.6234575103991,10.8372870100573,1229.64244011572,1312.76766836335,0.912187694973416,0.0878123050265845,0.0196738467268077,1.03126693784366,5.78668726979344,0.681181185613083,10.2663399549994,3.19029018499758,0.666666666666667,1.82931461286378,1,1.09854051459487,1,11061.1033895131,0.209195169286539,1.29493050850587,1,10,2.7,5893.19190194037,2.00243819477994,0.157836727951676,0.51057036183369,0.236372356066373,0.427600054681863,1374.5,207400,39.65,28814,0.0104824122210131,0.00691068141208229,0.0539817296454316,238,13,1.7,3,"rural",0.0717354516535655,0.00984625943150167,0.00167840257032202,1,45.0610781498659,67.5916172247988,16.8979043061997,45.0610781498659,174.61167783073,31,8,12,3,8,26164.9830902362,3148124121.59017
113,"hammonton town",0.025369289464245,0.600054787015477,0.101492946171757,0.0441622478329779,5.5,16.6666666666667,105.168840819652,0,1111.72351884043,499.355294813479,190.486132786403,701.549641855566,46.7924144091544,36.8613636272214,4326.62554423442,6286.14991831807,0.909615522531661,0.0903844774683387,0.00177219118019536,1.09067344254039,10.9506083791707,0.573218451831959,9.14065196844514,1.15430016491583,0.555555555555556,1.95360418232814,0.958333333333333,1.09601084553374,1,14654.1508199565,0.268704010296215,1.16638159901023,0,8,2.51,4887.27510940661,1.6703051000404,1.52575250763153,0.0327599829127176,0.11306907552633,0.282602041776292,1183,235400,36.9,30,0.0191026065203542,0.00826111737561685,0.0428597373393776,351,4,1,3,"rural",0.115992405101593,0.0196188934444831,0.00853669606790021,1,22.253172292414,100.139275315863,100.139275315863,111.26586146207,333.79758438621,30,2,9,9,10,14235.415159115,1151675307.81613
114,"linwood city",0.032793247307655,0.719009417509592,0.112731077781653,0,31,32.8666666666667,4191.89888702214,4177.88585901264,372.201876739226,153.585461296072,14.5297191109945,521.896548642064,41.8266347530878,6.98462753840269,1306.44756196991,789.453188874837,0.87148374682792,0.12851625317208,0.0034967943083408,0.38048813912035,2.75650074013617,0.593325328480114,14.5948391268149,1.25351314835025,1,0.19379795247267,1,1.39433805011503,1,16073.0895084551,0.207997713434897,0.512772493978532,0,3.5,3.18,2379.98437403635,1.97858111473482,0.184676413520098,0.331758030625741,2.11288398471415,1.55448162888239,1444,241700,39.9,5526,0.0246775135279574,0.0066190619375759,0.031392907701938,1771,36,0.1,2,"suburban",0.36932062491042,0.0579045435000717,0,1,29.2608693635273,29.2608693635273,29.2608693635273,58.5217387270546,146.304346817636,5,1,1,1,2,5712.74323491164,121567483.843287
115,"longport boro",0.963014331946371,0.957503320053121,0.0270030987162461,0,40,34.6666666666667,25551.263984521,25551.263984521,21.058717051624,1.25633232222097,1.07639346982107,2.51293982660689,4.21640498301873,1.2508280225221e-05,99.9870875819077,0.00824295666842064,0.444160623704432,0.555839376295568,0.00348612873482968,0.0357123844837247,0.144647755806488,0.049046423339844,0.998050467134196,0.038790511837491,1,0.0754311567672949,1,0.0959310589305811,1,1435.76850518592,0.0129991785584449,0.0448915162623599,0,0.6,0.86,37.0043167663334,0.487511073950127,0.0089725514735558,1.05899431962121,5.32305348354566,0.996036471710365,1449,446150,40.35,2124,0.0603838070021677,0,0,2246,33,0,2,"suburban",0.568911099421357,0.016044187269858,0,1,0,3228.55414128416,0,0,3228.55414128416,2,0,2,0,0,107.295680008479,16558662.7929292
116,"margate city",0.93909626719057,0.867965895249695,0.0908647990255785,0,48,50.9230769230769,0,0,2362.2967280345,224.87449728404,46.0977679394972,229.76983577584,422.171568162162,7.9947546272384,2339.27666400207,2497.69747718224,0.425289541438396,0.574710458561604,8.58829137723937e-08,0.299888166712858,2.92646297618182,0.363928564453125,27.6506028420673,0.442150196405847,1,0.335229097418959,1,2.01225296209702,1,36608.0096951013,0.309189512657413,0.364650908801059,0,4.8,1.36,2639.29860852262,1.11277913353299,0.699746856573076,0.0746183241110023,0.0943984978455794,0.60682132092639,1251,477100,40.7,11610,0.285701933328484,0.00295909894719901,0.0228136882129278,4284,46,1,2,"suburban",0.682174995213479,0.0714148956538388,0,1,62.8928389629272,31.4464194814636,31.4464194814636,62.8928389629272,188.678516888781,6,2,1,1,2,6068.43250352056,45501633.3293721
117,"mullica twp",0.00935246096536419,0.79718203070702,0.043312061666772,0.0135527895368674,2.5,13.25,0,0,17.3135080294467,114.865623318241,85.8583845203422,72.0907147946689,1.01762461323105,0.00815552868313445,287.506840483805,1.03268577334926,0.927746708430635,0.0722532915693653,0.0371091173488664,0.801329167245721,3.05678680052599,0.689934589709974,3.86389987789314,0.990935106096924,0.857142857142857,1.38887600984471,0.947368421052632,0.752907738766889,1,4576.11891683837,0.0836826075499587,1.04681897057188,0,8.7,2.53,2384.65947533983,1.62085813344216,0.028850416315554,1.63240367881522,0.822927254374243,1.36612243349667,1158,240600,35.3,203,0.00378699541382168,0.0125249261757014,0.0524760597645151,107,7,1.1,3,"rural",0.069377352421224,0.00376937267850908,0.00117947547708271,1,24.8290092744428,99.3160370977714,74.4870278233285,99.3160370977714,297.948111293314,12,1,4,3,4,5979.0717883998,1584374686.01662
118,"northfield city",0.0105085381872772,0.662975864642946,0.163535705399353,0.00416770340880816,34.5,39.0833333333333,4223.1886667125,4223.1886667125,201.848475120922,79.664630317524,56.7928761758219,746.750711655017,19.3212248876439,17.7953360435021,4300.28604092948,6563.61919009164,0.906627670071119,0.0933723299288811,0.00636898334492736,0.312219506601835,3.38115815735398,0.58910072265625,20.9883988512235,1.71184056407371,1,0.256051059723198,1,0.953816541571145,1,18671.7990565149,0.299164796274296,0.412686600349833,0,7.3,3.07,3502.11884053011,0.90716715282239,0.601484158406943,0.118271423544651,0.069503444697555,0.728150654357278,1477,232550,40.3,2622,0.0198333206981704,0.00978961944608307,0.0361131491103573,2459,29,0.2,2,"suburban",0.460388768898488,0.113563714902808,0.00289416846652268,1,74.4612833344113,93.0766041680142,0,55.8459625008085,223.383850003234,12,4,5,0,3,8284.8046297752,100838915.855105
119,"pleasantville city",0.138957816377171,0.574247592728529,0.130575586165206,0.0762986312016927,34,36.6,387.01855112195,387.01855112195,3087.15246498172,1157.34349582873,944.978103914301,991.640810980918,187.853943453247,38.901150298777,2128.60629044352,2554.9529484645,0.870943663829817,0.129056336170183,0.000159077528992818,0.253878924126662,1.79668047353498,0.442472556666324,14.1264501697248,1.21349559765921,1,0.43780230951699,1,0.379449261440802,1,6431.25471215347,0.194504165143707,0.278837564604878,0.25,25,4.07,4156.94194677929,3.65259673400636,2.400015202863,0.3342410901393,0.594970214214328,0.600814927891647,1194,172900,54.5,10195,0.0543293380501889,0.0198077327211733,0.0878331434058608,3644,1,7.5,2,"suburban",0.286116907983907,0.0650588412469611,0.0380155332286311,1,15.0790106283471,37.6975265708676,60.3160425133882,75.3950531417353,188.487632854338,25,2,5,8,10,19515.5800711335,202472818.327511
120,"port republic city",0,0.639552860030919,0.00844333452253538,0,5.5,7.16666666666667,695.231292002839,148.750853132962,112.237652118078,25.062425913948,3.53694559495567,37.5987913685312,0.0121864935491664,0.00348185529976182,1.46312782478941,1.26913625676318,0.858183216587759,0.141816783412241,0.00473180387697373,0.0954650180105172,0.361404101756199,0.636619387090774,1.67632305812902,0.175273904613427,1,0.0933126540710605,0.8,0.200622739624395,1,1543.3546219422,0.0217037139262392,0.111506861529685,0,5,2.18,331.052709699842,0.996770690399482,0.00148831526620689,7.04321236849763,13.8634912987808,3.25067849016647,1265.5,229400,38.45,52,0,0.0111775380478705,0.0357311922204975,144,45,3.6,3,"rural",0.0982193406994795,0.00129668523422518,0,1,0,0,0,0,0,0,0,0,0,0,1066.72090903344,238518253.414795
121,"somers point city",0.157821368117096,0.599725307536128,0.192822166487519,0.00459811298220471,32,28.2941176470588,1626.78793464228,1619.93787355391,2106.04054475791,377.757733439586,205.199534145692,648.849960835257,153.794419815633,9.79898623931797,1600.51641109235,2110.12308187571,0.807487002357275,0.192512997642725,0.00281059552584427,0.321720146865357,3.48146662776473,0.480904167683919,14.9419491508903,1.17574410138322,1,0.30703107382817,1,2.21917019069203,1,11941.5224176847,0.212436147602086,0.405021151042806,0,11,2.81,3202.11493110181,2.57073342251304,0.401097738229279,0.111116939535679,0.175949903450605,0.199398186095621,1422,276800,40.3,15,0.144176600141579,0.00830447474496188,0.0400889052831909,2600,18,2.5,2,"suburban",0.315371329879102,0.101397393625373,0.00241796200345423,1,45.1079306062635,45.1079306062635,75.1798843437725,60.143907475018,225.539653031318,15,3,3,5,4,10173.8263488479,138712374.324912
122,"ventnor city",0.991596638655462,0.807996982270841,0.121337859927072,0,46,42.1052631578947,0,0,3373.03801133252,703.316410382921,828.727553033563,405.399157765445,143.538400228971,14.9883995361626,9997.36391204126,6074.20381150921,0.552855218727133,0.447144781272867,5.47663056366042e-06,0.162897182390227,1.2432881288662,0.407063102213542,18.4811053497548,0.644835992716584,1,0.0858976027449634,1,0.628183298659388,1,13522.8091113492,0.218673230478722,0.159164732862161,0,16,2.23,2489.4895337667,3.83852878854778,0.680306161923903,0.418151960587021,2.8119003822151,0.903516915992817,1152,239700,50.55,9884,0.112563617133316,2.12851595227301e-05,0.0555890198810725,5251,12,1.4,1,"urban",0.393846531012503,0.0591443981367982,0,1,31.4245228527219,141.410352837249,78.5613071318047,157.122614263609,408.518797085385,26,2,9,5,10,10203.4694791679,71072627.0269749
123,"weymouth twp",0.112240339513067,0.807976899476629,0.0378992961559285,0.00460205739036275,0.5,3.125,0,0,9.02893524262574,8.36951504779136,1.35368959606011,11.9454990540601,0.324885722942283,0.158843462076882,34.1712722496678,13.3422991373013,0.918123156324476,0.0818768436755242,0.195128613250898,0.16689639950933,0.49137726777472,0.711260270690918,0.937521520995137,0.30556107400574,1,0.381619767506934,1,0.177229993584921,1,1018.12546635628,0.0151601764859473,0.21565712000601,0,6,2.21,301.862826674278,0.90956146455179,0.0318885452512729,7.88836357967907,9.3128695671883,23.5648737472211,1374.5,197450,42.85,24,0.00884472060623633,0.0085542974094061,0.0428346816642024,233,11,1.1,3,"rural",0.114992422880333,0.00539388179693319,0.000654971361056173,1,403.909621229085,0,201.954810614542,403.909621229085,1009.77405307271,5,2,0,1,2,798.753544374394,339174183.641599
201,"allendale boro",0.0393604934263918,0.802683864243372,0.0618852192039607,0.0500944563872061,NA,NA,5641.59904201133,0,256.470761071623,103.851764953349,541.014908033071,388.653525555848,15.0619153716321,26.0563347422086,3221.99026993586,3774.04811235294,0.938409114669354,0.0615908853306464,1.0949474263057e-05,0.0530936829111979,1.16149832187585,0.693766322544643,1.1917617986358,0.400635114111923,1,0.882700300294161,1,0.239500348175513,1,10349.3348727766,0.0888182882165381,0.0697975838106173,0,0.6,2.23,2489.70224838298,0.751975650376413,0.057963795069701,0.463590110719948,0.217175651468498,0.814358094101222,1921,697300,35.8,4608,0.0575593185975206,0.000886836658183212,0.00514946392155679,2228,47,0.1,2,"suburban",0.617891886470765,0.0476381506368469,0.0385618293049845,1,0,23.3382204713855,23.3382204713855,46.676440942771,93.352881885542,4,0,1,1,2,6780.22496507103,86863335.6553138
202,"alpine boro",0.00449790794979079,0.704339497531865,0.0109776762690636,0.000810432476239593,NA,NA,22583.260645468,10406.0569358797,25.0938323183018,21.6484109499114,53.7647062340969,4.40120538191653,1.40978639944758,0.229728678227082,3185.14390825762,23.5112756249071,0.880686920111889,0.119313079888111,0.000109253367923793,0.334689678988017,2.12329635264318,0.706313385009766,1.93938014993959,0.356673132050067,0.833333333333333,0.384839325758865,1,0.708651236706872,1,14120.4543586774,0.0871882853407773,0.413096466650061,0,1.6,0.63,598.903334784468,0.946105771938481,0.00140587499471878,6.18864181765079,0.116813809553325,0.961970004080418,2500,719400,41.7,2256,0.00560557067138178,0.00138559459713508,0.00609059211607004,295,47,0.5,2,"suburban",0.233432631733164,0.0036382282560922,0.000268594032328954,1,115.87397329384,115.87397329384,0,0,231.747946587681,2,1,1,0,0,1591.02749083551,178397299.96719
203,"bergenfield boro",0.145813174544101,0.76037127171883,0.0997226781368498,0.0167525043862131,NA,NA,2176.78153293942,0,2770.97500909678,789.693027691293,2148.48505018995,831.176303386457,67.4624401043505,59.338101436726,8342.32568179312,8069.90181184109,0.972042393805402,0.0279576061945979,2.43866694034097e-06,0.168637905323459,2.90642760296217,0.521418366350446,2.78146784918192,0.698636202875573,1,0.70273186533098,1,0.435775790265204,1,13521.7272028608,0.238216354151161,0.203549915270198,0.75,6.2,3.1,8145.46815928405,4.995116166396,1.1360736037138,0.65826153032258,2.70293974798691,0.649937347398037,1403,369100,38.7,11212,0.18511295618464,0.0071324965122964,0.0336876967815501,9697,21,0.3,1,"urban",0.722234168368993,0.0947209977421783,0.0159122674981185,1,10.8730589584974,5.43652947924872,5.43652947924872,10.8730589584974,32.6191768754923,6,2,1,1,2,27533.1320839372,81032256.9202569
204,"bogota boro",0.41994750656168,0.733789856623154,0.0847421356730152,0.0624866252942435,NA,NA,102.45553101157,0,911.002518223874,188.478339752763,695.492721619934,209.023534384228,18.7960007736569,17.3331543370616,4217.16776556909,5376.37538162321,0.961560302501341,0.0384396974986588,0.00363428148427378,0.104629541783676,2.01968337222792,0.352764282226562,1.2890546625426,0.231581237410571,1,0.277937248843963,1,0.199883499632905,1,9123.56019859255,0.174523841287492,0.0719871664700288,0,9.2,3.34,2445.56269859193,3.05610637820168,0.909829495822045,0.782245794284832,0.598565948155921,1.68285251380004,1287,333300,41,3576,0.448739208142367,2.61143061546886e-05,0.0365181546968044,11272,23,1,1,"urban",0.670250195465207,0.0774042220484754,0.0570758405003909,1,0,17.0587128040441,0,17.0587128040441,34.1174256080882,2,0,1,0,1,8202.03714487651,22283789.1388766
205,"carlstadt boro",1,0.181884908984146,0.0481503229594833,0.544260129183793,NA,NA,210.132416724358,0,1282.71686922544,88.7175194254543,396.724555558068,711.910531267692,18.9564406500313,68.6295903008096,2371.42378487502,2079.27059187129,0.914224052669302,0.0857759473306974,0.000144005210721123,0.251667242878354,0.879411223158558,0.366883571777344,0.331138931206428,0.25116238617381,1,0.512912081716616,1,0.343700451655072,1,5128.18339111909,0.0818315184772773,0.185797133357159,0,2.6,2.01,2077.54809714682,3.27583106235141,0.0898164170958405,1.74125142150998,2.81460771591835,2.73908653990157,1422,383150,42.45,5767,0.153608697594874,0.00437429118199283,0.0328806276808676,1579,13,0.3,2,"suburban",0.0921155347384856,0.0243857105683804,0.275640310769116,1,23.7689093924591,0,95.0756375698365,0,118.844546962296,5,1,0,4,0,6154.12107117308,117177861.099201
206,"cliffside park boro",0.96869918699187,0.819317235636969,0.138717735220649,0,NA,NA,0,0,8463.50770949828,2037.52914246358,4005.73028668643,614.909995184989,113.527844287168,28.9038693528779,10190.7529829558,8405.33362374345,0.932132044346284,0.0678679556537159,8.48198407344002e-06,0.124681568563431,2.92875744308574,0.339457145182292,0.61542352002515,0.819255486346654,1,0.201517214910465,1,0.241983708184864,1,15435.9338240268,0.214999924351758,0.0650998584536764,0,7.4,2.14,5936.25045764124,5.72590166129134,1.02995968926594,0.86543044582055,0.0879381196150142,1.52293534771131,1440,441700,48.7,46047,1.35087861404366,0.00241456374520378,0.029678676103646,26190,11,1.2,1,"urban",0.804184373978424,0.136155606407323,0,1,31.0903509097058,18.6542105458235,18.6542105458235,12.4361403638823,80.8349123652351,13,5,3,3,2,24518.7913454064,26647366.7109566
207,"closter boro",0,0.788099701451087,0.112615427341526,0.0369367492883427,NA,NA,4659.70224722253,0,282.084877914695,62.9041522953607,411.829944820872,636.69775545862,36.658685057484,62.6368353667374,4977.87436748195,5088.89848143298,0.960545054240382,0.0394549457596179,1.29025172086598e-05,0.155931260762308,2.70094612265568,0.642822326660156,2.83253735952257,0.302593573001646,0.75,0.196130391999207,1,0.751549269794697,1,14190.2158846193,0.152492870381849,0.196727430438134,0,1.4,2.17,2895.3839407087,1.12787540418592,0.038701869242886,0.82666048251191,0.0928973717017555,1.06781742176363,2036,646150,39.75,5636,0.130594676267608,0.00209517930642507,0.0116618728024565,2774,37,0.3,2,"suburban",0.538115103820992,0.0768939034796624,0.0252204418318005,1,35.3401945724716,0,0,53.0102918587075,88.3504864311791,5,2,0,0,3,8557.30317092961,91884288.1165269
