"Place.Name","SSN","area.x","municipality","HDensRes","resUrb","comUrb","indUrb","allPaths","multiunit","noVehicle","pubTransit","avgVacBiz","occRate","mblHomePct","naloxDist","syrngDist","ndvi","adultEdDst","cultrDist","syrngProp","moudDist","moudProp","sutDist","sutProp","incPerCap","empPerCap","mentHlDist","voluntrOp","snapP","avgPropTax","house20Yr","rentPct","crowdedPct","isoAsian","isoBlack","isoHisp","medRent","medHValue","burdenPct","govExp","alcLicKm2","frClsRtMrt","popDens","hsGradRt","vlntCrRt","landUseClass","resPctTot","comPctTot","indPctTot","naloxProp","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518","opDt1518","opDt15","opDt16","opDt17","opDt18","pop2016","area.y","bizNum","mriScore","SVIthemes","parksProp","schoolPPop","mblHome","ageCt","bizDens","pubTransit2","noVehicle2","multiunitPP","pathsDens","compEnv","hsaEnv","phyEnv","resEnv","commEnv","comEnv","BEIndex","commEnvS","compEnvS","comEnvS","hsaEnvS","phyEnvS","resEnvS","BEIndexS"
"galloway twp",111,3101498030.19248,"galloway twp",0.0799181259949966,0.623475696216891,0.0746507099238084,0.00917890836216513,516.282158458129,3644.94784590407,892.877261152125,547.693387853586,0.62772328042462,0.872101032390025,0.00629393845023889,0.860475667780228,3.80855969584623,0.504206129064857,14.7006728887381,1.47106965251993,0.894736842105263,0.669406924186754,0.976744186046512,0.882003128913067,1,12291.1793416782,0.2376423663104,0.889348375182401,0,8.6,2.79,0.282792173867398,NA,0.586844163975782,0.245078572439909,0.583838411104962,0.393188399817,1325,209900,43.6,13305,0.00999516851121791,0.0456630427393044,410,24,2.5,3,0.0926015626645326,0.0110874769215649,0.00136329493362537,1,35.7304537726064,63.5208067068558,31.7604033534279,51.6106554493203,182.62231928221,46,9,16,8,13,36512.7939147618,3101498030.19248,1270,-2.85,NA,0.0672910929894933,0.000246488943601803,92.293564413622,25188.5969802602,4.09479544283696e-07,0.0150000405099693,0.0244538192074954,0.0998265937800627,1.66462191312786e-07,55.3529787641065,17.8093573178604,69.4643032558178,26.5680145434733,38.8452963129161,64.7995928439471,45.4732571730202,27.9134297200974,66.4041227935084,60.4806310746722,21.655407569163,57.6616721241663,34.9656514430882,44.8468191207826
"hamilton twp",112,3148124121.59017,"hamilton twp",0.087126764910115,0.600081023207361,0.0823658776549569,0.0140401643613635,153.820773329251,2697.60542805756,644.404359742293,190.322471720146,1.37895763483545,0.912187694973416,0.0196738467268077,1.03126693784366,5.78668726979344,0.681181185613083,10.2663399549994,3.19029018499758,0.666666666666667,1.82931461286378,1,1.09854051459487,1,11061.1033895131,0.209195169286539,1.29493050850587,1,10,2.7,0.225232016455592,2.00243819477994,0.157836727951676,0.51057036183369,0.236372356066373,0.427600054681863,1374.5,207400,39.65,28814,0.0104824122210131,0.0539817296454316,238,13,1.7,3,0.0717354516535655,0.00984625943150167,0.00167840257032202,1,45.0610781498659,67.5916172247988,16.8979043061997,45.0610781498659,174.61167783073,31,8,12,3,8,26164.9830902362,3148124121.59017,952,-4.57,31.5043455352106,0.348486830716489,0.000496847254025214,213.634663395097,17753.6808449041,3.02402307923974e-07,0.00727393826564968,0.0246285028169103,0.103099834567224,4.88610891401429e-08,55.7903025744307,29.8040556996184,65.4274458887534,29.0813345185225,39.248258910316,66.3996626514095,47.6251767071751,29.130099252667,67.0768330572367,63.1141594798954,36.4151279694403,48.8068545496485,40.6639496261487,47.5345039891728
"hammonton town",113,1151675307.81613,"hammonton town",0.025369289464245,0.600054787015477,0.101492946171757,0.0441622478329779,105.168840819652,1111.72351884043,499.355294813479,190.486132786403,6.2486579704951,0.909615522531661,0.00177219118019536,1.09067344254039,10.9506083791707,0.573218451831959,9.14065196844514,1.15430016491583,0.555555555555556,1.95360418232814,0.958333333333333,1.09601084553374,1,14654.1508199565,0.268704010296215,1.16638159901023,0,8,2.51,0.343318059556364,1.6703051000404,1.52575250763153,0.0327599829127176,0.11306907552633,0.282602041776292,1183,235400,36.9,30,0.0191026065203542,0.0428597373393776,351,4,1,3,0.115992405101593,0.0196188934444831,0.00853669606790021,1,22.253172292414,100.139275315863,100.139275315863,111.26586146207,333.79758438621,30,2,9,9,10,14235.415159115,1151675307.81613,1006,-4.26,36.0543293669198,0.355819416538841,0.00042148401946382,9.95662392905439,8987.48265514392,8.7351008845334e-07,0.0133811434831554,0.0350783794664211,0.0780956162088879,9.13181346390751e-08,48.0675484990209,36.2699714660685,67.3322041343097,23.0115534953252,40.4153739325584,62.9978340148595,46.3490809236904,32.6539828531032,55.1973611233238,57.5151460479349,44.3715688741729,52.984928049487,26.9023026733437,44.9375482702276
"linwood city",114,121567483.843287,"linwood city",0.032793247307655,0.719009417509592,0.112731077781653,0,4191.89888702214,372.201876739226,153.585461296072,14.5297191109945,1.18536514846072,0.87148374682792,0.0034967943083408,0.38048813912035,2.75650074013617,0.593325328480114,14.5948391268149,1.25351314835025,1,0.19379795247267,1,1.39433805011503,1,16073.0895084551,0.207997713434897,0.512772493978532,0,3.5,3.18,0.416609722539571,1.97858111473482,0.184676413520098,0.331758030625741,2.11288398471415,1.55448162888239,1444,241700,39.9,5526,0.0246775135279574,0.031392907701938,1771,36,0.1,2,0.36932062491042,0.0579045435000717,0,1,29.2608693635273,29.2608693635273,29.2608693635273,58.5217387270546,146.304346817636,5,1,1,1,2,5712.74323491164,121567483.843287,666,1.65,15.9031007155518,0.180991506298068,0.00140037800948422,8.45908004191831,3417.53345594874,5.47843863296986e-06,0.00254338739087741,0.0268847128219386,0.065152915409296,3.44820732855337e-05,54.2397685208949,11.2972745971544,61.8057439378981,20.3420015884062,37.8741982366228,62.1264469706525,41.2809056419381,24.9813823038197,64.6917349961441,56.0809445386257,13.6421572879157,40.8626773920046,20.849789291921,36.8514476350718
"longport boro",115,16558662.7929292,"longport boro",0.963014331946371,0.957503320053121,0.0270030987162461,0,25551.263984521,21.058717051624,1.25633232222097,1.07639346982107,0.000216919912326859,0.444160623704432,0.00348612873482968,0.0357123844837247,0.144647755806488,0.049046423339844,0.998050467134196,0.038790511837491,1,0.0754311567672949,1,0.0959310589305811,1,1435.76850518592,0.0129991785584449,0.0448915162623599,0,0.6,0.86,0.344881702258741,0.487511073950127,0.0089725514735558,1.05899431962121,5.32305348354566,0.996036471710365,1449,446150,40.35,2124,0.0603838070021677,0,2246,33,0,2,0.568911099421357,0.016044187269858,0,1,0,3228.55414128416,0,0,3228.55414128416,2,0,2,0,0,107.295680008479,16558662.7929292,38,4.21,0.253828005522601,0.030060989433907,0,0.35877697613998,61.9472343494446,2.29487129940388e-06,0.0100320298984638,0.011709067150902,0.196268079478688,0.00154307532583077,34.3960721339507,1.08417195612382,67.3135201675461,22.1396515427464,37.6766917076922,74.4822241316098,39.5153886066115,24.3850486049005,34.1673091252761,76.4171136046463,1.07472669456294,52.9439449028915,24.9254921750747,35.652272517892
"margate city",116,45501633.3293721,"margate city",0.93909626719057,0.867965895249695,0.0908647990255785,0,0,2362.2967280345,224.87449728404,46.0977679394972,6.88070930353234,0.425289541438396,8.58829137723937e-08,0.299888166712858,2.92646297618182,0.363928564453125,27.6506028420673,0.442150196405847,1,0.335229097418959,1,2.01225296209702,1,36608.0096951013,0.309189512657413,0.364650908801059,0,4.8,1.36,0.434922627382186,1.11277913353299,0.699746856573076,0.0746183241110023,0.0943984978455794,0.60682132092639,1251,477100,40.7,11610,0.285701933328484,0.0228136882129278,4284,46,1,2,0.682174995213479,0.0714148956538388,0,1,62.8928389629272,31.4464194814636,31.4464194814636,62.8928389629272,188.678516888781,6,2,1,1,2,6068.43250352056,45501633.3293721,363,-0.38,13.6971414188086,0.0725248643821673,0.000823935999469267,0.00061577388847044,3180.01227640387,7.97773559846427e-06,0.00759632210010639,0.0370564387349749,0.389276263131217,0,64.1820975885143,13.7420054655546,73.1575443055463,27.0876248938864,40.2503257017518,50.4769089337969,44.8160844815084,32.1556508611949,79.9854524916405,36.9071627544148,16.6504483614447,65.7627697801998,36.1437325251041,44.6008694623332
"mullica twp",117,1584374686.01662,"mullica twp",0.00935246096536419,0.79718203070702,0.043312061666772,0.0135527895368674,0,17.3135080294467,114.865623318241,85.8583845203422,0.00806785760429109,0.927746708430635,0.0371091173488664,0.801329167245721,3.05678680052599,0.689934589709974,3.86389987789314,0.990935106096924,0.857142857142857,1.38887600984471,0.947368421052632,0.752907738766889,1,4576.11891683837,0.0836826075499587,1.04681897057188,0,8.7,2.53,0.398834394322943,1.62085813344216,0.028850416315554,1.63240367881522,0.822927254374243,1.36612243349667,1158,240600,35.3,203,0.00378699541382168,0.0524760597645151,107,7,1.1,3,0.069377352421224,0.00376937267850908,0.00117947547708271,1,24.8290092744428,99.3160370977714,74.4870278233285,99.3160370977714,297.948111293314,12,1,4,3,4,5979.0717883998,1584374686.01662,128,-5.28,7.53082426027126,0.287687474856827,0.00100350024424206,90.7988301153301,4027.5469268495,8.07889706454558e-08,0.0143598183060653,0.0192112801758119,0.0028956849227061,0,41.785695042769,21.1471483843282,64.9594754499271,22.6668861025607,38.4573342765301,75.098241650695,44.019130151135,26.7420515512297,45.534344394083,77.431006640475,25.7626273864225,47.7803647608632,26.1208591653751,41.5618756497414
"northfield city",118,100838915.855105,"northfield city",0.0105085381872772,0.662975864642946,0.163535705399353,0.00416770340880816,4223.1886667125,201.848475120922,79.664630317524,56.7928761758219,7.9270763165358,0.906627670071119,0.00636898334492736,0.312219506601835,3.38115815735398,0.58910072265625,20.9883988512235,1.71184056407371,1,0.256051059723198,1,0.953816541571145,1,18671.7990565149,0.299164796274296,0.412686600349833,0,7.3,3.07,0.422715923552821,0.90716715282239,0.601484158406943,0.118271423544651,0.069503444697555,0.728150654357278,1477,232550,40.3,2622,0.0198333206981704,0.0361131491103573,2459,29,0.2,2,0.460388768898488,0.113563714902808,0.00289416846652268,1,74.4612833344113,93.0766041680142,0,55.8459625008085,223.383850003234,12,4,5,0,3,8284.8046297752,100838915.855105,828,-2.12,20.1404709027684,0.17539594957354,0.000965623253353299,19.7970342232084,5371.91923222125,8.21111564894002e-06,0.00685506523252352,0.00961575243804942,0.0243636976538334,4.18805441421125e-05,63.050793676877,10.4289166495518,60.1715317518085,20.6362443259008,36.517284015628,59.627174739805,41.7386575265952,20.8844358337321,78.2452322365616,51.9674337520176,12.5736251659689,37.2780447260256,21.516908032507,37.0776132911355
"pleasantville city",119,202472818.327511,"pleasantville city",0.138957816377171,0.574247592728529,0.130575586165206,0.0762986312016927,387.01855112195,3087.15246498172,1157.34349582873,944.978103914301,3.02719543656931,0.870943663829817,0.000159077528992818,0.253878924126662,1.79668047353498,0.442472556666324,14.1264501697248,1.21349559765921,1,0.43780230951699,1,0.379449261440802,1,6431.25471215347,0.194504165143707,0.278837564604878,0.25,25,4.07,0.21300632272407,3.65259673400636,2.400015202863,0.3342410901393,0.594970214214328,0.600814927891647,1194,172900,54.5,10195,0.0543293380501889,0.0878331434058608,3644,1,7.5,2,0.286116907983907,0.0650588412469611,0.0380155332286311,1,15.0790106283471,37.6975265708676,60.3160425133882,75.3950531417353,188.487632854338,25,2,5,8,10,19515.5800711335,202472818.327511,844,-16.37,39.3825386511945,0.0566515662372902,0.000409928886092051,1.17872049108537,13263.4696618636,4.16846076906374e-06,0.0484217276898711,0.0593035662588691,0.158189121395786,1.91145929769163e-06,52.8553841360396,7.8407586425065,69.6136099740238,41.2974392268195,39.7545367115949,78.5633677614992,48.3208494087472,30.6587095500171,62.5622154898839,83.1342003373526,9.3888440801998,57.9891753357365,68.3607840739795,52.0156548111949
"port republic city",120,238518253.414795,"port republic city",0,0.639552860030919,0.00844333452253538,0,695.231292002839,112.237652118078,25.062425913948,3.53694559495567,0.0352537849100883,0.858183216587759,0.00473180387697373,0.0954650180105172,0.361404101756199,0.636619387090774,1.67632305812902,0.175273904613427,1,0.0933126540710605,0.8,0.200622739624395,1,1543.3546219422,0.0217037139262392,0.111506861529685,0,5,2.18,0.310346133554099,0.996770690399482,0.00148831526620689,7.04321236849763,13.8634912987808,3.25067849016647,1265.5,229400,38.45,52,0,0.0357311922204975,144,45,3.6,3,0.0982193406994795,0.00129668523422518,0,1,0,0,0,0,0,0,0,0,0,0,1066.72090903344,238518253.414795,36,-0.65,0.907217320593772,0.252101664671085,0.00187490465693805,2.63718772024901,626.441618783934,1.50931844773298e-07,0.00331571788365948,0.0234948295301131,0.105217448319989,2.91479281794755e-06,35.7355933152354,2.22365030139937,65.6164655782453,22.5885767934197,39.0672882891107,76.7470345653487,40.3297681404599,28.5836926071586,36.2278181253777,80.144727601161,2.47687798200305,49.2214678778524,25.9433132108508,37.0996495674006
"somers point city",121,138712374.324912,"somers point city",0.157821368117096,0.599725307536128,0.192822166487519,0.00459811298220471,1626.78793464228,2106.04054475791,377.757733439586,205.199534145692,2.47958058974819,0.807487002357275,0.00281059552584427,0.321720146865357,3.48146662776473,0.480904167683919,14.9419491508903,1.17574410138322,1,0.30703107382817,1,2.21917019069203,1,11941.5224176847,0.212436147602086,0.405021151042806,0,11,2.81,0.3147404743609,2.57073342251304,0.401097738229279,0.111116939535679,0.175949903450605,0.199398186095621,1422,276800,40.3,15,0.144176600141579,0.0400889052831909,2600,18,2.5,2,0.315371329879102,0.101397393625373,0.00241796200345423,1,45.1079306062635,45.1079306062635,75.1798843437725,60.143907475018,225.539653031318,15,3,3,5,4,10173.8263488479,138712374.324912,851,-5.96,29.7477665333131,0.0400459517387328,0.000589748615149056,15.0817518487741,6650.71520612704,6.13499699750409e-06,0.0201693568486088,0.0371303500263069,0.207005749119789,1.17277780195138e-05,54.2451925251329,14.9220193305443,66.6804208433979,26.8653893543988,38.8686147473492,68.1694879264331,44.958520787876,27.9838353331866,64.7000784323697,66.0270855986932,18.1024794306199,51.5552460928664,35.6398713440985,44.0014327053057
"ventnor city",122,71072627.0269749,"ventnor city",0.991596638655462,0.807996982270841,0.121337859927072,0,0,3373.03801133252,703.316410382921,828.727553033563,15.1476404277038,0.552855218727133,5.47663056366042e-06,0.162897182390227,1.2432881288662,0.407063102213542,18.4811053497548,0.644835992716584,1,0.0858976027449634,1,0.628183298659388,1,13522.8091113492,0.218673230478722,0.159164732862161,0,16,2.23,0.243984611200084,3.83852878854778,0.680306161923903,0.418151960587021,2.8119003822151,0.903516915992817,1152,239700,50.55,9884,0.112563617133316,0.0555890198810725,5251,12,1.4,1,0.393846531012503,0.0591443981367982,0,1,31.4245228527219,141.410352837249,78.5613071318047,157.122614263609,408.518797085385,26,2,9,5,10,10203.4694791679,71072627.0269749,401,-5.34,31.1042139834591,0.0725186314892169,0.000392023517899151,0.0414441486116314,6364.45622221044,5.64211591401855e-06,0.0812201726800428,0.0689291433486286,0.330577556802531,0,55.5077051895113,4.92463234697952,74.7833872232241,37.2298436137962,41.1477393185926,69.646366029618,47.2066122869536,34.8652219548112,66.6421296250199,68.4578548174175,5.80049134268258,69.3290445161656,59.1385708575101,50.7055521856011
