"","SSN","municipality","pct_h_den_res","pct_res_urb","pct_com_urb","pct_ind_urb","med_walk_score","mean_walk_scre","bike_path_ft_p_mile","bikes_ft_p_mile","public_transit","avg_vac_r","avg_vac_b","occupancy_rate","vacancy_rate","mobile_home_rate","average_d_naloxone","average_d_syringe","ndvi","average_d_adultEd","cultural_dist","syr_prop_under_10mi","avg_MOUD_min_dist","MOUD_prop_under_10mi","avg_SUT_min_dist","SUT_prop_under_10mi","income_per_capita","employment_per_capita","mental_hlth_dist","percent_SNAP","avg_prop_tax","percent_renter","percent_crowded","iso.a","iso.b","iso.h","median_rent","median_home_value","percent_housing_cost_burdened","bars_ls_per_km2","forclosure_rate_pop","foreclosure_rate_mortgage","pop","multiunit_struct_rate","no_vehicle_rate","ams_bus_rate","bus_vac_rate","avg_vol_opp_rate","income","avg_prop_tax_rate","twenty_yr_household_rate","expenditure_rate","public_transit_rate"
"11",111,"galloway twp",0.0799181259949966,0.623475696216891,0.0746507099238084,0.00917890836216513,7.5,13.1764705882353,516.282158458129,284.556699723381,547.693387853586,948.712288530371,797.208566139268,0.872101032390025,0.127898967609975,0.00629393845023889,0.860475667780228,3.80855969584623,0.504206129064857,14.7006728887381,1.47106965251993,0.894736842105263,0.669406924186754,0.976744186046512,0.882003128913067,1,12291.1793416782,0.2376423663104,0.889348375182401,8.6,2.79,NA,0.586844163975782,0.245078572439909,0.583838411104962,0.393188399817,1325,209900,43.6,0.00999516851121791,0.00890087236438837,0.0456630427393044,36512.7939147618,0.0998265937800627,0.0244538192074954,0.027369808307627,0.00288389485272072,0,448785298.272074,6.21678118855974e-09,0.282792173867398,0.364392821624666,0.0150000405099693
"12",112,"hamilton twp",0.087126764910115,0.600081023207361,0.0823658776549569,0.0140401643613635,2,5.30434782608696,153.820773329251,140.751815195247,190.322471720146,1229.64244011572,1312.76766836335,0.912187694973416,0.0878123050265845,0.0196738467268077,1.03126693784366,5.78668726979344,0.681181185613083,10.2663399549994,3.19029018499758,0.666666666666667,1.82931461286378,1,1.09854051459487,1,11061.1033895131,0.209195169286539,1.29493050850587,10,2.7,2.00243819477994,0.157836727951676,0.51057036183369,0.236372356066373,0.427600054681863,1374.5,207400,39.65,0.0104824122210131,0.00691068141208229,0.0539817296454316,26164.9830902362,0.103099834567224,0.0246285028169103,0.0369177442784861,0.011219279295016,3.8219019540401e-05,289413583.145965,9.32920967513216e-09,0.225232016455592,1.10124282903712,0.00727393826564968
"13",113,"hammonton town",0.025369289464245,0.600054787015477,0.101492946171757,0.0441622478329779,5.5,16.6666666666667,105.168840819652,0,190.486132786403,4326.62554423442,6286.14991831807,0.909615522531661,0.0903844774683387,0.00177219118019536,1.09067344254039,10.9506083791707,0.573218451831959,9.14065196844514,1.15430016491583,0.555555555555556,1.95360418232814,0.958333333333333,1.09601084553374,1,14654.1508199565,0.268704010296215,1.16638159901023,8,2.51,1.6703051000404,1.52575250763153,0.0327599829127176,0.11306907552633,0.282602041776292,1183,235400,36.9,0.0191026065203542,0.00826111737561685,0.0428597373393776,14235.415159115,0.0780956162088879,0.0350783794664211,0.0492819938171147,0.0525427730669562,0,208607920.726366,1.20321414031656e-08,0.343318059556364,0.00210742009731911,0.0133811434831554
"14",114,"linwood city",0.032793247307655,0.719009417509592,0.112731077781653,0,31,32.8666666666667,4191.89888702214,4177.88585901264,14.5297191109945,1306.44756196991,789.453188874837,0.87148374682792,0.12851625317208,0.0034967943083408,0.38048813912035,2.75650074013617,0.593325328480114,14.5948391268149,1.25351314835025,1,0.19379795247267,1,1.39433805011503,1,16073.0895084551,0.207997713434897,0.512772493978532,3.5,3.18,1.97858111473482,0.184676413520098,0.331758030625741,2.11288398471415,1.55448162888239,1444,241700,39.9,0.0246775135279574,0.0066190619375759,0.031392907701938,5712.74323491164,0.065152915409296,0.0268847128219386,0.0913565562430072,0.0133831648371237,0,91821433.3535561,3.46324369361072e-08,0.416609722539571,0.967311110051224,0.00254338739087741
"15",115,"longport boro",0.963014331946371,0.957503320053121,0.0270030987162461,0,40,34.6666666666667,25551.263984521,25551.263984521,1.07639346982107,99.9870875819077,0.00824295666842064,0.444160623704432,0.555839376295568,0.00348612873482968,0.0357123844837247,0.144647755806488,0.049046423339844,0.998050467134196,0.038790511837491,1,0.0754311567672949,1,0.0959310589305811,1,1435.76850518592,0.0129991785584449,0.0448915162623599,0.6,0.86,0.487511073950127,0.0089725514735558,1.05899431962121,5.32305348354566,0.996036471710365,1449,446150,40.35,0.0603838070021677,0,0,107.295680008479,0.196268079478688,0.011709067150902,0.0234206990105129,4.9775486435385e-06,0,154051.758098681,5.58253934011653e-06,0.344881702258741,19.7957643759017,0.0100320298984638
"16",116,"margate city",0.93909626719057,0.867965895249695,0.0908647990255785,0,48,50.9230769230769,0,0,46.0977679394972,2339.27666400207,2497.69747718224,0.425289541438396,0.574710458561604,8.58829137723937e-08,0.299888166712858,2.92646297618182,0.363928564453125,27.6506028420673,0.442150196405847,1,0.335229097418959,1,2.01225296209702,1,36608.0096951013,0.309189512657413,0.364650908801059,4.8,1.36,1.11277913353299,0.699746856573076,0.0746183241110023,0.0943984978455794,0.60682132092639,1251,477100,40.7,0.285701933328484,0.00295909894719901,0.0228136882129278,6068.43250352056,0.389276263131217,0.0370564387349749,0.0378631278575712,0.0347946221933064,0,222153235.922949,6.12190047266159e-09,0.434922627382186,1.91317939076764,0.00759632210010639
"17",117,"mullica twp",0.00935246096536419,0.79718203070702,0.043312061666772,0.0135527895368674,2.5,13.25,0,0,85.8583845203422,287.506840483805,1.03268577334926,0.927746708430635,0.0722532915693653,0.0371091173488664,0.801329167245721,3.05678680052599,0.689934589709974,3.86389987789314,0.990935106096924,0.857142857142857,1.38887600984471,0.947368421052632,0.752907738766889,1,4576.11891683837,0.0836826075499587,1.04681897057188,8.7,2.53,1.62085813344216,0.028850416315554,1.63240367881522,0.822927254374243,1.36612243349667,1158,240600,35.3,0.00378699541382168,0.0125249261757014,0.0524760597645151,5979.0717883998,0.0028956849227061,0.0192112801758119,0.0120571749840058,0.000113128697729843,0,27360943.5160309,9.24675714679816e-08,0.398834394322943,0.033951758263523,0.0143598183060653
"18",118,"northfield city",0.0105085381872772,0.662975864642946,0.163535705399353,0.00416770340880816,34.5,39.0833333333333,4223.1886667125,4223.1886667125,56.7928761758219,4300.28604092948,6563.61919009164,0.906627670071119,0.0933723299288811,0.00636898334492736,0.312219506601835,3.38115815735398,0.58910072265625,20.9883988512235,1.71184056407371,1,0.256051059723198,1,0.953816541571145,1,18671.7990565149,0.299164796274296,0.412686600349833,7.3,3.07,0.90716715282239,0.601484158406943,0.118271423544651,0.069503444697555,0.728150654357278,1477,232550,40.3,0.0198333206981704,0.00978961944608307,0.0361131491103573,8284.8046297752,0.0243636976538334,0.00961575243804942,0.0901349814540261,0.0238303569929816,0,154692207.269647,1.98458607203699e-08,0.422715923552821,0.316483021286544,0.00685506523252352
"19",119,"pleasantville city",0.138957816377171,0.574247592728529,0.130575586165206,0.0762986312016927,34,36.6,387.01855112195,387.01855112195,944.978103914301,2128.60629044352,2554.9529484645,0.870943663829817,0.129056336170183,0.000159077528992818,0.253878924126662,1.79668047353498,0.442472556666324,14.1264501697248,1.21349559765921,1,0.43780230951699,1,0.379449261440802,1,6431.25471215347,0.194504165143707,0.278837564604878,25,4.07,3.65259673400636,2.400015202863,0.3342410901393,0.594970214214328,0.600814927891647,1194,172900,54.5,0.0543293380501889,0.0198077327211733,0.0878331434058608,19515.5800711335,0.158189121395786,0.0593035662588691,0.0508127766311033,0.0392290735395375,1.28102776903766e-05,125509666.292886,3.24277812236578e-08,0.21300632272407,0.522403124213559,0.0484217276898711
"20",120,"port republic city",0,0.639552860030919,0.00844333452253538,0,5.5,7.16666666666667,695.231292002839,148.750853132962,3.53694559495567,1.46312782478941,1.26913625676318,0.858183216587759,0.141816783412241,0.00473180387697373,0.0954650180105172,0.361404101756199,0.636619387090774,1.67632305812902,0.175273904613427,1,0.0933126540710605,0.8,0.200622739624395,1,1543.3546219422,0.0217037139262392,0.111506861529685,5,2.18,0.996770690399482,0.00148831526620689,7.04321236849763,13.8634912987808,3.25067849016647,1265.5,229400,38.45,0,0.0111775380478705,0.0357311922204975,1066.72090903344,0.105217448319989,0.0234948295301131,0.0352470745160509,9.26055113217284e-05,0,1646328.64527914,1.32415845782138e-06,0.310346133554099,0.0487475210803896,0.00331571788365948
"21",121,"somers point city",0.157821368117096,0.599725307536128,0.192822166487519,0.00459811298220471,32,28.2941176470588,1626.78793464228,1619.93787355391,205.199534145692,1600.51641109235,2110.12308187571,0.807487002357275,0.192512997642725,0.00281059552584427,0.321720146865357,3.48146662776473,0.480904167683919,14.9419491508903,1.17574410138322,1,0.30703107382817,1,2.21917019069203,1,11941.5224176847,0.212436147602086,0.405021151042806,11,2.81,2.57073342251304,0.401097738229279,0.111116939535679,0.175949903450605,0.199398186095621,1422,276800,40.3,0.144176600141579,0.00830447474496188,0.0400889052831909,10173.8263488479,0.207005749119789,0.0371303500263069,0.0637763943070184,0.0151020834257335,0,121490975.418398,2.31292899766649e-08,0.3147404743609,0.00147437153787263,0.0201693568486088
"22",122,"ventnor city",0.991596638655462,0.807996982270841,0.121337859927072,0,46,42.1052631578947,0,0,828.727553033563,9997.36391204126,6074.20381150921,0.552855218727133,0.447144781272867,5.47663056366042e-06,0.162897182390227,1.2432881288662,0.407063102213542,18.4811053497548,0.644835992716584,1,0.0858976027449634,1,0.628183298659388,1,13522.8091113492,0.218673230478722,0.159164732862161,16,2.23,3.83852878854778,0.680306161923903,0.418151960587021,2.8119003822151,0.903516915992817,1152,239700,50.55,0.112563617133316,2.12851595227301e-05,0.0555890198810725,10203.4694791679,0.330577556802531,0.0689291433486286,0.0397315009951405,0.0369719552916155,0,137979570.040265,1.61618129361415e-08,0.243984611200084,0.968690112728798,0.0812201726800428
"23",123,"weymouth twp",0.112240339513067,0.807976899476629,0.0378992961559285,0.00460205739036275,0.5,3.125,0,0,1.35368959606011,34.1712722496678,13.3422991373013,0.918123156324476,0.0818768436755242,0.195128613250898,0.16689639950933,0.49137726777472,0.711260270690918,0.937521520995137,0.30556107400574,1,0.381619767506934,1,0.177229993584921,1,1018.12546635628,0.0151601764859473,0.21565712000601,6,2.21,0.90956146455179,0.0318885452512729,7.88836357967907,9.3128695671883,23.5648737472211,1374.5,197450,42.85,0.00884472060623633,0.0085542974094061,0.0428346816642024,798.753544374394,0.0113037811302577,0.0104782196044546,0.0149551750201198,0.0132973483450148,0,813231.324869911,2.71755395102805e-06,0.37791735485907,0.0300468150270275,0.0016947525373679
"24",201,"allendale boro",0.0393604934263918,0.802683864243372,0.0618852192039607,0.0500944563872061,NA,NA,5641.59904201133,0,541.014908033071,3221.99026993586,3774.04811235294,0.938409114669354,0.0615908853306464,1.0949474263057e-05,0.0530936829111979,1.16149832187585,0.693766322544643,1.1917617986358,0.400635114111923,1,0.882700300294161,1,0.239500348175513,1,10349.3348727766,0.0888182882165381,0.0697975838106173,0.6,2.23,0.751975650376413,0.057963795069701,0.463590110719948,0.217175651468498,0.814358094101222,1921,697300,35.8,0.0575593185975206,0.000886836658183212,0.00514946392155679,6780.22496507103,0.0378262907783822,0.0153168612381376,0.0573216268719745,0.0670425791325143,0,70170818.6762801,3.17795921733176e-08,0.367200537033641,0.679623467324248,0.0797930615606651
"25",202,"alpine boro",0.00449790794979079,0.704339497531865,0.0109776762690636,0.000810432476239593,NA,NA,22583.260645468,10406.0569358797,53.7647062340969,3185.14390825762,23.5112756249071,0.880686920111889,0.119313079888111,0.000109253367923793,0.334689678988017,2.12329635264318,0.706313385009766,1.93938014993959,0.356673132050067,0.833333333333333,0.384839325758865,1,0.708651236706872,1,14120.4543586774,0.0871882853407773,0.413096466650061,1.6,0.63,0.946105771938481,0.00140587499471878,6.18864181765079,0.116813809553325,0.961970004080418,2500,719400,41.7,0.00560557067138178,0.00138559459713508,0.00609059211607004,1591.02749083551,0.0157720922252098,0.0136065599586485,0.00276626608105011,0.0521967639072197,0,22466031.0677438,2.80423363655247e-08,0.376425510077114,1.41795161491225,0.033792443275674
"26",203,"bergenfield boro",0.145813174544101,0.76037127171883,0.0997226781368498,0.0167525043862131,NA,NA,2176.78153293942,0,2148.48505018995,8342.32568179312,8069.90181184109,0.972042393805402,0.0279576061945979,2.43866694034097e-06,0.168637905323459,2.90642760296217,0.521418366350446,2.78146784918192,0.698636202875573,1,0.70273186533098,1,0.435775790265204,1,13521.7272028608,0.238216354151161,0.203549915270198,6.2,3.1,4.995116166396,1.1360736037138,0.65826153032258,2.70293974798691,0.649937347398037,1403,369100,38.7,0.18511295618464,0.0071324965122964,0.0336876967815501,27533.1320839372,0.10064147444792,0.0286815544734919,0.0301882219884226,0.0713905114895181,2.72399085477656e-05,372295501.079333,8.32671893969360e-09,0.295842410316845,0.407218472850064,0.0780327150445544
"27",204,"bogota boro",0.41994750656168,0.733789856623154,0.0847421356730152,0.0624866252942435,NA,NA,102.45553101157,0,695.492721619934,4217.16776556909,5376.37538162321,0.961560302501341,0.0384396974986588,0.00363428148427378,0.104629541783676,2.01968337222792,0.352764282226562,1.2890546625426,0.231581237410571,1,0.277937248843963,1,0.199883499632905,1,9123.56019859255,0.174523841287492,0.0719871664700288,9.2,3.34,3.05610637820168,0.909829495822045,0.782245794284832,0.598565948155921,1.68285251380004,1287,333300,41,0.448739208142367,2.61143061546886e-05,0.0365181546968044,8202.03714487651,0.11107027463207,0.0229794545456915,0.0254843437907126,0.0829244151292539,0,74831779.642373,4.46334433841093e-08,0.298165279600029,0.435989247163284,0.0847951197166159
"28",205,"carlstadt boro",1,0.181884908984146,0.0481503229594833,0.544260129183793,NA,NA,210.132416724358,0,396.724555558068,2371.42378487502,2079.27059187129,0.914224052669302,0.0857759473306974,0.000144005210721123,0.251667242878354,0.879411223158558,0.366883571777344,0.331138931206428,0.25116238617381,1,0.512912081716616,1,0.343700451655072,1,5128.18339111909,0.0818315184772773,0.185797133357159,2.6,2.01,3.27583106235141,0.0898164170958405,1.74125142150998,2.81460771591835,2.73908653990157,1422,383150,42.45,0.153608697594874,0.00437429118199283,0.0328806276808676,6154.12107117308,0.208432179736258,0.014415952887411,0.11568029342198,0.0964019877309605,0,31559461.4641258,6.36892997139638e-08,0.337586484425599,0.937095636128054,0.0644648603707833
"29",206,"cliffside park boro",0.96869918699187,0.819317235636969,0.138717735220649,0,NA,NA,0,0,4005.73028668643,10190.7529829558,8405.33362374345,0.932132044346284,0.0678679556537159,8.48198407344002e-06,0.124681568563431,2.92875744308574,0.339457145182292,0.61542352002515,0.819255486346654,1,0.201517214910465,1,0.241983708184864,1,15435.9338240268,0.214999924351758,0.0650998584536764,7.4,2.14,5.72590166129134,1.02995968926594,0.86543044582055,0.0879381196150142,1.52293534771131,1440,441700,48.7,1.35087861404366,0.00241456374520378,0.029678676103646,24518.7913454064,0.345184539901226,0.0831007170688008,0.0250791316147071,0.0470050407038553,0,378470440.652814,5.65433854308085e-09,0.242110240020188,1.87802895139963,0.163373888633255
"30",207,"closter boro",0,0.788099701451087,0.112615427341526,0.0369367492883427,NA,NA,4659.70224722253,0,411.829944820872,4977.87436748195,5088.89848143298,0.960545054240382,0.0394549457596179,1.29025172086598e-05,0.155931260762308,2.70094612265568,0.642822326660156,2.83253735952257,0.302593573001646,0.75,0.196130391999207,1,0.751549269794697,1,14190.2158846193,0.152492870381849,0.196727430438134,1.4,2.17,1.12787540418592,0.038701869242886,0.82666048251191,0.0928973717017555,1.06781742176363,2036,646150,39.75,0.130594676267608,0.00209517930642507,0.0116618728024565,8557.30317092961,0.0329642262614906,0.00735093183434884,0.0744040199044921,0.0983776600902565,0,121429979.385628,1.78703810292899e-08,0.338352385427308,0.658618712861115,0.0481261370077336
"31",208,"cresskill boro",0.0309412861136999,0.860810268752507,0.0717208182912154,0,NA,NA,410.667585548693,0,558.797948542673,1370.98103553409,1833.97386782945,0.946674726893431,0.0533252731065688,2.41209071875547e-07,0.0223644888122139,1.48033017406626,0.54516904296875,1.35073740368132,0.181331918448094,0.857142857142857,0.179772436543582,1,0.268641495780395,1,9086.32411738265,0.0865252073728086,0.0226851572507754,1.2,2.2,1.26144353122808,0.113813592500754,1.17320219623241,1.53604798270744,1.13136963608521,1757.5,656300,36.1,0.121139392752279,0.00343635796482853,0.0192951105067609,8679.69801227773,0.0466041892021941,0.0092790179375661,0.0248003284055727,0.0874528889818643,0,78866549.3805574,2.78952232255562e-08,0.263829562544206,0.381925730055449,0.0643798836955196
"32",209,"demarest boro",0.010786957587644,0.793193971803597,0.0463782207097715,0.000777831793874575,NA,NA,3029.01560573368,771.544286978917,229.387159536773,1779.46869873926,12.4445688232727,0.944585158032913,0.0554148419670866,0,0.143197528218332,1.52787970510717,0.588434521484375,1.49311955962899,0.0494881392868031,0.857142857142857,0.454231965930249,1,0.329255523114938,1,11858.6028006538,0.0840369585854479,0.180221159229518,0,2.08,1.04588957177308,0.099346451357746,1.9054248422531,22.6747750460738,0.672234447910924,2538,661300,38.6,0.034513592236937,0.00202213497284391,0.011429703201826,4943.46653876925,0.00781685513099196,0.00185682077105326,0.00694159194725931,0.00465869630699992,0,58622606.1415874,3.54811929544093e-08,0.342450864160436,0.115910565087522,0.0464020860134885
"33",210,"dumont boro",0.0819625095638868,0.849114828650317,0.0749553353906123,0.00341075198960533,NA,NA,0,0,882.536956988312,4717.25995144709,5702.74649533209,0.956741491036744,0.0432585089632562,0,0.0937413888130742,2.5770506041203,0.547392858886719,2.73392140402508,0.561573855314319,1,1.25922604206521,1,0.147351416006155,1,13111.244631396,0.1910969708724,0.11988162751703,5.5,3.07,1.82124735065257,0.653117270315057,1.17443284254455,0.153964333955779,0.585085808685405,1405,388550,35.6,0.201670919674674,0.00588105903473849,0.028852255202029,17333.1463107897,0.097087455090834,0.0251052938528913,0.022163821196934,0.131544651962355,0,227259121.512543,1.35088087094914e-08,0.374759120632705,0.135289921284531,0.0509161430454748
"34",211,"elmwood park boro",0.520994532136593,0.613170546558704,0.113550101214575,0.136007085020243,NA,NA,0,0,696.860459597105,8002.08354870624,7652.36626598219,0.946470974196535,0.0535290258034654,1.38892810360369e-05,0.170961788743106,0.806073930371646,0.356174606662326,1.1114373230752,0.775050602483434,1,0.452202168678736,1,0.602352307135624,1,12415.2807387947,0.255470120463972,0.21570578860325,9.2,2.73,3.74220371624504,0.840236937902812,0.449773518443958,2.05744537391308,0.927300641568461,1590.5,354550,39.4,0.275332177962068,0.00588886691812795,0.0359691066648858,20011.3097988868,0.165802195346113,0.0193838130193157,0.0370578624974446,0.0868473841703805,1.24929353706726e-05,248446029.104173,1.09883020060478e-08,0.265078417043995,0.00809542212019584,0.0348233307364953
"35",212,"east rutherford boro",0.99492385786802,0.185673892554194,0.111467169337103,0.142758404021363,NA,NA,0,0,615.51334564981,3168.50902757169,3032.88799902044,0.920602146984799,0.0793978530152004,0,0.187411472468802,1.19151046442853,0.374888094075521,0.929952174745277,0.328030275080523,1,0.159292655296634,1,0.393552101552749,1,7629.34609949383,0.128738400880782,0.126997870024069,7.5,1.78,4.82998573851201,0.914729726478694,1.51971526775956,0.155910588812605,0.991432270128121,1434,407600,34.15,0.195089242101201,2.17217885859387e-05,0.0221284238541904,9482.02408187342,0.335910742394157,0.0590683489967019,0.120410457683131,0.0751934549363387,5.27313573223083e-05,72341643.4443475,2.46054680990121e-08,0.272491752683283,0.760808023446265,0.0649137083322192
