Place.Name,SSN,TRACTID,pct_of_mun_pop
tabernacle twp,"0335","34005703600",0.183459522422831
southampton twp,"0333","34005703600",0
woodland twp,"0339","34005703600",0
barnegat twp,"1533","34029732001",0
ocean twp,"1520","34029732001",0
berkeley twp,"1505","34029732001",0
woodland twp,"0339","34029732001",0
lacey twp,"1512","34029732001",0.0470258922323303
lacey twp,"1512","34029732001",0.0766620013995801
lacey twp,"1512","34029732001",0.0165150454863541
lacey twp,"1512","34029732001",0.0825052484254724
manchester twp,"1518","34029732001",0
winslow twp,"0436","34001011100",0
folsom boro,"0110","34001011100",0
hammonton town,"0113","34001011100",0.0523662839540745
hammonton town,"0113","34001011100",0.0494959395127415
hammonton town,"0113","34001011100",0.0905908709045085
washington twp,"0336","34005703700",
waterford twp,"0435","34005703700",0
shamong twp,"0332","34005703700",0.443180046765394
shamong twp,"0332","34005703700",0.314575214341387
shamong twp,"0332","34005703700",0.242244738893219
tabernacle twp,"0335","34005703700",0
medford twp,"0320","34005703700",0
hamilton twp,"0112","34001011000",0
folsom boro,"0110","34001011000",0
hammonton town,"0113","34001011000",0.122304676561187
hammonton town,"0113","34001011000",0.0536964435732288
mullica twp,"0117","34001011000",0
winslow twp,"0436","34001010800",0
waterford twp,"0435","34001010800",0
shamong twp,"0332","34001010800",0
hammonton town,"0113","34001010800",0.236838420610473
washington twp,"0336","34001010900",
shamong twp,"0332","34001010900",0
hammonton town,"0113","34001010900",0.14715765891907
hammonton town,"0113","34001010900",0.140366844021283
hammonton town,"0113","34001010900",0.107182861943433
mullica twp,"0117","34001010900",0
hamilton twp,"0112","34001010700",0
washington twp,"0336","34001010700",
egg harbor city,"0107","34001010700",0
hammonton town,"0113","34001010700",0
mullica twp,"0117","34001010700",0.241523300484383
mullica twp,"0117","34001010700",0.329881409721062
mullica twp,"0117","34001010700",0.221813930182061
mullica twp,"0117","34001010700",0.206781359612494
galloway twp,"0111","34001010700",0
washington twp,"0336","34001010600",
egg harbor city,"0107","34001010600",0.123284372742596
egg harbor city,"0107","34001010600",0.39345051769805
egg harbor city,"0107","34001010600",0.177221285817481
egg harbor city,"0107","34001010600",0.306043823741873
mullica twp,"0117","34001010600",0
galloway twp,"0111","34001010600",0
shamong twp,"0332","34005703801",0
medford lakes boro,"0321","34005703801",0
tabernacle twp,"0335","34005703801",0
southampton twp,"0333","34005703801",0
lumberton twp,"0317","34005703801",0
medford twp,"0320","34005703801",0.0636242648005839
medford twp,"0320","34005703801",0.0665006654359679
medford twp,"0320","34005703801",0.0904563602799124
medford twp,"0320","34005703801",0.0355471600910145
medford twp,"0320","34005703801",0.0365775125574207
southampton twp,"0333","34005703103",0
lumberton twp,"0317","34005703103",0.185806136567103
lumberton twp,"0317","34005703103",0.0542850166843005
lumberton twp,"0317","34005703103",0.139334255717425
mount holly twp,"0323","34005703103",0
eastampton twp,"0311","34005703103",0
medford lakes boro,"0321","34005703900",0.182336889109402
medford lakes boro,"0321","34005703900",0.15058298189035
medford lakes boro,"0321","34005703900",0.270156288762094
medford lakes boro,"0321","34005703900",0.396923840238154
medford twp,"0320","34005703900",0
southampton twp,"0333","34005703202",0.16576806195471
southampton twp,"0333","34005703202",0.0922458582491913
lumberton twp,"0317","34005703202",0
eastampton twp,"0311","34005703202",0
medford twp,"0320","34005703202",0
tabernacle twp,"0335","34005703201",0
southampton twp,"0333","34005703201",0.109401039113812
southampton twp,"0333","34005703201",0.255759239290266
woodland twp,"0339","34005703201",0
pemberton twp,"0329","34005703201",0
eastampton twp,"0311","34005703201",0
southampton twp,"0333","34005703203",0.150573473188903
southampton twp,"0333","34005703203",0.0756788550142143
southampton twp,"0333","34005703203",0.150573473188903
pemberton boro,"0328","34005702203",0
southampton twp,"0333","34005702203",0
pemberton twp,"0329","34005702203",0.0518900720898745
pemberton twp,"0329","34005702203",0.0791158927068467
pemberton twp,"0329","34005702400",0
eastampton twp,"0311","34005702400",0
wrightstown boro,"0340","34005702400",0
westampton twp,"0337","34005702400",0
springfield twp,"0334","34005702400",0.351728320194057
springfield twp,"0334","34005702400",0.353244390539721
springfield twp,"0334","34005702400",0.295027289266222
burlington twp,"0306","34005702400",0
mansfield twp,"0318","34005702400",0
florence twp,"0315","34005702400",0
north hanover twp,"0326","34005702400",0
chesterfield twp,"0307","34005702400",0
mount holly twp,"0323","34005702601",0.0675859187297608
mount holly twp,"0323","34005702601",0.0830460670636164
mount holly twp,"0323","34005702601",0.118771544970229
mount holly twp,"0323","34005702601",0.0956857829311606
mount holly twp,"0323","34005702601",0.112921759114175
eastampton twp,"0311","34005702601",0
westampton twp,"0337","34005702601",0
springfield twp,"0334","34005701402",0
mansfield twp,"0318","34005701402",0.2512297962052
florence twp,"0315","34005701402",0
southampton twp,"0333","34005702500",0
lumberton twp,"0317","34005702500",0
pemberton twp,"0329","34005702500",0
mount holly twp,"0323","34005702500",0
eastampton twp,"0311","34005702500",0.38646288209607
eastampton twp,"0311","34005702500",0.352704064494458
eastampton twp,"0311","34005702500",0.260833053409473
springfield twp,"0334","34005702500",0
pemberton boro,"0328","34005702204",0
southampton twp,"0333","34005702204",0
pemberton twp,"0329","34005702204",0.0848611263585465
eastampton twp,"0311","34005702204",0
wrightstown boro,"0340","34005702204",0
springfield twp,"0334","34005702204",0
pemberton boro,"0328","34005702300",1
pemberton twp,"0329","34005702300",0
springfield twp,"0334","34005701303",0
burlington twp,"0306","34005701303",0
mansfield twp,"0318","34005701303",0
florence twp,"0315","34005701303",0.0798315990150131
florence twp,"0315","34005701303",0.345460322503773
springfield twp,"0334","34005701401",0
mansfield twp,"0318","34005701401",0.127664558444601
mansfield twp,"0318","34005701401",0.621105645350199
florence twp,"0315","34005701401",0
chesterfield twp,"0307","34005701401",0
bordentown twp,"0304","34005701401",0
springfield twp,"0334","34005704302",0
mansfield twp,"0318","34005704302",0
north hanover twp,"0326","34005704302",0
chesterfield twp,"0307","34005704302",0.127993613624268
chesterfield twp,"0307","34005704302",0.632783395423097
bordentown twp,"0304","34005704302",0
hamilton twp,"1103","34005704302",0
mansfield twp,"0318","34005701302",0
florence twp,"0315","34005701302",0.0771308285010724
florence twp,"0315","34005701302",0.146238779887203
mansfield twp,"0318","34005704200",0
florence twp,"0315","34005704200",0
fieldsboro boro,"0314","34005704200",1
bordentown city,"0303","34005704200",0
chesterfield twp,"0307","34005704200",0
bordentown twp,"0304","34005704200",0.125534950071327
bordentown twp,"0304","34005704200",0.194595955357892
bordentown twp,"0304","34005704200",0.339598892338676
bordentown city,"0303","34005701700",0.255729166666667
bordentown city,"0303","34005701700",0.180729166666667
bordentown city,"0303","34005701700",0.249479166666667
bordentown city,"0303","34005701700",0.3140625
bordentown twp,"0304","34005701700",0
hamilton twp,"1103","34005701700",0
lumberton twp,"0317","34005702918",0
hainesport twp,"0316","34005702918",0
mount laurel twp,"0324","34005702918",0.0417891035213642
medford twp,"0320","34005702918",0
southampton twp,"0333","34005703102",0
lumberton twp,"0317","34005703102",0.216570358915927
hainesport twp,"0316","34005703102",0
mount laurel twp,"0324","34005703102",0
medford twp,"0320","34005703102",0
lumberton twp,"0317","34005703000",0
hainesport twp,"0316","34005703000",0.372519841269841
hainesport twp,"0316","34005703000",0.394675925925926
hainesport twp,"0316","34005703000",0.232804232804233
mount laurel twp,"0324","34005703000",0
mount holly twp,"0323","34005703000",0
westampton twp,"0337","34005703000",0
mount laurel twp,"0324","34005702915",0.0508454164458789
mount laurel twp,"0324","34005702915",0.0516884242978949
hainesport twp,"0316","34005702917",0
mount laurel twp,"0324","34005702917",0.0440772676911219
lumberton twp,"0317","34005703104",0.24212582404167
lumberton twp,"0317","34005703104",0.0681207780581102
lumberton twp,"0317","34005703104",0.0937576300154635
hainesport twp,"0316","34005703104",0
mount holly twp,"0323","34005703104",0
hainesport twp,"0316","34005702913",0
mount laurel twp,"0324","34005702913",0.0661159015366829
mount laurel twp,"0324","34005702913",0.021195625993545
mount laurel twp,"0324","34005702913",0.0325641890264464
hainesport twp,"0316","34005702914",0
mount laurel twp,"0324","34005702914",0.04585962714967
mount laurel twp,"0324","34005702914",0.0561684088828942
moorestown twp,"0322","34005702914",0
westampton twp,"0337","34005702914",0
willingboro twp,"0338","34005702914",0
lumberton twp,"0317","34005704600",0
hainesport twp,"0316","34005704600",0
mount holly twp,"0323","34005704600",0.121174135589679
mount holly twp,"0323","34005704600",0.140708241930429
eastampton twp,"0311","34005704600",0
westampton twp,"0337","34005704600",0
mount holly twp,"0323","34005702603",0.134127232842369
mount holly twp,"0323","34005702603",0.0588112399456806
mount holly twp,"0323","34005702603",0.0671680768828998
hainesport twp,"0316","34005702700",0
mount laurel twp,"0324","34005702700",0
mount holly twp,"0323","34005702700",0
eastampton twp,"0311","34005702700",0
westampton twp,"0337","34005702700",0.117315868091463
westampton twp,"0337","34005702700",0.316787314719062
westampton twp,"0337","34005702700",0.0530851430541193
westampton twp,"0337","34005702700",0.512811674135356
willingboro twp,"0338","34005702700",0
springfield twp,"0334","34005702700",0
burlington twp,"0306","34005702700",0
mount laurel twp,"0324","34005702811",0
moorestown twp,"0322","34005702811",0
westampton twp,"0337","34005702811",0
willingboro twp,"0338","34005702811",0.0762719923918212
westampton twp,"0337","34005702803",0
willingboro twp,"0338","34005702803",0.0680297987002695
willingboro twp,"0338","34005702803",0.0498335710889206
westampton twp,"0337","34005702801",0
willingboro twp,"0338","34005702801",0.066000951022349
burlington twp,"0306","34005702801",0
willingboro twp,"0338","34005702802",0.0672055793311143
willingboro twp,"0338","34005702802",0.0390553177999683
burlington twp,"0306","34005702802",0
willingboro twp,"0338","34005702806",0.0652718338880964
willingboro twp,"0338","34005702806",0.0381042954509431
burlington twp,"0306","34005702806",0
westampton twp,"0337","34005701105",0
willingboro twp,"0338","34005701105",0
burlington twp,"0306","34005701105",0.0817284278567317
burlington twp,"0306","34005701105",0.0368796210209413
burlington twp,"0306","34005701105",0.152432815336255
burlington city,"0305","34005701201",0.0548196454045242
burlington city,"0305","34005701201",0.0920114122681883
burlington city,"0305","34005701201",0.128897493376809
burlington city,"0305","34005701201",0.0405543101691461
burlington twp,"0306","34005701201",0
burlington city,"0305","34005701203",0.101691461177909
burlington city,"0305","34005701203",0.110963929080905
burlington twp,"0306","34005701203",0
westampton twp,"0337","34005701102",0
springfield twp,"0334","34005701102",0
burlington city,"0305","34005701102",0
burlington twp,"0306","34005701102",0.0695975561163501
burlington twp,"0306","34005701102",0.178199849470935
springfield twp,"0334","34005701103",0
burlington city,"0305","34005701103",0
burlington twp,"0306","34005701103",0.0413954929826892
burlington twp,"0306","34005701103",0.105414619028645
burlington twp,"0306","34005701103",0.0394031965289768
burlington twp,"0306","34005701103",0.0913357240890778
florence twp,"0315","34005701103",0
evesham twp,"0313","34005704007",0.0402053415351935
evesham twp,"0313","34005704007",0.040249596176399
lumberton twp,"0317","34005703802",0
evesham twp,"0313","34005703802",0
medford twp,"0320","34005703802",0.126089383076461
medford twp,"0320","34005703802",0.0671446357274718
evesham twp,"0313","34005704013",0.0380589914367269
evesham twp,"0313","34005704013",0.0452282433120174
evesham twp,"0313","34005704013",0.0292301905162304
mount laurel twp,"0324","34005704014",0
evesham twp,"0313","34005704014",0.0559599938043502
evesham twp,"0313","34005704014",0.0415108534507556
evesham twp,"0313","34005704014",0.0882880092049654
medford twp,"0320","34005704014",0
mount laurel twp,"0324","34005702908",0.0383929861746712
mount laurel twp,"0324","34005702908",0.0141143600366106
mount laurel twp,"0324","34005702908",0.0479310178717665
evesham twp,"0313","34005702908",0
waterford twp,"0435","34005703804",0
shamong twp,"0332","34005703804",0
medford lakes boro,"0321","34005703804",0
evesham twp,"0313","34005703804",0
medford twp,"0320","34005703804",0.0479972523934229
medford twp,"0320","34005703804",0.0533207401365217
medford twp,"0320","34005703804",0.0250289786631177
medford twp,"0320","34005703804",0.120594169922294
medford twp,"0320","34005703804",0.0281629674151033
medford twp,"0320","34005703804",0.0258876057184562
evesham twp,"0313","34005704012",0.0150687053304715
evesham twp,"0313","34005704012",0.0344301108578762
evesham twp,"0313","34005704012",0.0456265350828668
evesham twp,"0313","34005704012",0.030579957072998
medford twp,"0320","34005704012",0
evesham twp,"0313","34005704008",0.0237647423273516
evesham twp,"0313","34005704008",0.0223043391675702
evesham twp,"0313","34005704008",0.0344743654990817
evesham twp,"0313","34005704008",0.0319518509503684
evesham twp,"0313","34005704009",0.0364658243533291
evesham twp,"0313","34005704009",0.0631735003208461
medford twp,"0320","34005704009",0
medford twp,"0320","34005703803",0.0526767698450178
medford twp,"0320","34005703803",0.107714764092217
medford twp,"0320","34005703803",0.0526767698450178
winslow twp,"0436","34007611400",0
pine valley boro,"0429","34007611400",0.542536115569823
pine valley boro,"0429","34007611400",0.457463884430177
pine hill boro,"0428","34007611400",0
berlin boro,"0405","34007611400",0
clementon boro,"0411","34007611400",0
gloucester twp,"0415","34007611400",0
winslow twp,"0436","34007609103",0.029725355188449
winslow twp,"0436","34007609103",0.0681088302546052
winslow twp,"0436","34007609103",0.0356601495259872
waterford twp,"0435","34007609103",0
pine hill boro,"0428","34007609103",0
berlin boro,"0405","34007609103",0
chesilhurst boro,"0410","34007609103",0
winslow twp,"0436","34007608901",0
waterford twp,"0435","34007608901",0.182718355908454
waterford twp,"0435","34007608901",0.16366184026156
waterford twp,"0435","34007608901",0.211957029425502
berlin boro,"0405","34007608901",0
berlin twp,"0406","34007608901",0
evesham twp,"0313","34007608901",0
waterford twp,"0435","34007608903",0.0970574497898178
waterford twp,"0435","34007608903",0.0785614198972443
waterford twp,"0435","34007608903",0.133489023820645
medford twp,"0320","34007608903",0
winslow twp,"0436","34007608904",0
waterford twp,"0435","34007608904",0.132554880896777
shamong twp,"0332","34007608904",0
hammonton town,"0113","34007608904",0
medford twp,"0320","34007608904",0
lindenwold boro,"0422","34007607600",0
gibbsboro boro,"0413","34007607600",0.335132703553756
gibbsboro boro,"0413","34007607600",0.664867296446244
voorhees twp,"0434","34007607600",0
gibbsboro boro,"0413","34007607505",0
berlin twp,"0406","34007607505",0
voorhees twp,"0434","34007607505",0.0504500804326248
voorhees twp,"0434","34007607505",0.0517506930896396
voorhees twp,"0434","34007607505",0.0489098812335284
winslow twp,"0436","34007608700",0
waterford twp,"0435","34007608700",0
pine hill boro,"0428","34007608700",0
berlin boro,"0405","34007608700",0.311117000132503
berlin boro,"0405","34007608700",0.174771432357228
berlin boro,"0405","34007608700",0.0991122300251756
berlin boro,"0405","34007608700",0.414999337485093
berlin twp,"0406","34007608700",0
berlin twp,"0406","34007607504",0
voorhees twp,"0434","34007607504",0.0792004654824246
voorhees twp,"0434","34007607504",0.0447342300715337
evesham twp,"0313","34007607504",0
waterford twp,"0435","34005704011",0
berlin twp,"0406","34005704011",0
voorhees twp,"0434","34005704011",0
evesham twp,"0313","34005704011",0.0688823490363552
medford twp,"0320","34005704011",0
moorestown twp,"0322","34005700602",0
delran twp,"0310","34005700602",0.0418495580542361
delran twp,"0310","34005700602",0.265347844386988
delran twp,"0310","34005700602",0.0407071132222957
willingboro twp,"0338","34005700602",0
delanco twp,"0309","34005700602",0
moorestown twp,"0322","34005702810",0
delran twp,"0310","34005702810",0
willingboro twp,"0338","34005702810",0.0410524647329212
delanco twp,"0309","34005702810",0
edgewater park twp,"0312","34005702810",0
willingboro twp,"0338","34005702808",0.0685687113647171
willingboro twp,"0338","34005702808",0.0386749088603582
willingboro twp,"0338","34005702805",0.0865747345062609
willingboro twp,"0338","34005702805",0.0391821207798383
delran twp,"0310","34005700703",0
riverside twp,"0330","34005700703",0.0937341451040081
riverside twp,"0330","34005700703",0.178843226788432
delanco twp,"0309","34005700703",0
delanco twp,"0309","34005700900",0
beverly city,"0302","34005700900",0.604344122657581
beverly city,"0302","34005700900",0.395655877342419
edgewater park twp,"0312","34005700900",0
willingboro twp,"0338","34005701001",0
delanco twp,"0309","34005701001",0
edgewater park twp,"0312","34005701001",0.338449203985798
edgewater park twp,"0312","34005701001",0.184514946741496
edgewater park twp,"0312","34005701001",0.0712404077425266
willingboro twp,"0338","34005702807",0.0528134411158662
willingboro twp,"0338","34005702807",0.0550007925186242
edgewater park twp,"0312","34005702807",0
burlington twp,"0306","34005702807",0
willingboro twp,"0338","34005701104",0
edgewater park twp,"0312","34005701104",0
burlington city,"0305","34005701104",0
burlington twp,"0306","34005701104",0.0428122371275512
burlington twp,"0306","34005701104",0.0458670916899101
burlington twp,"0306","34005701104",0.114933368751937
cherry hill twp,"0409","34007603504",0.0150298480080159
cherry hill twp,"0409","34007603504",0.0221284522784685
voorhees twp,"0434","34007603504",0
cherry hill twp,"0409","34007603503",0.0213663754780621
cherry hill twp,"0409","34007603503",0.0258682736137964
cherry hill twp,"0409","34007603503",0.0170902778757815
cherry hill twp,"0409","34007603506",0.0109089882724848
cherry hill twp,"0409","34007603506",0.0233139050791007
cherry hill twp,"0409","34007603506",0.0182192805430503
cherry hill twp,"0409","34007603506",0.0340112053514726
evesham twp,"0313","34007603506",0
cherry hill twp,"0409","34007603507",0.0214228256114255
cherry hill twp,"0409","34007603507",0.022580053345376
cherry hill twp,"0409","34007603507",0.0296786576158286
cherry hill twp,"0409","34007603507",0.0211546874779492
voorhees twp,"0434","34007603507",0
washington twp,"0818","34015501204",0.0219975164094376
washington twp,"0818","34015501204",0.0332623736029803
washington twp,"0818","34015501204",0.0269203477026787
gloucester twp,"0415","34015501204",0
washington twp,"0818","34007608404",0
gloucester twp,"0415","34007608404",0.0370861126586662
gloucester twp,"0415","34007608404",0.0280216222727478
gloucester twp,"0415","34007608404",0.0312288256817189
winslow twp,"0436","34015501205",0
washington twp,"0818","34015501205",0.0610475430193365
gloucester twp,"0415","34015501205",0
monroe twp,"0811","34015501205",0
pine hill boro,"0428","34007608504",0.420473217219849
pine hill boro,"0428","34007608504",0.132435096943805
gloucester twp,"0415","34007608504",0
pine hill boro,"0428","34007608401",0
gloucester twp,"0415","34007608401",0.0142893710568714
gloucester twp,"0415","34007608401",0.0206887205818138
gloucester twp,"0415","34007608401",0.0264104919217623
delran twp,"0310","34005700800",0
riverside twp,"0330","34005700800",0
willingboro twp,"0338","34005700800",0
delanco twp,"0309","34005700800",0.272909698996656
delanco twp,"0309","34005700800",0.127536231884058
delanco twp,"0309","34005700800",0.599554069119287
beverly city,"0302","34005700800",0
edgewater park twp,"0312","34005700800",0
pine hill boro,"0428","34007608211",0
gloucester twp,"0415","34007608211",0.0292412630057368
