"SSN","num_households_20yrs"
1416,3342.91942046604
1417,4076.69363542208
1418,1414.28839071869
1419,1606.08963429937
1420,1254.17474655727
1421,7057.94393990589
1422,7689.00845871251
1423,2136.57547639454
1424,3979.3878394062
1425,1080.8639739804
1426,1786.40825274561
1427,7923.45425940845
1428,1188.20966140322
1429,15405.0159184108
1430,3312.55018519885
1431,5352.9562291566
1432,8368.56255460722
1433,1079.10970715104
1434,2312.79956186352
1435,9396.42574333062
1436,8677.66490339725
1437,249.528598977535
1438,6310.18471759243
1439,1755.72854651116
1501,93.0608286599375
1502,311.821728281497
1503,300.016606140497
1504,4595.77039348147
1505,11945.6320117506
1506,25935.1445449947
1507,30017.8304132764
1508,598.081160412003
1509,108.778302352707
1510,713.140049688004
1511,15844.3819173035
1512,9533.74557934764
1513,670.152841515866
1514,14760.8438025319
1515,428.938281192661
1516,4400.15826635884
1517,1826.09646732646
1518,10108.6112535886
1519,257.25179944921
1520,2078.9491741316
1521,273.14583080688
1522,1097.54907064352
1523,3566.36110781916
1524,6476.27372266106
1525,1650.26404173416
1526,219.237969545926
1527,320.458893587554
1528,505.275599874916
1529,1047.90086066505
1530,8159.36719858233
1531,474.943934202923
1532,1102.06151725404
1533,4578.43134181436
1601,2513.26881983175
1602,22760.1848275257
1603,1795.93174989518
1604,5250.47486282182
1605,4218.62195592258
1606,3067.32707530437
1607,11497.002848758
1608,24922.9628063964
1609,3950.65744844795
1610,1296.24431761138
1611,5095.45293756703
1612,4398.18815574401
1613,2848.20650629293
1614,18720.0647733772
1615,12261.0472366339
1616,2792.49716139226
1701,1115.06280825629
1702,478.947696607204
1703,319.378011430653
1704,775.265272506019
1705,722.873061714963
1706,738.662702044826
1707,747.144690534786
1708,4741.36948692156
1709,1658.35763395681
1710,3952.40023710243
1711,923.115756481273
1712,1126.81309227574
1713,2571.72717113294
1714,1582.00175649287
1715,712.211298153419
1801,1914.8474884665
1802,7232.63252026412
1803,1791.87088739371
1804,1565.12426201841
1805,5169.10743834063
1806,15207.2113246268
1807,234.323972848151
1808,15841.9636280379
1809,2318.31340392061
1810,12653.7666986601
1811,2811.16275011537
1812,180.454523667687
1813,5623.32643129764
1814,5991.22027452898
1815,830.976973100146
1816,2793.81401717991
1817,230.750115690484
1818,2914.90954700973
1819,1476.3878499358
1820,6042.57247793326
1821,2079.61413511842
1901,172.019762150803
1902,1928.50424574929
1903,38.7310412576032
1904,3683.21826015679
1905,2542.22159956345
1906,1592.17271881546
1907,1494.18054741346
1908,1106.31781467873
1909,1144.55981142969
1910,2185.29882005121
1911,2104.17543488055
1912,6124.340882095
1913,1067.97708601763
1914,1342.06764034484
1915,2091.22829430718
1916,977.299182454742
1917,470.762101371546
1918,5387.85018642879
1919,1089.75071174454
1920,2295.89954154572
1921,528.979171562062
1922,9563.81610760775
1923,301.159588141236
1924,4990.76059824639
2001,4482.25090074602
2002,5786.86403849925
2003,9395.98483410642
2004,20226.599779486
2005,2793.56512464694
2006,1250.75725953025
2007,6561.17688921837
2008,3181.62147223976
2009,10940.7667313387
2010,2754.15041213839
2011,4468.80975379452
2012,9539.39867155611
2013,8463.57401406764
2014,6300.11670297282
2015,3594.89750859058
2016,8604.00375922271
2017,5784.09849672758
2018,5508.97439188226
2019,18500.4669038758
2020,10839.2332591375
2021,577.186135685323
2101,1206.26158532717
2102,717.671403252747
2103,709.497972007523
2104,1176.97804314552
2105,1332.69117899959
2106,870.540349662594
2107,2214.70941025059
2108,2190.62087329139
2109,1457.64459939277
2110,1094.71156887076
2111,945.37362069762
2112,1617.13978097384
2113,1300.76537286977
2114,619.338478129208
2115,3032.55066467783
2116,2022.70372735953
2117,731.897981715666
2119,3734.41275834327
2120,1389.95916806685
2121,1427.84095993952
2122,2232.25447465412
2123,1856.48983862263
