"","SSN","municipality","pop2017","areaMi","alcLicMi","noVhcleRt","pubTransRt","avgVacBizRt","bizDens","syrngDist","naloxDist","moudDist","sutDist","mentHlDist","HDensRes","parksProp","allPaths","ndvi","resPctTot","comPctTot","indPctTot","multiUnRt","occRate","mblHomePct","avgPropTax","hs20yrRt","rentPct","medRent","medHValue","burdenPct","crowdedPct","frClsRtMrt","empPerCap","incPerCap","snapP","govExp","adultEdDst","cultrDist","voluntrOp","isoAsian","isoBlack","isoHisp","SVIthemes","mriScore","landUseClass","popDens17","hsGradRt","vlntCrRt","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518ave","opDt15","opDt16","opDt17","opDt18","opDt1518sum","commEnv","compEnv","comEnv","hsaEnv","phyEnv","resEnv","BEIndex","commEnv2","compEnv2","comEnv2","hsaEnv2","phyEnv2","resEnv2","BEIndex2"
"11",111,"galloway twp",35967,587405.117930275,0.00621070785298398,7.24705882352941,NA,0.62772328042462,0.0021620513019615,3.80855969584623,0.860475667780228,0.669406924186754,0.882003128913067,0.889348375182401,7.99181259949966,0.0672910929894933,516.282158458129,0.504206129064857,0.0926015626645326,0.0110874769215649,0.00136329493362537,7.66842105263158,0.872101032390025,0.00629393845023889,2.79,15.3408818536383,NA,1325,209900,43.6,0.586844163975782,0.0456630427393044,0.2376423663104,12291.1793416782,8.6,13305,14.7006728887381,1.47106965251993,0,0.245078572439909,0.583838411104962,0.393188399817,NA,-2.85,3,0.0612303143131097,24,2.5,35.7304537726064,63.5208067068558,31.7604033534279,51.6106554493203,36.524463856442,9,16,8,13,46,39.9274777679,55.3529787641065,64.7995928439471,19.4783813824857,69.4643032558178,21.69991811024,45.1204420207495,30.0659857833015,66.4041227935084,60.4806310746722,24.2409929151404,57.6616721241663,34.685744241335,45.589858155354
"12",112,"hamilton twp",25979,596235.819884448,0.00651346696418313,4.14166666666667,0.473239882781798,1.37895763483545,0.00159668367489981,5.78668726979344,1.03126693784366,1.82931461286378,1.09854051459487,1.29493050850587,8.7126764910115,0.348486830716489,153.820773329251,0.681181185613083,0.0717354516535655,0.00984625943150167,0.00167840257032202,4.81666666666667,0.912187694973416,0.0196738467268077,2.7,7.13945700952838,2.00243819477994,1374.5,207400,39.65,0.157836727951676,0.0539817296454316,0.209195169286539,11061.1033895131,10,28814,10.2663399549994,3.19029018499758,1,0.51057036183369,0.236372356066373,0.427600054681863,31.5043455352106,-4.57,3,0.0435716861241829,13,1.7,45.0610781498659,67.5916172247988,16.8979043061997,45.0610781498659,34.922335566146,8,12,3,8,31,38.8938837446491,55.7903025744307,66.3996626514095,31.4789141119695,65.4274458887534,21.5696455962858,46.593309094583,27.0649203561537,67.0768330572367,63.1141594798954,39.3061655068644,48.8068545496485,34.3721944307668,46.6235212300943
"13",113,"hammonton town",14113,218120.393248529,0.011869805716159,6.33333333333333,1.21806988249207,6.2486579704951,0.00461213179115146,10.9506083791707,1.09067344254039,1.95360418232814,1.09601084553374,1.16638159901023,2.5369289464245,0.355819416538841,105.168840819652,0.573218451831959,0.115992405101593,0.0196188934444831,0.00853669606790021,3.41111111111111,0.909615522531661,0.00177219118019536,2.51,8.60696228970818,1.6703051000404,1183,235400,36.9,1.52575250763153,0.0428597373393776,0.268704010296215,14654.1508199565,8,30,9.14065196844514,1.15430016491583,0,0.0327599829127176,0.11306907552633,0.282602041776292,36.0543293669198,-4.26,3,0.0647027991734797,4,1,22.253172292414,100.139275315863,100.139275315863,111.26586146207,66.759516877242,2,9,9,10,30,40.033891268647,48.0675484990209,62.9978340148595,35.8894556595482,67.3322041343097,18.3725778489267,45.4489185708853,30.3749599751889,55.1973611233238,57.5151460479349,44.8430505048108,52.984928049487,26.6772482281432,44.5987823214814
"14",114,"linwood city",6739,23024.1520350154,0.0153338912583804,5.62222222222222,0.131827167520299,1.18536514846072,0.0289261467257139,2.75650074013617,0.38048813912035,0.19379795247267,1.39433805011503,0.512772493978532,3.2793247307655,0.180991506298068,4191.89888702214,0.593325328480114,0.36932062491042,0.0579045435000717,0,12.0333333333333,0.87148374682792,0.0034967943083408,3.18,10.1602472205884,1.97858111473482,1444,241700,39.9,0.184676413520098,0.031392907701938,0.207997713434897,16073.0895084551,3.5,5526,14.5948391268149,1.25351314835025,0,0.331758030625741,2.11288398471415,1.55448162888239,15.9031007155518,1.65,2,0.292692646823703,36,0.1,29.2608693635273,29.2608693635273,29.2608693635273,58.5217387270546,29.2608693635272,1,1,1,2,5,37.8036821849665,54.2397685208949,62.1264469706525,12.0359247972494,61.8057439378981,18.5533142679192,41.0941467799301,23.8994935678917,64.6917349961441,56.0809445386257,14.8979166125752,40.8626773920046,27.1122584096294,37.9241709194784
"15",115,"longport boro",861,3136.11138100403,0.037520746540744,3.95,0.0470926051884287,0.000216919912326859,0.0121169165834392,0.144647755806488,0.0357123844837247,0.0754311567672949,0.0959310589305811,0.0448915162623599,96.3014331946371,0.030060989433907,25551.263984521,0.049046423339844,0.568911099421357,0.016044187269858,0,29,0.444160623704432,0.00348612873482968,0.86,1.61905345117147,0.487511073950127,1449,446150,40.35,0.0089725514735558,0,0.0129991785584449,1435.76850518592,0.6,2124,0.998050467134196,0.038790511837491,0,1.05899431962121,5.32305348354566,0.996036471710365,0.253828005522601,4.21,2,0.274543820482661,33,0,0,3228.55414128416,0,0,645.710828256832,0,2,0,0,2,38.4026475649554,34.3960721339507,74.4822241316098,1.09128689912946,67.3135201675461,18.4816752847582,39.0279043636583,25.6386041408123,34.1673091252761,76.4171136046463,1.15828833057362,52.9439449028915,26.9398322475971,36.2108487252995
"16",116,"margate city",5981,8617.7363427831,0.177526896014253,10.04,1.38333152453422,6.88070930353234,0.0421224304807136,2.92646297618182,0.299888166712858,0.335229097418959,2.01225296209702,0.364650908801059,93.909626719057,0.0725248643821673,0,0.363928564453125,0.682174995213479,0.0714148956538388,0,14.62,0.425289541438396,8.58829137723937e-08,1.36,4.32772176649775,1.11277913353299,1251,477100,40.7,0.699746856573076,0.0228136882129278,0.309189512657413,36608.0096951013,4.8,11610,27.6506028420673,0.442150196405847,0,0.0746183241110023,0.0943984978455794,0.60682132092639,13.6971414188086,-0.38,2,0.694033765027956,46,1,62.8928389629272,31.4464194814636,31.4464194814636,62.8928389629272,37.7357033777562,2,1,1,2,6,40.7659107361235,64.1820975885143,50.4769089337969,13.1134682895746,73.1575443055463,22.8052777113279,44.0835345941472,32.5003963326217,79.9854524916405,36.9071627544148,16.2506381169368,65.7627697801998,37.3462079340267,44.7921045683067
"17",117,"mullica twp",5922,300071.059283432,0.00235312912728179,5.45714285714286,0.427912828915526,0.00806785760429109,0.000426565628507005,3.05678680052599,0.801329167245721,1.38887600984471,0.752907738766889,1.04681897057188,0.935246096536419,0.287687474856827,0,0.689934589709974,0.069377352421224,0.00376937267850908,0.00117947547708271,4.07142857142857,0.927746708430635,0.0371091173488664,2.53,7.35352140529578,1.62085813344216,1158,240600,35.3,0.028850416315554,0.0524760597645151,0.0836826075499587,4576.11891683837,8.7,203,3.86389987789314,0.990935106096924,0,1.63240367881522,0.822927254374243,1.36612243349667,7.53082426027126,-5.28,3,0.0197353254063944,7,1.1,24.8290092744428,99.3160370977714,74.4870278233285,99.3160370977714,59.5896222586628,1,4,3,4,12,39.1802078671506,41.785695042769,75.098241650695,23.082287507324,64.9594754499271,19.7550944438537,43.9768336602866,27.8962694213265,45.534344394083,77.431006640475,28.7652477127352,47.7803647608632,30.0047944870505,42.9020045694222
"18",118,"northfield city",8129,19098.2856294618,0.0123238503155428,5.78333333333333,0.683427628924243,7.9270763165358,0.0433546767529067,3.38115815735398,0.312219506601835,0.256051059723198,0.953816541571145,0.412686600349833,1.05085381872772,0.17539594957354,4223.1886667125,0.58910072265625,0.460388768898488,0.113563714902808,0.00289416846652268,9.56666666666667,0.906627670071119,0.00636898334492736,3.07,7.456295986737,0.90716715282239,1477,232550,40.3,0.601484158406943,0.0361131491103573,0.299164796274296,18671.7990565149,7.3,2622,20.9883988512235,1.71184056407371,0,0.118271423544651,0.069503444697555,0.728150654357278,20.1404709027684,-2.12,2,0.425640298700941,29,0.2,74.4612833344113,93.0766041680142,0,55.8459625008085,44.6767700006468,4,5,0,3,12,37.7556140396406,63.050793676877,59.627174739805,10.7478100373721,60.1715317518085,18.6933558762689,41.6743800202954,23.7599265368914,78.2452322365616,51.9674337520176,13.2808491362438,37.2780447260256,27.4493212207849,38.6634679347542
"19",119,"pleasantville city",20399,38347.1369543207,0.0337586751135839,13.0818181818182,3.84223943075236,3.02719543656931,0.0220094658176275,1.79668047353498,0.253878924126662,0.43780230951699,0.379449261440802,0.278837564604878,13.8957816377171,0.0566515662372902,387.01855112195,0.442472556666324,0.286116907983907,0.0650588412469611,0.0380155332286311,15,0.870943663829817,0.000159077528992818,4.07,7.08556658388984,3.65259673400636,1194,172900,54.5,2.400015202863,0.0878331434058608,0.194504165143707,6431.25471215347,25,10195,14.1264501697248,1.21349559765921,0.25,0.3342410901393,0.594970214214328,0.600814927891647,39.3825386511945,-16.37,2,0.531956271580311,1,7.5,15.0790106283471,37.6975265708676,60.3160425133882,75.3950531417353,37.6975265708676,2,5,8,10,25,40.2871448988779,52.8553841360396,78.5633677614992,7.88366710412965,69.6136099740238,34.1678502560122,47.2285040217637,31.1102880603835,62.5622154898839,83.1342003373526,9.68527479056052,57.9891753357365,64.6945131199201,51.5292778556395
"20",120,"port republic city",1071,45173.9260872417,0,5.425,0.0269127410132577,0.0352537849100883,0.00079691988538865,0.361404101756199,0.0954650180105172,0.0933126540710605,0.200622739624395,0.111506861529685,0,0.252101664671085,695.231292002839,0.636619387090774,0.0982193406994795,0.00129668523422518,0,7.775,0.858183216587759,0.00473180387697373,2.18,2.76861656117435,0.996770690399482,1265.5,229400,38.45,0.00148831526620689,0.0357311922204975,0.0217037139262392,1543.3546219422,5,52,1.67632305812902,0.175273904613427,0,7.04321236849763,13.8634912987808,3.25067849016647,0.907217320593772,-0.65,3,0.0237083665903123,45,3.6,0,0,0,0,0,0,0,0,0,0,39.2297784489147,35.7355933152354,76.7470345653487,2.39784469565691,65.6164655782453,16.7376831070531,39.4107332850757,28.0401988131276,36.2278181253777,80.144727601161,2.79850873990502,49.2214678778524,22.7422590193405,36.529163362794
"21",121,"somers point city",10304,26271.2914228924,0.0895871582065731,5.64545454545455,1.18890053723189,2.47958058974819,0.032392773781134,3.48146662776473,0.321720146865357,0.30703107382817,2.21917019069203,0.405021151042806,15.7821368117096,0.0400459517387328,1626.78793464228,0.480904167683919,0.315371329879102,0.101397393625373,0.00241796200345423,10.0272727272727,0.807487002357275,0.00281059552584427,2.81,8.12906544918564,2.57073342251304,1422,276800,40.3,0.401097738229279,0.0400889052831909,0.212436147602086,11941.5224176847,11,15,14.9419491508903,1.17574410138322,0,0.111116939535679,0.175949903450605,0.199398186095621,29.7477665333131,-5.96,2,0.39221520686346,18,2.5,45.1079306062635,45.1079306062635,75.1798843437725,60.143907475018,45.1079306062636,3,3,5,4,15,38.3194844854971,54.2451925251329,68.1694879264331,14.2968422674339,66.6804208433979,21.2525985536022,43.8273377669162,25.3971381135682,64.7000784323697,66.0270855986932,17.7362166007324,51.5552460928664,33.6091014562226,43.1708110490754
"22",122,"ventnor city",10067,13460.7291231469,0.0699437673417457,17.89,7.34786886871236,15.1476404277038,0.0297903624931019,1.2432881288662,0.162897182390227,0.0858976027449634,0.628183298659388,0.159164732862161,99.1596638655462,0.0725186314892169,0,0.407063102213542,0.393846531012503,0.0591443981367982,0,18.47,0.552855218727133,5.47663056366042e-06,2.23,5.95044046933645,3.83852878854778,1152,239700,50.55,0.680306161923903,0.0555890198810725,0.218673230478722,13522.8091113492,16,9884,18.4811053497548,0.644835992716584,0,0.418151960587021,2.8119003822151,0.903516915992817,31.1042139834591,-5.34,1,0.747879249920342,12,1.4,31.4245228527219,141.410352837249,78.5613071318047,157.122614263609,81.703759417077,2,9,5,10,26,42.7005211305407,55.5077051895113,69.646366029618,4.84120296441141,74.7833872232241,29.7183342014921,46.199586123133,38.1175847442043,66.6421296250199,68.4578548174175,5.86584040358743,69.3290445161656,53.9850789218102,50.3995888380342
"23",123,"weymouth twp",2758,64237.5553366169,0.00549585288781768,4.86666666666667,0.00825526899879895,0.238255341737523,0.000871764183841515,0.49137726777472,0.16689639950933,0.381619767506934,0.177229993584921,0.21565712000601,11.2240339513067,0.149143586794793,0,0.711260270690918,0.114992422880333,0.00539388179693319,0.000654971361056173,1.68333333333333,0.918123156324476,0.195128613250898,2.21,5.84066327653444,0.90956146455179,1374.5,197450,42.85,0.0318885452512729,0.0428346816642024,0.0151601764859473,1018.12546635628,6,24,0.937521520995137,0.30556107400574,0,7.88836357967907,9.3128695671883,23.5648737472211,1.11451185355906,-2.41,3,0.0429343860541946,11,1.1,403.909621229085,0,201.954810614542,403.909621229085,201.954810614542,2,0,1,2,5,39.1301234287105,35.5616963828264,77.8074820044179,5.10149078377594,64.762093941398,22.2933333825814,40.7760366539517,27.7508480341477,35.9603223968106,81.8901004842754,6.19259930759975,47.3474098427957,36.114021324376,39.2092168983342
"24",201,"allendale boro",6791,16451.3945931025,0.03576569135626,4.68571428571429,2.51152239700557,11.3676147962438,0.0201806599508103,1.16149832187585,0.0530936829111979,0.882700300294161,0.239500348175513,0.0697975838106173,3.93604934263918,0.109057065211555,5641.59904201133,0.693766322544643,0.617891886470765,0.0476381506368469,0.0385618293049845,4.85714285714286,0.938409114669354,1.0949474263057e-05,2.23,7.7059763386799,0.751975650376413,1921,697300,35.8,0.057963795069701,0.00514946392155679,0.0888182882165381,10349.3348727766,0.6,4608,1.1917617986358,0.400635114111923,0,0.463590110719948,0.217175651468498,0.814358094101222,4.75730771367685,5.56,2,0.412791752186604,47,0.1,0,23.3382204713855,23.3382204713855,46.676440942771,18.6705763771084,0,1,1,2,4,39.1541619742418,36.266119612174,67.7428581589005,6.97122058137778,57.4043909958244,13.6129122230181,36.8586105909228,27.8206445367301,37.0438964561318,65.3249027276266,8.53981194688169,31.2083413975994,15.2213224148423,30.859819913302
"25",202,"alpine boro",1859,33787.378229986,0.00348313905364717,2.88333333333333,1.34934226878809,0.301426610575732,0.0023085543799541,2.12329635264318,0.334689678988017,0.384839325758865,0.708651236706872,0.413096466650061,0.449790794979079,0.603088650108926,22583.260645468,0.706313385009766,0.233432631733164,0.0036382282560922,0.000268594032328954,5.06666666666667,0.880686920111889,0.000109253367923793,0.63,6.51474632571699,0.946105771938481,2500,719400,41.7,0.00140587499471878,0.00609059211607004,0.0871882853407773,14120.4543586774,1.6,2256,1.93938014993959,0.356673132050067,0,6.18864181765079,0.116813809553325,0.961970004080418,5.49695003400392,3.63,2,0.0550205460555727,47,0.5,115.87397329384,115.87397329384,0,0,46.3495893175362,1,1,0,0,2,37.9932655200095,36.8469673263211,67.1100493161601,9.98436605867993,49.4020900942603,17.2991005517289,36.43930647786,24.4499533998588,37.937381351638,64.2833731301921,12.3224404087002,13.6553519762072,24.0935212932046,29.4570035933002
"26",203,"bergenfield boro",27456,15347.0232671551,0.115023822697406,7.42352941176471,5.12165033799553,8.55769015041473,0.061445140440893,2.90642760296217,0.168637905323459,0.70273186533098,0.435775790265204,0.203549915270198,14.5813174544101,0.0479120369123573,2176.78153293942,0.521418366350446,0.722234168368993,0.0947209977421783,0.0159122674981185,8.09411764705882,0.972042393805402,2.43866694034097e-06,3.1,15.6868670623287,4.995116166396,1403,369100,38.7,1.1360736037138,0.0336876967815501,0.238216354151161,13521.7272028608,6.2,11212,2.78146784918192,0.698636202875573,0.75,0.65826153032258,2.70293974798691,0.649937347398037,38.6572886208955,0.7,1,1.78901142730134,21,0.3,10.8730589584974,5.43652947924872,5.43652947924872,10.8730589584974,6.52383537509846,2,1,1,2,6,37.2038274894298,37.177154908449,63.0370875822414,9.38583403667421,62.5427548948294,19.3006687009006,38.1078879354207,22.1578008456124,38.4452900687243,57.5797528446037,11.5710580812276,42.4793056205104,28.9110479913748,33.5240425753422
"27",204,"bogota boro",8415,4220.41596016839,0.278833530502631,13.5285714285714,4.77875641552234,20.4424919453354,0.0623161324575947,2.01968337222792,0.104629541783676,0.277937248843963,0.199883499632905,0.0719871664700288,41.994750656168,0.0264842912417689,102.45553101157,0.352764282226562,0.670250195465207,0.0774042220484754,0.0570758405003909,18.3857142857143,0.961560302501341,0.00363428148427378,3.34,6.0876749317792,3.05610637820168,1287,333300,41,0.909829495822045,0.0365181546968044,0.174523841287492,9123.56019859255,9.2,3576,1.2890546625426,0.231581237410571,0,0.782245794284832,0.598565948155921,1.68285251380004,15.2951692875872,-1.17,1,1.99387929517361,23,1,0,17.0587128040441,0,17.0587128040441,6.82348512161764,0,1,0,1,2,42.8930722391674,35.5892125390866,69.5994017428942,4.56014735980996,70.9688410516234,19.3781821923043,40.4981428541477,38.6766615790734,36.002648929914,68.3805570754431,5.51301013457866,60.9618649485449,29.0976133673577,39.772059339152
